date,ozone,air pollutant,air pollution alert,air pollution,arrhythmia,isPartial,ozone,asthma attack,asthma,black carbon,blue,isPartial,ozone,bronchiolitis,bronchitis,brown,brownish,isPartial,ozone,cardiovascular disease,chest pain,chest tightness,childhood asthma,isPartial,ozone,chronic obstructive pulmonary disease,code orange,code red,COPD,isPartial,ozone,cough,coughing,difficulty breathing,elemental carbon,isPartial,ozone,fine inhalable particles,fine particles,fine particulates,grey,isPartial,ozone,haze,headache,heart murmur,industrial pollution,isPartial,ozone,inhaler use,inhaler,irregular heartbeat,lung cancer,isPartial,ozone,lung disease,lung irritation,n02,nitrogen dioxide,isPartial,ozone,nitrogen oxides,no2,O3,organic carbon,isPartial,ozone,oxides of nitrogen,traffic emission,particle pollution,particulate matter pollution,isPartial,ozone,particulate matter,pediatric asthma,pink,pm2.5,isPartial,ozone,pm5,power plants,premature death,rapid breathing,isPartial,ozone,Rapid heart rate,rapid pulse,reddish-brown,respiratory illness,isPartial,ozone,respiratory infection,shortness of breath,smog,smoggy,isPartial,ozone,smoke,snoring,soot,sulfate,isPartial,ozone,tailpipe,throat irritation,traffic emission,traffic exposure,isPartial,ozone,traffic,wheezing,wildfires,isPartial
2007-01-11,17,0,0,0,0,False,1,0,0,0,76,False,4,0,0,56,0,False,26,0,26,0,0,False,26,0,0,26,26,False,19,38,19,0,0,False,11,0,0,0,91,False,21,21,21,21,0,False,17,0,0,0,17,False,17,0,0,0,0,False,17,0,0,0,0,False,26,0,0,0,0,False,5,0,0,40,0,False,17,0,17,0,0,False,17,0,0,0,0,False,17,0,0,0,0,False,13,26,0,0,13,False,17,0,0,0,0,False,4,8,0,4,False
2007-01-12,17,0,0,0,0,False,2,0,2,0,66,False,4,0,4,56,0,False,27,0,0,0,0,False,27,0,0,0,0,False,20,50,0,0,0,False,12,0,0,0,41,False,22,22,44,0,0,False,17,0,17,0,0,False,17,0,0,0,0,False,17,0,0,0,0,False,27,0,0,0,0,False,5,5,0,50,0,False,17,0,0,0,0,False,17,0,0,0,0,False,17,0,0,17,0,False,13,13,0,13,14,False,17,0,0,0,0,False,4,20,0,0,False
2007-01-13,0,0,0,0,0,False,0,0,0,0,85,False,0,0,0,72,0,False,0,0,78,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,34,False,0,31,47,0,0,False,0,0,24,0,24,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,39,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,48,19,0,0,False,0,0,0,0,0,False,0,12,0,0,False
2007-01-14,0,0,0,25,25,False,0,0,2,0,62,False,0,0,0,100,0,False,39,0,0,39,0,False,39,0,0,0,0,False,28,42,0,0,0,False,17,0,0,0,100,False,31,0,31,0,0,False,0,0,0,0,25,False,0,0,0,0,0,False,0,0,0,0,0,False,39,0,0,0,0,False,8,0,0,79,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,58,0,0,19,False,0,0,0,0,0,False,0,9,6,0,False
2007-01-15,18,0,0,18,0,False,2,0,0,0,59,False,4,0,0,67,0,False,0,0,28,0,0,False,0,0,0,0,28,False,0,30,0,0,0,False,0,0,0,0,30,False,0,0,22,22,0,False,18,0,0,0,26,False,18,0,0,0,0,False,18,0,0,0,0,False,0,0,0,0,0,False,0,0,0,53,0,False,18,0,0,0,0,False,18,0,0,0,0,False,18,0,0,0,0,False,14,48,14,14,0,False,18,0,0,0,0,False,4,29,0,0,False
2007-01-16,0,0,0,16,0,False,0,0,3,0,74,False,0,0,0,75,0,False,100,0,0,0,0,False,100,0,25,0,25,False,72,54,0,18,0,False,43,0,0,0,75,False,80,20,0,20,0,False,0,0,0,0,24,False,0,16,0,0,0,False,0,0,0,0,0,False,100,0,0,0,0,False,20,0,0,30,0,False,0,0,0,0,16,False,0,0,0,0,0,False,0,0,16,16,0,False,0,37,0,0,12,False,0,0,0,0,0,False,0,30,4,0,False
2007-01-17,16,0,0,0,16,False,1,0,1,0,75,False,4,0,4,62,0,False,25,0,0,0,0,False,25,0,0,0,25,False,18,18,0,0,0,False,11,0,0,0,32,False,20,20,40,0,0,False,16,0,0,0,16,False,16,0,0,0,0,False,16,0,0,0,0,False,25,0,0,0,0,False,5,0,0,50,0,False,16,0,16,0,0,False,16,0,0,0,0,False,16,0,16,0,0,False,12,25,12,12,0,False,16,0,0,0,0,False,4,8,0,0,False
2007-01-18,0,0,0,0,16,False,0,0,3,0,63,False,0,0,0,67,0,False,0,0,25,0,0,False,0,0,0,0,38,False,0,19,37,0,0,False,0,0,0,0,22,False,0,20,30,0,0,False,0,0,0,0,16,False,0,16,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,59,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,25,13,0,13,False,0,0,0,0,0,False,0,10,0,0,False
2007-01-19,17,0,0,0,0,False,1,0,1,0,73,False,4,0,6,54,0,False,0,0,26,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,23,False,0,0,21,21,0,False,17,0,0,0,16,False,17,0,0,0,0,False,17,0,17,0,0,False,0,0,0,0,0,False,0,0,0,45,0,False,17,0,0,0,0,False,17,0,0,0,0,False,17,16,0,0,0,False,13,32,13,0,13,False,17,0,0,0,0,False,4,12,0,0,False
2007-01-20,0,0,0,0,0,False,0,0,2,0,70,False,0,0,0,94,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,40,0,0,0,False,0,0,0,0,16,False,0,30,89,0,0,False,0,0,23,0,23,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,75,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,46,0,0,0,False,0,0,0,0,0,False,0,12,0,0,False
2007-01-21,23,0,0,0,0,False,2,0,3,0,89,False,5,0,5,55,0,False,37,0,37,0,0,False,37,0,0,0,37,False,27,0,27,0,0,False,16,0,0,0,48,False,30,0,59,0,0,False,23,0,0,0,0,False,23,0,0,0,0,False,23,0,0,0,0,False,37,0,0,0,0,False,7,0,0,56,0,False,23,0,0,0,0,False,23,0,0,0,0,False,23,0,0,0,0,False,18,100,18,0,18,False,23,0,0,0,0,False,6,9,0,0,False
2007-01-22,0,0,0,16,0,False,0,0,2,0,68,False,0,0,4,93,0,False,0,0,51,0,0,False,0,0,0,0,26,False,0,0,0,0,0,False,0,0,0,0,22,False,0,21,20,0,0,False,0,0,0,0,16,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,31,0,False,0,0,16,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,32,0,0,0,False,0,0,0,0,0,False,0,14,0,0,False
2007-01-23,46,0,0,16,0,False,4,0,1,0,56,False,10,0,0,45,0,False,73,0,0,0,0,False,73,0,0,0,0,False,53,36,0,0,0,False,32,0,0,0,32,False,58,0,20,0,0,False,46,0,0,0,0,False,46,0,0,0,0,False,46,0,0,0,0,False,73,0,0,0,0,False,15,0,0,44,0,False,46,0,16,0,0,False,46,0,0,0,0,False,46,0,0,0,0,False,36,48,0,0,12,False,46,0,0,0,0,False,12,19,0,0,False
2007-01-24,16,0,0,16,0,False,1,0,1,0,70,False,4,0,0,55,0,False,25,0,50,0,0,False,25,0,0,0,25,False,18,37,18,0,0,False,11,0,0,0,43,False,20,0,30,0,0,False,16,0,16,0,16,False,16,0,0,0,0,False,16,0,0,0,0,False,25,0,0,0,0,False,5,0,0,33,0,False,16,0,0,0,0,False,16,0,0,0,0,False,16,0,0,0,0,False,13,62,0,0,12,False,16,0,0,0,0,False,4,14,0,0,False
2007-01-25,48,0,0,16,0,False,4,0,3,0,39,False,11,4,7,56,0,False,76,25,0,0,0,False,76,0,0,0,25,False,55,18,18,0,0,False,33,0,0,0,27,False,61,20,20,20,0,False,48,0,0,0,16,False,48,0,0,0,0,False,48,0,0,0,0,False,76,0,0,0,0,False,15,0,0,38,0,False,48,0,0,0,0,False,48,0,0,0,0,False,48,0,0,0,0,False,37,31,12,0,12,False,48,0,0,0,0,False,12,12,0,0,False
2007-01-26,50,0,0,0,0,False,4,0,1,1,63,False,11,0,7,58,0,False,27,0,26,0,0,False,27,0,0,0,27,False,19,39,39,0,0,False,12,0,0,0,46,False,22,0,32,0,0,False,50,0,0,0,33,False,50,0,0,0,0,False,50,0,0,0,0,False,27,0,0,0,0,False,5,5,0,43,0,False,50,0,33,0,0,False,50,0,0,0,0,False,50,0,0,0,0,False,39,71,0,0,13,False,50,0,0,0,0,False,13,15,0,0,False
2007-01-27,23,0,0,0,0,False,2,0,0,0,67,False,5,0,0,60,5,False,55,37,0,0,0,False,55,0,0,0,0,False,40,27,0,0,0,False,24,0,0,0,40,False,44,0,59,0,0,False,23,0,0,0,0,False,23,0,0,0,0,False,23,0,0,0,0,False,55,0,0,0,0,False,11,0,0,37,0,False,23,0,0,0,0,False,23,0,0,0,0,False,23,0,0,0,0,False,18,36,18,0,0,False,23,0,0,0,0,False,6,9,0,0,False
2007-01-28,0,0,0,0,0,False,0,0,0,0,53,False,0,0,0,79,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,26,0,0,0,False,0,0,0,0,39,False,0,0,29,0,0,False,0,0,23,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,66,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,36,0,18,0,False,0,0,0,0,0,False,0,17,0,0,False
2007-01-29,77,0,0,0,0,False,7,0,3,0,59,False,17,0,3,58,0,False,73,0,24,24,0,False,73,0,0,0,24,False,53,44,18,0,0,False,32,0,0,0,32,False,58,20,19,0,0,False,77,0,0,0,23,False,77,16,0,0,0,False,77,0,16,0,0,False,73,0,0,0,0,False,15,0,0,61,0,False,77,0,0,0,0,False,77,0,0,0,0,False,77,0,0,0,0,False,60,24,0,12,0,False,77,0,0,0,0,False,20,20,0,0,False
2007-01-30,31,0,0,0,0,False,3,0,0,0,61,False,7,0,0,57,3,False,49,0,24,0,0,False,49,0,0,0,0,False,35,18,18,0,0,False,21,0,0,0,16,False,39,19,39,0,0,False,31,0,0,0,0,False,31,15,0,0,0,False,31,0,0,0,0,False,49,0,0,0,0,False,10,0,0,76,0,False,31,0,0,0,0,False,31,0,0,0,0,False,31,15,15,0,0,False,24,24,12,0,12,False,31,0,0,0,0,False,8,23,0,0,False
2007-01-31,0,0,0,15,15,False,0,0,3,0,57,False,0,0,0,57,0,False,24,0,24,0,0,False,24,0,0,0,24,False,18,36,36,0,0,False,11,0,0,0,37,False,20,19,19,0,0,False,0,0,15,0,31,False,0,0,0,0,0,False,0,0,15,0,0,False,24,0,0,0,0,False,5,0,0,42,0,False,0,0,15,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,48,0,0,12,False,0,0,0,0,0,False,0,50,0,0,False
2007-02-01,31,0,0,0,0,False,3,0,1,0,59,False,7,7,0,49,0,False,37,0,0,0,0,False,37,0,0,25,0,False,27,71,18,0,0,False,16,0,0,0,27,False,29,0,0,0,0,False,31,0,16,0,23,False,31,16,0,0,0,False,31,0,0,16,0,False,37,0,0,0,0,False,7,0,0,52,0,False,31,0,0,0,0,False,31,0,0,0,0,False,31,0,0,0,0,False,24,18,0,0,12,False,31,0,0,0,0,False,8,24,4,0,False
2007-02-02,24,0,0,16,16,False,2,0,1,0,69,False,5,0,5,62,0,False,52,0,0,0,0,False,52,0,0,0,26,False,38,19,0,0,0,False,22,0,0,0,45,False,42,21,41,0,0,False,24,0,0,0,16,False,24,0,0,0,0,False,24,0,0,16,0,False,52,0,0,0,0,False,10,0,0,47,0,False,24,0,0,0,0,False,24,0,0,0,0,False,24,0,0,0,0,False,19,57,25,13,0,False,24,0,0,0,0,False,6,10,0,0,False
2007-02-03,23,0,0,0,0,False,2,0,0,0,61,False,5,0,0,73,0,False,36,0,0,0,0,False,36,0,0,0,36,False,26,27,27,0,0,False,16,0,0,0,47,False,29,29,0,0,0,False,23,0,0,0,0,False,23,0,0,0,0,False,23,0,0,0,0,False,36,0,0,0,0,False,7,0,0,48,0,False,23,0,0,0,0,False,23,0,0,0,0,False,23,0,0,23,0,False,18,36,0,0,0,False,23,0,0,0,0,False,6,20,0,0,False
2007-02-04,0,0,0,0,0,False,0,0,2,0,59,False,0,0,5,61,0,False,0,0,0,0,0,False,0,0,0,0,36,False,0,26,0,0,0,False,0,0,0,0,23,False,0,0,86,28,0,False,0,0,0,0,23,False,0,0,0,0,0,False,0,0,22,0,23,False,0,0,0,0,0,False,0,0,0,80,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,71,0,0,18,False,0,0,0,0,0,False,0,11,0,0,False
2007-02-05,0,0,0,0,0,False,0,0,4,0,71,False,0,0,7,44,0,False,0,25,0,0,0,False,0,0,0,0,0,False,0,45,0,0,0,False,0,0,0,0,54,False,0,20,40,0,0,False,0,0,0,0,16,False,0,0,0,0,0,False,0,0,16,0,0,False,0,0,0,0,0,False,0,0,0,58,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,49,0,0,0,False,0,0,0,0,0,False,0,16,0,0,False
2007-02-06,15,0,0,0,15,False,1,0,3,0,66,False,3,0,3,56,0,False,0,0,24,0,0,False,0,0,0,24,0,False,0,35,0,0,0,False,0,0,0,0,51,False,0,0,19,0,0,False,15,0,0,0,0,False,15,0,0,0,0,False,15,0,0,0,0,False,0,0,0,0,0,False,0,0,0,60,0,False,15,0,15,0,0,False,15,0,0,0,0,False,15,0,0,0,0,False,12,23,0,12,12,False,15,0,0,0,0,False,4,23,0,0,False
2007-02-07,0,0,0,0,0,False,0,0,4,0,55,False,0,0,3,57,0,False,49,0,0,0,0,False,49,0,24,0,24,False,35,18,0,0,0,False,21,0,0,0,26,False,39,19,19,0,0,False,0,0,0,0,0,False,0,15,0,0,0,False,0,0,0,0,0,False,49,0,0,0,0,False,10,0,0,37,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,15,False,0,72,0,0,18,False,0,0,0,0,0,False,0,14,0,0,False
2007-02-08,31,0,0,0,0,False,3,0,3,0,62,False,7,0,0,52,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,18,0,0,0,False,0,0,0,0,37,False,0,0,20,0,0,False,31,0,0,0,15,False,31,15,0,0,0,False,31,0,0,0,15,False,0,0,0,0,0,False,0,0,0,54,0,False,31,0,0,0,0,False,31,0,0,0,0,False,31,0,0,15,0,False,24,36,0,0,0,False,31,0,0,0,0,False,8,16,0,0,False
2007-02-09,16,0,0,0,0,False,1,0,1,0,55,False,4,0,4,78,0,False,0,0,0,0,0,False,0,0,0,0,51,False,0,19,0,0,0,False,0,0,0,0,67,False,0,20,0,0,0,False,16,0,16,0,16,False,16,0,0,0,0,False,16,0,0,0,0,False,0,0,0,0,0,False,0,0,0,52,0,False,16,0,0,0,0,False,16,0,0,0,0,False,16,0,0,0,0,False,13,38,0,0,32,False,16,0,0,0,0,False,4,14,0,0,False
2007-02-10,0,0,0,0,0,False,0,0,0,0,77,False,0,0,0,80,0,False,36,0,0,0,0,False,36,37,0,0,0,False,26,27,26,0,0,False,16,0,0,0,47,False,29,0,29,0,0,False,0,0,23,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,36,0,0,0,0,False,7,0,0,66,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,23,0,0,0,False,0,27,18,18,18,False,0,0,0,0,0,False,0,9,0,0,False
2007-02-11,0,0,0,0,0,False,0,0,0,0,70,False,0,0,0,71,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,39,0,0,0,False,0,0,0,0,38,False,0,28,42,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,36,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,23,0,False,0,35,0,0,0,False,0,0,0,0,0,False,0,20,0,0,False
2007-02-12,0,0,0,0,0,False,0,1,1,0,66,False,0,0,7,65,0,False,0,0,23,0,0,False,0,0,0,0,0,False,0,34,0,0,0,False,0,0,0,0,51,False,0,19,75,0,0,False,0,0,0,0,30,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,45,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,64,12,0,12,False,0,0,0,0,0,False,0,19,0,0,False
2007-02-13,15,0,0,0,0,False,1,0,0,0,57,False,3,0,3,61,3,False,48,0,0,0,0,False,48,0,0,24,0,False,35,17,18,0,0,False,21,0,0,0,36,False,38,0,29,0,0,False,15,0,15,15,0,False,15,30,0,0,0,False,15,0,15,0,0,False,48,0,0,0,0,False,10,0,0,48,0,False,15,0,0,0,0,False,15,0,0,0,0,False,15,0,0,15,0,False,12,29,0,0,12,False,15,0,0,0,0,False,4,19,0,0,False
2007-02-14,0,0,0,0,0,False,0,0,4,0,71,False,0,0,3,59,0,False,0,0,23,0,0,False,0,0,0,23,0,False,0,34,0,0,0,False,0,0,0,0,35,False,0,0,19,0,0,False,0,0,0,0,15,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,58,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,15,15,0,False,0,17,0,0,11,False,0,0,0,0,0,False,0,65,0,0,False
2007-02-15,16,0,0,0,0,False,1,0,1,0,63,False,4,0,4,74,0,False,25,0,0,0,0,False,25,0,0,25,0,False,18,18,0,0,0,False,11,0,0,0,44,False,20,20,0,0,0,False,16,0,0,0,24,False,16,0,0,0,0,False,16,0,0,0,0,False,25,0,0,0,0,False,5,0,0,33,0,False,16,0,16,0,0,False,16,0,0,0,0,False,16,0,0,16,0,False,12,44,12,0,0,False,16,0,0,0,0,False,4,44,4,4,False
2007-02-16,17,0,0,17,0,False,1,0,2,0,70,False,4,0,0,53,0,False,27,27,53,0,0,False,27,0,26,0,0,False,19,58,19,0,0,False,11,0,0,0,46,False,21,21,42,0,0,False,17,17,17,17,17,False,17,0,0,0,0,False,17,0,0,0,0,False,27,0,0,0,0,False,5,0,0,53,0,False,17,0,0,0,0,False,17,0,0,0,0,False,17,0,0,0,0,False,13,33,0,0,13,False,17,0,0,0,0,False,4,26,0,0,False
2007-02-17,0,0,0,0,0,False,0,0,2,0,67,False,0,0,5,61,0,False,0,37,37,0,0,False,0,0,0,0,0,False,0,54,0,0,0,False,0,0,0,0,72,False,0,30,30,0,0,False,0,0,0,0,24,False,0,0,0,0,0,False,0,0,0,0,24,False,0,0,0,0,0,False,0,0,0,71,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,56,0,0,18,False,0,0,0,0,0,False,0,15,0,0,False
2007-02-18,24,0,0,0,0,False,2,0,0,0,81,False,5,0,8,62,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,28,0,0,0,False,0,0,0,0,66,False,0,31,31,31,0,False,24,0,24,0,24,False,24,0,0,0,0,False,24,0,0,0,0,False,0,0,0,0,0,False,0,0,0,74,0,False,24,0,0,0,0,False,24,0,0,0,0,False,24,0,0,0,0,False,19,0,19,0,0,False,24,0,0,0,0,False,6,15,6,0,False
2007-02-19,18,0,0,18,0,False,2,0,0,0,60,False,4,0,0,47,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,42,0,0,0,False,0,0,0,0,62,False,0,23,69,46,0,False,18,0,0,0,18,False,18,0,0,0,0,False,18,0,0,0,0,False,0,0,0,0,0,False,0,6,0,61,0,False,18,0,0,0,0,False,18,0,0,0,0,False,18,0,0,0,0,False,14,35,28,0,14,False,18,18,0,0,0,False,5,18,5,0,False
2007-02-20,0,0,0,16,0,False,0,0,3,0,76,False,0,0,4,43,4,False,50,0,0,0,0,False,50,0,0,25,0,False,36,91,0,0,0,False,22,0,0,0,11,False,40,20,0,0,0,False,0,0,0,0,16,False,0,0,0,0,0,False,0,0,0,0,0,False,50,0,0,0,0,False,10,0,0,48,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,56,13,12,0,False,0,0,0,0,0,False,0,12,0,0,False
2007-02-21,32,0,0,0,0,False,3,0,0,0,54,False,7,0,0,47,0,False,25,0,0,0,0,False,25,0,0,0,25,False,18,27,18,0,0,False,11,0,0,0,38,False,20,20,40,0,0,False,32,0,0,0,32,False,32,0,0,0,0,False,32,0,0,0,0,False,25,0,0,0,0,False,5,0,0,48,0,False,32,0,0,0,0,False,32,0,0,0,0,False,32,0,16,0,0,False,25,56,12,12,12,False,32,16,0,0,0,False,8,18,8,0,False
2007-02-22,16,0,0,0,0,False,1,0,1,0,69,False,4,0,4,52,0,False,26,26,26,0,0,False,26,0,0,0,26,False,19,37,19,0,0,False,11,0,0,0,44,False,20,20,41,0,0,False,16,0,0,0,32,False,16,0,0,0,0,False,16,0,0,0,0,False,26,0,0,0,0,False,5,0,0,39,0,False,16,0,0,0,0,False,16,0,0,0,0,False,16,0,0,16,0,False,13,31,0,0,0,False,16,0,0,0,0,False,4,30,4,0,False
2007-02-23,16,0,0,0,0,False,1,1,1,0,78,False,4,0,6,52,0,False,26,0,26,0,0,False,26,0,0,0,0,False,19,19,0,0,0,False,11,0,0,0,51,False,21,0,0,0,0,False,16,0,0,0,0,False,16,0,0,0,0,False,16,0,0,0,0,False,26,0,0,0,0,False,5,0,0,24,0,False,16,0,0,0,0,False,16,0,0,0,0,False,16,0,0,0,0,False,13,26,13,0,0,False,16,0,0,0,0,False,4,21,0,0,False
