date,ozone,air pollutant,air pollution alert,air pollution,arrhythmia,isPartial,ozone,asthma attack,asthma,black carbon,blue,isPartial,ozone,bronchiolitis,bronchitis,brown,brownish,isPartial,ozone,cardiovascular disease,chest pain,chest tightness,childhood asthma,isPartial,ozone,chronic obstructive pulmonary disease,code orange,code red,COPD,isPartial,ozone,cough,coughing,difficulty breathing,elemental carbon,isPartial,ozone,fine inhalable particles,fine particles,fine particulates,grey,isPartial,ozone,haze,headache,heart murmur,industrial pollution,isPartial,ozone,inhaler use,inhaler,irregular heartbeat,lung cancer,isPartial,ozone,lung disease,lung irritation,n02,nitrogen dioxide,isPartial,ozone,nitrogen oxides,no2,O3,organic carbon,isPartial,ozone,oxides of nitrogen,traffic emission,particle pollution,particulate matter pollution,isPartial,ozone,particulate matter,pediatric asthma,pink,pm2.5,isPartial,ozone,pm5,power plants,premature death,rapid breathing,isPartial,ozone,Rapid heart rate,rapid pulse,reddish-brown,respiratory illness,isPartial,ozone,respiratory infection,shortness of breath,smog,smoggy,isPartial,ozone,smoke,snoring,soot,sulfate,isPartial,ozone,tailpipe,throat irritation,traffic emission,traffic exposure,isPartial,ozone,traffic,wheezing,wildfires,isPartial,ozone,air pollutant,air pollution alert,air pollution,arrhythmia,isPartial,ozone,asthma attack,asthma,black carbon,blue,isPartial,ozone,bronchiolitis,bronchitis,brown,brownish,isPartial,ozone,cardiovascular disease,chest pain,chest tightness,childhood asthma,isPartial,ozone,chronic obstructive pulmonary disease,code orange,code red,COPD,isPartial,ozone,cough,coughing,difficulty breathing,elemental carbon,isPartial,ozone,fine inhalable particles,fine particles,fine particulates,grey,isPartial,ozone,haze,headache,heart murmur,industrial pollution,isPartial,ozone,inhaler use,inhaler,irregular heartbeat,lung cancer,isPartial,ozone,lung disease,lung irritation,n02,nitrogen dioxide,isPartial,ozone,nitrogen oxides,no2,O3,organic carbon,isPartial,ozone,oxides of nitrogen,traffic emission,particle pollution,particulate matter pollution,isPartial,ozone,particulate matter,pediatric asthma,pink,pm2.5,isPartial,ozone,pm5,power plants,premature death,rapid breathing,isPartial,ozone,Rapid heart rate,rapid pulse,reddish-brown,respiratory illness,isPartial,ozone,respiratory infection,shortness of breath,smog,smoggy,isPartial,ozone,smoke,snoring,soot,sulfate,isPartial,ozone,tailpipe,throat irritation,traffic emission,traffic exposure,isPartial,ozone,traffic,wheezing,wildfires,isPartial
2010-12-03,30,0,0,0,0,False,2,0,0,0,69,False,3,3,6,43,0,False,22,0,44,0,0,False,30,0,0,0,0,False,16,48,48,0,0,False,5,0,0,0,28,False,20,41,41,0,0,False,20,0,0,0,40,False,30,0,0,0,0,False,30,0,0,0,0,False,31,0,0,0,0,False,6,0,0,63,0,False,31,0,0,0,0,False,31,31,0,0,0,False,31,0,0,0,0,False,9,31,0,18,0,False,31,0,0,0,0,False,2,20,2,0,False,64,0,0,11,0,False,2,0,1,0,66,False,4,1,3,70,0,False,64,0,42,0,0,False,61,0,26,48,26,False,36,56,15,6,0,False,5,0,0,0,21,False,47,31,51,8,0,False,64,11,32,0,27,False,64,21,0,0,0,False,64,0,21,11,11,False,64,0,0,0,0,False,6,0,0,66,0,False,64,11,21,0,0,False,64,0,0,0,0,False,64,0,11,11,0,False,19,50,8,0,4,False,64,0,0,0,0,False,4,23,1,0,False
2010-12-04,0,0,0,0,45,False,0,0,0,0,64,False,0,0,0,61,0,False,0,0,0,0,0,False,0,0,0,44,0,False,0,24,0,0,0,False,0,0,0,0,19,False,0,0,30,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,84,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,33,0,0,0,False,0,0,0,0,0,False,0,11,4,0,False,44,0,0,15,15,False,1,0,2,0,71,False,3,1,3,73,0,False,44,0,30,15,0,False,30,0,0,24,12,False,25,50,21,0,0,False,3,0,0,0,30,False,33,33,22,16,0,False,44,0,0,0,45,False,44,0,0,0,0,False,44,0,15,0,0,False,44,0,0,0,0,False,4,0,1,84,0,False,44,0,15,0,0,False,44,0,0,0,0,False,44,15,15,15,0,False,9,49,8,0,8,False,44,0,0,0,0,False,2,15,0,0,False
2010-12-05,0,0,0,0,0,False,3,0,3,0,99,False,4,0,0,60,0,False,33,33,0,0,0,False,46,0,0,45,0,False,24,48,24,0,0,False,8,0,0,0,23,False,31,31,31,0,0,False,30,0,0,0,0,False,0,0,0,0,0,False,46,0,0,46,0,False,47,0,0,0,0,False,9,0,0,64,0,False,47,0,0,0,0,False,47,0,0,0,0,False,47,47,0,0,0,False,13,40,13,0,0,False,47,0,0,0,0,False,4,15,0,0,False,43,0,0,0,0,False,1,0,1,0,66,False,3,0,1,69,0,False,43,14,36,0,0,False,41,0,12,29,23,False,24,44,16,0,0,False,3,0,0,0,20,False,32,37,26,21,0,False,43,0,43,0,36,False,43,14,0,0,0,False,43,0,14,14,14,False,43,0,0,0,0,False,4,0,0,95,0,False,43,0,0,0,14,False,43,0,14,0,0,False,43,0,0,29,0,False,13,62,7,4,7,False,43,0,0,0,0,False,2,13,2,1,False
2010-12-06,59,0,0,0,0,False,0,0,2,2,86,False,0,0,6,48,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,23,15,0,0,False,0,0,0,0,20,False,0,20,30,20,0,False,0,0,19,0,19,False,59,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,64,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,39,0,0,17,False,0,0,0,0,0,False,0,14,0,0,False,34,0,0,39,10,False,1,0,1,0,63,False,2,0,2,74,0,False,34,15,44,0,0,False,16,0,8,16,20,False,19,55,6,0,0,False,3,0,0,0,24,False,25,29,51,11,0,False,34,0,10,0,44,False,34,0,0,0,0,False,34,0,0,0,0,False,34,0,0,0,0,False,3,0,0,70,0,False,34,0,0,0,0,False,34,0,0,0,0,False,34,0,0,10,0,False,5,65,0,0,5,False,34,0,0,0,0,False,2,18,1,0,False
2010-12-07,59,0,0,0,0,False,4,0,4,2,67,False,6,0,0,56,0,False,42,21,0,0,0,False,58,0,0,0,0,False,31,15,0,0,0,False,10,0,0,0,17,False,39,39,39,0,0,False,38,0,0,0,19,False,59,0,0,0,0,False,59,0,0,0,0,False,60,0,0,0,0,False,11,0,0,68,0,False,60,0,0,0,0,False,60,0,0,0,0,False,60,0,30,0,0,False,17,8,8,0,0,False,60,0,0,0,0,False,5,9,0,0,False,50,0,0,15,10,False,2,1,2,0,70,False,3,0,2,65,0,False,50,10,25,0,0,False,45,0,0,24,32,False,28,44,19,0,0,False,4,0,0,0,19,False,36,36,40,22,0,False,50,0,10,0,40,False,50,15,0,0,0,False,50,0,20,10,0,False,50,0,0,0,0,False,5,0,0,58,0,False,50,0,20,0,0,False,50,0,0,0,0,False,50,10,25,15,0,False,14,56,4,0,5,False,50,0,10,0,0,False,3,19,1,1,False
2010-12-08,30,0,0,30,0,False,2,0,4,0,72,False,3,0,0,49,0,False,21,0,43,0,0,False,29,0,0,0,0,False,15,15,15,0,0,False,5,0,0,0,20,False,20,20,30,0,0,False,19,0,19,0,19,False,30,0,0,0,0,False,30,0,0,0,0,False,30,0,0,0,0,False,5,0,0,38,0,False,30,0,0,0,0,False,30,0,0,0,0,False,30,30,0,0,0,False,8,34,8,0,8,False,30,0,0,0,0,False,2,12,0,2,False,55,10,0,20,0,False,2,0,1,0,73,False,3,0,1,74,0,False,55,10,40,10,0,False,42,0,8,17,8,False,31,47,20,0,0,False,4,0,0,0,21,False,40,48,44,11,0,False,55,0,20,0,30,False,55,15,0,0,0,False,55,0,10,0,0,False,55,0,0,0,0,False,5,1,0,63,0,False,55,0,10,0,0,False,55,0,0,0,0,False,55,10,10,50,10,False,13,53,3,5,9,False,55,0,0,0,0,False,3,17,0,1,False
2010-12-09,60,0,0,60,0,False,2,0,2,0,63,False,3,0,3,46,0,False,22,0,32,0,0,False,30,0,30,30,30,False,16,0,16,0,0,False,5,0,0,0,20,False,20,40,0,0,0,False,20,0,0,0,0,False,60,0,0,0,0,False,30,0,0,0,0,False,31,0,0,0,0,False,6,0,0,59,0,False,31,0,0,0,0,False,31,0,0,0,0,False,31,31,0,0,0,False,9,39,0,0,13,False,31,0,0,0,0,False,2,21,0,0,False,41,0,0,10,10,False,1,0,1,0,77,False,2,1,4,71,0,False,41,10,31,0,0,False,51,0,0,13,25,False,23,57,23,0,0,False,3,0,0,0,26,False,30,26,71,11,0,False,41,0,10,0,51,False,41,10,0,0,0,False,41,0,10,0,10,False,41,0,0,0,0,False,4,0,0,69,0,False,41,0,10,0,0,False,41,0,0,0,0,False,41,10,10,10,0,False,16,57,3,0,10,False,41,0,0,0,0,False,2,18,1,1,False
2010-12-10,0,0,0,32,0,False,0,0,2,2,63,False,0,0,0,54,0,False,0,0,23,0,0,False,0,0,0,0,31,False,0,42,17,0,0,False,0,0,0,0,32,False,0,0,22,0,0,False,0,0,0,0,21,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,74,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,23,0,0,9,False,0,0,0,0,0,False,0,15,0,0,False,60,0,0,11,21,False,2,0,0,0,75,False,4,1,2,68,0,False,60,0,27,0,0,False,40,0,18,18,18,False,33,27,12,6,0,False,5,0,0,0,27,False,44,40,40,12,0,False,60,0,0,0,32,False,60,11,0,0,0,False,60,0,0,11,0,False,60,0,0,0,0,False,5,0,0,53,0,False,60,0,16,0,0,False,60,0,0,0,0,False,60,11,0,11,0,False,12,58,4,0,14,False,60,0,0,0,0,False,3,26,1,0,False
2010-12-11,0,0,0,0,0,False,7,0,3,0,63,False,9,0,9,64,0,False,66,0,0,0,0,False,91,0,0,0,0,False,48,72,24,0,0,False,15,0,0,0,19,False,62,31,31,0,0,False,60,0,0,0,60,False,0,0,0,0,0,False,92,0,0,0,0,False,94,0,0,0,0,False,17,0,0,77,0,False,94,0,0,0,0,False,94,47,0,0,0,False,94,0,47,0,0,False,26,59,0,0,26,False,94,0,0,0,0,False,7,7,0,0,False,45,0,0,0,0,False,1,0,2,0,74,False,3,1,1,79,1,False,45,0,37,0,0,False,37,0,12,31,12,False,25,42,13,0,0,False,3,0,0,0,29,False,33,61,55,11,0,False,45,0,0,0,30,False,45,0,0,0,0,False,45,0,0,0,0,False,45,0,0,0,0,False,4,0,0,79,0,False,45,0,0,0,0,False,45,0,0,0,0,False,45,0,0,0,0,False,12,79,6,0,12,False,45,0,0,0,0,False,2,17,0,0,False
2010-12-12,0,0,0,0,0,False,3,0,0,0,68,False,4,0,0,65,0,False,33,0,34,0,0,False,45,0,45,46,0,False,24,60,0,0,0,False,8,0,0,0,23,False,31,46,0,0,0,False,30,0,0,0,0,False,0,0,0,0,0,False,46,0,0,0,0,False,47,0,0,0,0,False,8,0,0,86,0,False,47,0,48,0,0,False,47,0,0,0,0,False,47,47,46,0,0,False,13,66,0,0,0,False,47,0,0,0,0,False,4,13,0,0,False,35,0,0,28,0,False,1,0,1,0,74,False,2,0,4,70,0,False,35,0,21,0,0,False,12,0,11,35,12,False,20,55,12,0,0,False,3,0,0,0,29,False,26,57,73,10,0,False,35,0,14,14,28,False,35,0,0,0,0,False,35,0,14,0,0,False,35,0,0,0,0,False,3,0,0,73,0,False,35,0,14,0,0,False,35,0,0,0,0,False,35,14,0,14,0,False,4,72,0,0,14,False,35,14,0,0,0,False,2,15,1,1,False
2010-12-13,30,0,0,0,30,False,2,0,4,0,61,False,3,0,0,61,0,False,22,0,22,0,0,False,30,0,29,0,0,False,16,23,0,0,0,False,5,0,0,0,25,False,20,20,20,0,0,False,20,0,0,0,19,False,30,31,0,0,0,False,30,0,0,0,0,False,31,0,0,0,0,False,6,0,0,45,0,False,31,0,0,0,0,False,31,0,0,0,0,False,31,0,31,0,0,False,9,39,0,0,9,False,31,0,0,0,0,False,2,18,0,0,False,49,0,0,10,20,False,2,0,2,0,69,False,3,1,4,73,0,False,49,20,44,0,0,False,53,0,0,8,24,False,27,49,22,0,0,False,4,0,0,0,23,False,36,29,47,7,0,False,49,10,15,10,49,False,49,10,0,0,10,False,49,0,10,10,0,False,49,0,0,0,0,False,4,0,0,47,0,False,49,0,10,0,10,False,49,0,0,0,0,False,49,10,10,0,0,False,16,53,10,0,13,False,49,10,0,0,0,False,3,20,0,0,False
2010-12-14,45,0,0,0,0,False,4,0,4,0,71,False,6,3,3,45,0,False,44,0,21,0,0,False,60,0,0,30,0,False,32,39,0,0,0,False,10,0,0,0,37,False,41,20,20,20,0,False,40,0,20,0,39,False,45,0,0,0,0,False,61,0,0,0,0,False,62,0,0,0,0,False,11,0,0,53,0,False,62,0,0,0,0,False,62,0,0,0,0,False,62,0,0,0,0,False,17,43,9,0,17,False,62,0,0,0,0,False,5,15,0,0,False,34,0,0,19,10,False,1,0,1,0,71,False,2,0,1,64,0,False,34,0,39,0,0,False,36,0,8,32,16,False,19,54,14,0,0,False,3,0,0,0,25,False,25,29,32,7,0,False,34,0,10,10,39,False,34,10,0,0,0,False,34,0,10,0,10,False,34,0,0,0,0,False,3,0,1,46,0,False,34,0,29,0,0,False,34,0,0,0,0,False,34,0,0,10,0,False,11,62,10,2,7,False,34,0,0,0,0,False,2,21,0,1,False
2010-12-15,0,0,0,0,0,False,0,0,5,0,63,False,0,0,3,46,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,40,0,0,0,False,0,0,0,0,20,False,0,0,0,0,0,False,0,0,0,0,20,False,0,31,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,66,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,31,0,0,0,False,0,18,0,0,9,False,0,0,0,0,0,False,0,18,0,0,False,35,0,0,10,10,False,1,0,1,0,72,False,2,1,2,69,0,False,35,10,45,0,10,False,29,8,0,12,17,False,20,45,8,0,0,False,3,0,0,0,26,False,26,26,52,11,7,False,35,0,20,0,30,False,35,0,0,0,20,False,35,0,0,0,10,False,35,10,0,0,0,False,3,0,0,57,0,False,35,0,10,0,0,False,35,10,0,0,0,False,35,10,25,0,0,False,9,57,5,0,9,False,35,0,0,0,0,False,2,16,0,0,False
2010-12-16,31,0,0,0,0,False,0,0,3,0,61,False,0,0,0,55,0,False,0,0,0,0,0,False,0,0,0,31,61,False,0,25,16,0,0,False,0,0,0,0,41,False,0,42,21,21,0,False,0,0,0,0,0,False,31,32,0,0,0,False,0,0,31,0,0,False,0,0,0,0,0,False,0,0,0,82,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,64,0,0,False,0,9,9,0,0,False,0,0,0,0,0,False,0,9,0,0,False,57,0,0,10,10,False,2,0,2,0,76,False,3,0,2,72,0,False,57,0,31,0,0,False,30,0,8,34,8,False,32,49,17,0,0,False,4,0,0,0,29,False,42,26,61,8,0,False,57,0,10,0,46,False,57,0,0,0,0,False,57,0,20,10,0,False,57,0,0,0,0,False,5,0,0,50,0,False,57,0,41,0,10,False,57,0,0,0,0,False,57,21,10,21,0,False,9,70,5,0,9,False,57,0,0,0,0,False,3,24,1,0,False
2010-12-17,0,0,0,0,34,False,0,0,2,0,80,False,0,0,0,66,0,False,0,25,0,0,0,False,0,0,0,0,0,False,0,36,18,0,0,False,0,0,0,0,22,False,0,0,23,23,0,False,0,0,0,0,44,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,63,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,69,35,0,0,False,0,49,10,0,10,False,0,0,0,0,0,False,0,20,0,0,False,33,0,0,11,11,False,1,0,2,0,76,False,2,0,4,61,1,False,33,0,17,11,0,False,41,9,9,32,18,False,18,55,28,6,0,False,3,0,0,0,27,False,24,41,28,8,0,False,33,0,17,0,83,False,33,0,0,0,11,False,33,0,11,0,0,False,33,0,0,0,0,False,3,0,0,65,0,False,33,0,11,0,0,False,33,0,0,0,0,False,33,11,11,22,0,False,13,62,9,0,11,False,33,0,0,0,0,False,2,24,1,0,False
2010-12-18,48,0,0,0,0,False,4,0,0,0,65,False,5,0,0,32,0,False,35,0,0,0,0,False,48,0,0,48,0,False,25,50,25,0,0,False,8,0,0,0,36,False,32,32,32,0,0,False,32,0,0,0,32,False,48,0,0,0,0,False,48,0,0,0,0,False,49,0,0,0,0,False,9,0,0,71,0,False,49,0,0,0,0,False,49,0,0,0,0,False,49,0,0,0,0,False,14,48,0,0,0,False,49,0,0,0,0,False,4,24,0,0,False,75,0,0,15,15,False,2,0,1,0,72,False,5,1,2,71,0,False,75,0,23,0,0,False,56,0,0,31,25,False,42,34,21,0,0,False,6,0,0,0,26,False,55,44,44,11,0,False,75,0,23,0,45,False,75,15,0,0,0,False,75,0,15,15,0,False,75,0,0,0,0,False,7,0,0,80,0,False,75,0,0,0,0,False,75,0,0,0,0,False,75,15,15,30,0,False,17,59,0,4,8,False,75,0,0,0,0,False,4,17,0,0,False
2010-12-19,0,0,0,0,0,False,0,0,0,0,74,False,0,0,10,70,0,False,0,0,0,0,0,False,0,0,49,0,0,False,0,26,0,0,0,False,0,0,0,0,25,False,0,50,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,70,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,51,0,0,0,False,0,21,0,0,14,False,0,0,0,0,0,False,0,8,0,0,False,22,0,0,22,15,False,1,0,1,0,75,False,1,0,1,77,0,False,22,0,22,0,15,False,31,0,0,25,0,False,13,88,17,0,0,False,2,0,0,0,37,False,17,61,49,0,0,False,22,0,0,0,15,False,22,0,0,0,0,False,22,0,0,0,0,False,22,0,0,0,0,False,2,0,0,75,0,False,22,0,0,0,0,False,22,0,0,0,0,False,22,0,0,0,0,False,10,61,8,0,6,False,22,0,0,0,0,False,1,13,1,0,False
2010-12-20,34,0,0,0,0,False,2,0,4,0,51,False,3,0,0,44,0,False,24,0,25,0,0,False,33,0,0,0,33,False,18,36,18,0,0,False,6,0,0,0,25,False,23,0,0,0,0,False,22,0,22,0,44,False,34,34,0,0,0,False,34,0,0,0,0,False,34,0,0,0,0,False,6,0,0,41,0,False,34,0,0,0,0,False,34,0,0,0,0,False,34,0,35,0,0,False,10,24,0,0,10,False,34,0,0,0,0,False,3,16,0,0,False,36,0,0,10,0,False,1,0,1,0,76,False,2,1,2,58,0,False,36,0,57,0,0,False,17,0,17,21,51,False,20,58,12,0,0,False,3,0,0,0,32,False,26,19,53,8,8,False,36,0,21,0,21,False,36,21,0,0,0,False,36,0,10,0,0,False,36,0,0,0,0,False,3,0,0,61,0,False,36,0,0,0,0,False,36,0,0,0,0,False,36,0,10,10,0,False,5,45,4,3,4,False,36,0,0,0,0,False,2,17,1,0,False
2010-12-21,0,0,0,0,0,False,0,0,2,0,65,False,0,0,3,63,0,False,0,0,24,0,0,False,0,0,0,0,65,False,0,17,17,0,0,False,0,0,0,0,14,False,0,0,0,0,0,False,0,0,0,0,0,False,0,33,0,0,0,False,0,0,0,33,0,False,0,0,0,0,0,False,0,0,0,87,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,67,0,0,0,False,0,48,0,0,19,False,0,0,0,0,0,False,0,13,0,0,False,47,0,0,10,16,False,2,0,2,0,70,False,3,0,2,71,1,False,47,10,42,10,0,False,56,0,13,21,13,False,26,70,15,0,0,False,4,0,0,0,25,False,34,19,42,15,0,False,47,0,21,10,26,False,47,0,0,0,10,False,47,0,21,0,0,False,47,0,0,0,0,False,4,0,0,57,0,False,47,0,0,0,0,False,47,0,0,0,0,False,47,10,0,10,0,False,17,53,3,5,8,False,47,0,10,0,0,False,3,15,0,0,False
2010-12-22,0,0,0,0,0,False,0,0,3,0,71,False,0,0,5,46,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,46,18,18,0,False,0,0,0,0,32,False,0,24,23,0,0,False,0,0,0,0,23,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,58,0,False,0,0,0,0,0,False,0,36,0,0,0,False,0,35,0,0,0,False,0,40,0,0,10,False,0,0,0,0,0,False,0,8,0,0,False,72,0,0,22,11,False,2,0,2,0,78,False,4,0,4,70,0,False,72,17,39,22,0,False,64,0,9,9,27,False,40,77,15,0,0,False,6,0,0,0,33,False,53,12,36,12,0,False,72,0,11,0,50,False,72,11,0,0,0,False,72,0,11,0,0,False,72,0,0,0,0,False,7,0,1,54,0,False,72,0,0,0,0,False,72,0,0,0,0,False,72,0,11,11,0,False,20,61,8,0,4,False,72,0,0,0,0,False,4,20,1,0,False
2010-12-23,0,0,0,0,0,False,0,0,0,0,67,False,0,0,0,59,0,False,0,0,28,0,0,False,0,0,0,0,39,False,0,31,21,0,0,False,0,0,0,0,88,False,0,26,53,0,0,False,0,0,0,0,0,False,0,39,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,40,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,40,0,False,0,28,0,11,11,False,0,0,0,0,0,False,0,9,0,0,False,43,0,0,36,0,False,1,0,2,0,82,False,3,0,3,72,0,False,43,12,36,12,0,False,45,0,10,0,25,False,24,75,14,0,0,False,3,0,0,0,54,False,31,31,49,0,0,False,43,0,36,0,43,False,43,12,0,0,0,False,43,0,0,0,0,False,43,0,0,0,0,False,4,0,1,58,0,False,43,0,0,0,0,False,43,0,0,0,0,False,43,12,12,12,0,False,14,62,3,3,9,False,43,0,0,0,0,False,2,26,1,0,False
2010-12-24,0,0,0,0,0,False,0,0,4,4,69,False,0,0,0,59,0,False,0,0,0,0,0,False,0,0,0,50,50,False,0,26,0,0,0,False,0,0,0,0,42,False,0,0,34,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,75,0,False,0,0,52,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,51,0,0,14,False,0,0,0,0,0,False,0,12,0,0,False,32,0,0,0,0,False,1,0,1,1,63,False,2,1,2,71,0,False,32,0,32,0,0,False,59,0,0,13,26,False,18,94,27,9,0,False,2,0,0,0,44,False,24,24,29,12,0,False,32,0,0,0,48,False,32,16,0,0,32,False,32,0,16,16,0,False,32,0,0,0,0,False,3,0,0,65,0,False,32,0,0,0,0,False,32,16,16,0,0,False,32,16,0,0,0,False,18,72,4,0,12,False,32,0,0,0,0,False,2,25,1,0,False
2010-12-25,0,0,0,0,0,False,0,0,0,0,66,False,0,0,0,90,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,45,False,0,80,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,61,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,26,17,0,17,False,0,0,0,0,0,False,0,7,0,0,False,59,0,0,20,0,False,2,0,1,0,68,False,4,0,1,74,0,False,59,0,20,20,0,False,49,0,0,32,24,False,33,61,17,0,0,False,5,0,0,0,44,False,43,14,87,15,0,False,59,0,20,0,39,False,59,20,0,0,0,False,59,0,0,0,0,False,59,0,0,0,0,False,5,0,0,74,0,False,59,0,0,0,20,False,59,0,0,0,0,False,59,0,20,0,0,False,15,71,5,0,0,False,59,0,0,0,0,False,3,21,0,0,False
2010-12-26,53,0,0,0,0,False,4,0,0,0,100,False,5,0,0,34,0,False,39,0,79,0,0,False,53,0,0,0,0,False,28,29,28,0,0,False,9,0,0,0,62,False,36,36,0,0,0,False,35,0,0,0,36,False,53,0,0,0,0,False,53,0,0,0,0,False,55,0,0,0,0,False,10,0,0,60,0,False,55,0,0,0,0,False,55,0,0,0,0,False,55,0,0,0,0,False,15,39,0,0,15,False,55,0,0,0,0,False,4,17,0,0,False,41,0,0,16,0,False,1,0,1,0,76,False,2,0,2,75,0,False,41,16,32,0,0,False,27,0,13,20,27,False,23,68,18,0,0,False,3,0,0,0,32,False,30,36,60,24,0,False,41,0,0,0,49,False,41,0,0,0,0,False,41,0,0,0,0,False,41,0,0,0,0,False,4,0,0,67,0,False,41,0,0,0,0,False,41,0,0,0,0,False,41,0,16,0,0,False,8,50,4,8,4,False,41,0,0,0,0,False,2,38,1,0,False
2010-12-27,38,0,0,0,0,False,3,0,3,0,75,False,4,0,5,44,0,False,27,0,81,0,0,False,37,0,0,0,37,False,20,29,0,0,0,False,6,0,0,0,22,False,25,25,25,0,0,False,25,0,0,0,0,False,38,0,0,0,0,False,37,0,0,0,0,False,38,0,0,0,0,False,7,0,0,42,0,False,38,0,0,0,0,False,38,0,0,0,0,False,38,38,0,0,0,False,11,16,11,0,11,False,38,0,0,0,0,False,3,12,0,0,False,86,0,0,0,0,False,3,0,2,0,84,False,5,0,2,66,0,False,86,0,18,0,0,False,51,0,10,15,10,False,48,62,31,7,0,False,7,0,0,0,31,False,63,41,32,9,0,False,86,0,0,0,49,False,86,12,0,0,0,False,86,0,0,0,0,False,86,0,0,0,0,False,8,0,1,59,0,False,86,0,0,0,24,False,86,12,0,0,0,False,86,0,12,12,0,False,16,61,6,0,9,False,86,0,0,0,0,False,5,100,1,0,False
2010-12-28,36,0,0,0,0,False,3,0,0,0,72,False,3,0,3,57,3,False,26,0,25,0,0,False,35,0,0,0,35,False,19,18,0,0,0,False,6,0,0,0,29,False,24,24,47,0,0,False,23,0,0,0,35,False,36,36,0,0,0,False,35,0,0,0,0,False,36,0,0,0,0,False,7,0,0,46,0,False,36,0,36,0,0,False,36,0,0,0,0,False,36,0,0,0,0,False,10,41,10,0,0,False,36,0,0,0,0,False,3,15,3,0,False,59,0,0,0,12,False,2,0,2,0,87,False,4,0,3,66,0,False,59,0,18,12,0,False,44,0,0,14,19,False,33,76,30,0,0,False,5,0,0,0,25,False,43,22,70,0,0,False,59,0,0,12,18,False,59,0,0,0,0,False,59,0,0,0,0,False,59,0,0,0,0,False,5,1,0,64,0,False,59,0,0,0,0,False,59,0,0,12,0,False,59,12,0,0,0,False,14,64,11,3,12,False,59,0,0,0,0,False,3,58,1,0,False
2010-12-29,0,0,0,0,34,False,3,0,4,0,69,False,3,0,3,44,0,False,25,0,25,0,0,False,34,0,0,33,33,False,18,36,0,0,0,False,6,0,0,0,17,False,23,34,34,0,0,False,22,0,0,0,33,False,0,0,0,0,0,False,34,0,0,0,0,False,35,0,0,0,0,False,6,0,0,63,0,False,35,0,0,0,0,False,35,35,0,0,0,False,35,0,35,0,0,False,10,34,10,0,0,False,35,0,0,0,0,False,3,24,0,0,False,88,0,0,0,0,False,3,0,2,0,87,False,5,1,2,66,0,False,88,0,47,12,0,False,58,0,0,14,10,False,49,79,16,0,0,False,7,0,0,0,29,False,64,34,56,9,0,False,88,0,24,0,23,False,88,0,0,12,0,False,88,0,35,0,0,False,88,0,0,0,0,False,8,0,1,53,0,False,88,0,0,0,0,False,88,0,0,0,0,False,88,0,0,12,12,False,18,69,5,3,9,False,88,0,0,0,0,False,5,36,0,0,False
