"","Date.Local","wdc.ozone.Mean","wdc.ozone.Max.Value","wdc.ozone.Max.Hour","wdc.ozone.AQI","wdc.nitrogen.Mean","wdc.nitrogen.Max.Value","wdc.nitrogen.Max.Hour","wdc.nitrogen.AQI","wdc.pm.Max.Value","wdc.pm.Max.Hour","wdc.pm.Mean","wdc.pm.AQI","wdc.temp.Mean","wdc.temp.Max.Value","wdc.temp.Max.Hour","wdc.rh.Mean","wdc.rh.Max.Value","wdc.rh.Max.Hour"
"555","2014-05-02",0.033765,0.047,9,44,7.929167,24.3,6,23,10,20,7.291667,NA,61.863636,68,14,37.5125,51.2,3
"556","2014-05-03",0.037176,0.048,10,44,13.770833,32.8,4,30,13,5,8.208333,NA,64.3,72.5,16,40.791667,55.2,6
"557","2014-05-03",0.037176,0.048,10,44,13.770833,32.8,4,30,13,5,8.208333,NA,63.954545,72,17,40.791667,55.2,6
"558","2014-05-04",0.042941,0.048,8,44,7.116667,20.5,3,19,9,0,6.125,NA,64.908333,75.9,13,38.170833,57.7,0
"559","2014-05-04",0.042941,0.048,8,44,7.116667,20.5,3,19,9,0,6.125,NA,64.272727,75,14,38.170833,57.7,0
"560","2014-05-05",0.033533,0.044,9,41,5.609091,13.2,23,12,9,20,4.875,NA,55.416667,62.8,14,48.6,87.9,23
"561","2014-05-05",0.033533,0.044,9,41,5.609091,13.2,23,12,9,20,4.875,NA,54.772727,63,15,48.6,87.9,23
"562","2014-05-06",0.032353,0.05,11,46,13.909091,34.1,20,32,12,22,7,NA,61.208333,71.8,17,55.9875,86.6,0
"563","2014-05-06",0.032353,0.05,11,46,13.909091,34.1,20,32,12,22,7,NA,60.590909,71,16,55.9875,86.6,0
"564","2014-05-07",0.026647,0.031,13,29,14.7625,31.6,0,29,13,0,9.583333,NA,57.808333,61.9,9,65.3375,83.1,23
"565","2014-05-07",0.026647,0.031,13,29,14.7625,31.6,0,29,13,0,9.583333,NA,56.5,61,9,65.3375,83.1,23
"566","2014-05-08",0.044765,0.056,12,54,12.654167,28.6,7,26,29,9,17.608696,NA,69.195833,86.5,16,67.375,90.4,6
"567","2014-05-08",0.044765,0.056,12,54,12.654167,28.6,7,26,29,9,17.608696,NA,69.409091,87,15,67.375,90.4,6
"568","2014-05-09",0.032941,0.039,10,36,7.441667,10.4,10,9,23,1,15.875,NA,65.916667,72.1,15,78.679167,89.7,6
"569","2014-05-09",0.032941,0.039,10,36,7.441667,10.4,10,9,23,1,15.875,NA,65.136364,71,14,78.679167,89.7,6
"570","2014-05-10",0.032118,0.037,10,34,8.104167,16.4,7,15,18,0,10.458333,NA,71.525,78.3,10,70.070833,79.3,12
"571","2014-05-10",0.032118,0.037,10,34,8.104167,16.4,7,15,18,0,10.458333,NA,70.272727,77,10,70.070833,79.3,12
"572","2014-05-11",0.048647,0.06,10,67,4.395833,18.9,21,17,16,21,7.333333,NA,71.258333,79.7,17,49.9125,83.2,2
"573","2014-05-11",0.048647,0.06,10,67,4.395833,18.9,21,17,16,21,7.333333,NA,70.818182,79,16,49.9125,83.2,2
"574","2014-05-12",0.030667,0.055,9,51,10.791667,22.3,21,21,19,10,14.166667,NA,74.6625,86.4,16,64.7125,81.8,22
"575","2014-05-12",0.030667,0.055,9,51,10.791667,22.3,21,21,19,10,14.166667,NA,74.272727,86,16,64.7125,81.8,22
"576","2014-05-13",0.048059,0.063,12,77,9.045455,25.3,7,24,23,18,12.625,NA,76.370833,87.3,14,65.166667,89.3,3
"577","2014-05-13",0.048059,0.063,12,77,9.045455,25.3,7,24,23,18,12.625,NA,72.222222,80,10,65.166667,89.3,3
"578","2014-05-14",0.012588,0.015,7,14,7.2,14.3,6,13,17,20,10.708333,NA,61.704167,64.9,18,88.979167,94.2,23
"579","2014-05-15",0.023412,0.028,9,26,6.495833,17.8,5,16,20,5,11.208333,NA,71.979167,80.2,13,77.933333,94.9,4
"580","2014-05-16",0.035118,0.04,11,37,3.879167,14,20,13,20,23,5.791667,NA,63.595833,69.4,0,68.8125,91.1,5
"581","2014-05-17",0.040412,0.048,9,44,6.2375,20.1,20,19,19,0,9.125,NA,59.775,64.6,17,46.225,64.6,2
"582","2014-05-18",0.036471,0.048,9,44,5.65,20,22,19,11,22,5.541667,NA,58.775,63.9,15,43.191667,59.1,6
"583","2014-05-19",0.046647,0.057,9,58,9.561905,20.2,20,19,13,19,9.25,NA,62.383333,70.5,16,39.120833,61.6,4
"584","2014-05-20",0.050882,0.064,11,80,10.475,22.5,7,21,19,23,11.454545,NA,68.4375,75.9,15,38.0875,55.6,5
"585","2014-05-21",0.035353,0.041,10,38,17.658333,30.3,7,28,23,11,15.916667,NA,67.458333,75.7,15,69.529167,90.7,23
"586","2014-05-22",0.051471,0.059,10,64,5.775,22.2,6,21,26,1,15.875,NA,74.854167,85.1,14,60.354167,91.4,0
"587","2014-05-23",0.044471,0.054,10,50,3.620833,6.4,22,6,9,13,5.916667,NA,67.441667,74.8,14,46.2,61.5,5
"588","2014-05-24",0.034471,0.043,10,40,4.175,15.5,22,14,11,20,6.625,NA,65.329167,73.8,17,53.0375,67.9,5
"589","2014-05-25",0.037765,0.051,11,47,7.208333,33.7,21,31,14,21,8.125,NA,70.9125,78.4,15,45.945833,72.6,5
"590","2014-05-26",0.041353,0.058,10,61,6.829167,21.2,20,20,16,20,11.375,NA,76.045833,85.5,14,50.7625,71.5,5
"591","2014-05-27",0.040294,0.057,9,58,11.1,27.4,7,25,22,12,15.25,NA,76.8625,88.5,15,64.791667,90.5,19
"592","2014-05-28",0.036941,0.051,10,47,4.804167,12.1,7,11,25,19,12.869565,NA,73.170833,82.4,15,71.320833,87.7,23
"593","2014-05-29",0.015765,0.017,15,16,8.290909,17.6,8,16,9,10,4,NA,56.4375,58.3,0,89.520833,92.9,22
"594","2014-05-29",0.015765,0.017,15,16,8.290909,17.6,8,16,9,10,4,NA,55.333333,56,16,89.520833,92.9,22
"595","2014-05-30",0.031529,0.042,12,39,7.729167,19.9,8,18,11,8,5.666667,NA,63.575,72.5,17,71.966667,93,0
"596","2014-05-30",0.031529,0.042,12,39,7.729167,19.9,8,18,11,8,5.666667,NA,63.5,73,14,71.966667,93,0
"597","2014-05-31",0.040294,0.046,11,43,4.875,11.8,20,10,12,21,6.333333,NA,69.404167,75.9,15,46.445833,74.3,0
"598","2014-05-31",0.040294,0.046,11,43,4.875,11.8,20,10,12,21,6.333333,NA,69.227273,76,15,46.445833,74.3,0
"599","2014-06-01",0.042529,0.051,10,47,4.304167,13.5,5,12,11,16,8.333333,NA,66.9125,74.5,15,55.870833,81.2,5
"600","2014-06-01",0.042529,0.051,10,47,4.304167,13.5,5,12,11,16,8.333333,NA,66.863636,74,15,55.870833,81.2,5
"601","2014-06-02",0.042688,0.05,10,46,6.87619,16.4,5,15,13,19,7.666667,NA,70.091667,79.2,16,53.2875,68,4
"602","2014-06-02",0.042688,0.05,10,46,6.87619,16.4,5,15,13,19,7.666667,NA,69.863636,79,16,53.2875,68,4
"603","2014-06-03",0.034,0.051,10,47,10.963636,22.7,21,21,20,12,13.136364,NA,76.763636,84.2,11,62.65,80.6,23
"604","2014-06-03",0.034,0.051,10,47,10.963636,22.7,21,21,20,12,13.136364,NA,67.333333,73,8,62.65,80.6,23
"605","2014-06-04",0.053357,0.069,10,97,8.0375,20.4,2,19,19,2,12.583333,NA,76.441667,84.7,13,60.625,91,23
"606","2014-06-05",0.039529,0.049,12,45,4.775,9.8,1,8,17,0,7.291667,NA,70.1,76.5,16,65.604167,90.8,3
"607","2014-06-05",0.039529,0.049,12,45,4.775,9.8,1,8,17,0,7.291667,NA,72.875,77,16,65.604167,90.8,3
"608","2014-06-06",0.024588,0.039,9,36,9.604167,43.9,23,41,16,23,7.541667,NA,69.420833,76.1,17,49,63.6,3
"609","2014-06-06",0.024588,0.039,9,36,9.604167,43.9,23,41,16,23,7.541667,NA,69.090909,76,15,49,63.6,3
"610","2014-06-07",0.044882,0.051,13,47,10.145833,37.9,0,35,16,0,9.083333,NA,73.3,81,15,51.129167,75.2,4
"611","2014-06-07",0.044882,0.051,13,47,10.145833,37.9,0,35,16,0,9.083333,NA,73.909091,83,16,51.129167,75.2,4
"612","2014-06-08",0.046529,0.054,10,50,4.104167,6.9,6,6,21,19,13.458333,NA,74.995833,82,14,60.0875,83,23
"613","2014-06-08",0.046529,0.054,10,50,4.104167,6.9,6,6,21,19,13.458333,NA,74.818182,84,14,60.0875,83,23
"614","2014-06-09",0.039059,0.049,10,45,6.963636,14,7,13,22,13,16.045455,NA,75.9875,82.4,16,73.054167,88.6,1
"615","2014-06-09",0.039059,0.049,10,45,6.963636,14,7,13,22,13,16.045455,NA,74.545455,82,15,73.054167,88.6,1
"616","2014-06-10",0.031176,0.045,12,42,11.7375,23.9,22,22,23,22,14.625,NA,77.004167,84.2,15,77.404167,88.5,11
"617","2014-06-10",0.031176,0.045,12,42,11.7375,23.9,22,22,23,22,14.625,NA,76.545455,85,15,77.404167,88.5,11
"618","2014-06-11",0.025917,0.035,12,32,8.2625,19.7,7,18,20,0,9.625,NA,74.891667,83.1,13,80.45,92.6,23
"619","2014-06-11",0.025917,0.035,12,32,8.2625,19.7,7,18,20,0,9.625,NA,74.454545,84,13,80.45,92.6,23
"620","2014-06-12",0.019471,0.023,11,21,6.245833,19.3,6,18,7,6,4.375,NA,72.170833,76.1,17,86.995833,93.4,1
"621","2014-06-12",0.019471,0.023,11,21,6.245833,19.3,6,18,7,6,4.375,NA,70.666667,76,17,86.995833,93.4,1
"622","2014-06-13",0.036529,0.039,10,36,7.545833,16.6,17,15,15,17,8.958333,NA,73.8375,80.8,11,78.645833,89.3,4
"623","2014-06-13",0.036529,0.039,10,36,7.545833,16.6,17,15,15,17,8.958333,NA,73.090909,80,11,78.645833,89.3,4
"624","2014-06-14",0.032588,0.044,8,41,3.425,11.2,22,10,17,17,9.25,NA,69.045833,73.2,16,57.983333,80.5,2
"625","2014-06-14",0.032588,0.044,8,41,3.425,11.2,22,10,17,17,9.25,NA,68.545455,73,16,57.983333,80.5,2
"626","2014-06-15",0.037647,0.053,11,49,5.0375,13.1,21,12,12,20,5.875,NA,71.391667,81,17,51.833333,69.2,4
"627","2014-06-15",0.037647,0.053,11,49,5.0375,13.1,21,12,12,20,5.875,NA,71.909091,82,18,51.833333,69.2,4
"628","2014-06-16",0.057588,0.08,10,133,14.652381,30.4,7,28,24,7,15.333333,NA,79.6,89.2,15,56.583333,80.6,4
"629","2014-06-16",0.057588,0.08,10,133,14.652381,30.4,7,28,24,7,15.333333,NA,80.272727,90,15,56.583333,80.6,4
"630","2014-06-17",0.047471,0.062,9,74,6.35,19,7,18,40,21,17.291667,NA,83.908333,91.6,15,56.704167,71.4,5
"631","2014-06-17",0.047471,0.062,9,74,6.35,19,7,18,40,21,17.291667,NA,76.625,83,9,56.704167,71.4,5
"632","2014-06-18",0.044,0.058,11,61,7.016667,19.1,22,18,33,18,22.458333,NA,86.379167,91.8,17,54.1875,67.1,2
"633","2014-06-19",0.033294,0.047,8,44,8.670833,28.6,17,26,21,17,11.583333,NA,77.575,82.8,15,68.166667,82.2,22
"634","2014-06-19",0.033294,0.047,8,44,8.670833,28.6,17,26,21,17,11.583333,NA,76.25,85,15,68.166667,82.2,22
"635","2014-06-20",0.048647,0.052,10,48,8.195833,17.4,19,16,15,5,7.833333,NA,74.154167,81,16,51.125,82.6,1
"636","2014-06-20",0.048647,0.052,10,48,8.195833,17.4,19,16,15,5,7.833333,NA,73.909091,81,15,51.125,82.6,1
"637","2014-06-21",0.035471,0.044,23,41,13.1625,27.3,11,25,17,6,12.041667,NA,69.541667,72.7,0,66.8625,77.2,5
"638","2014-06-21",0.035471,0.044,23,41,13.1625,27.3,11,25,17,6,12.041667,NA,68.454545,71,2,66.8625,77.2,5
"639","2014-06-22",0.047353,0.058,10,61,4.408333,9.2,21,8,19,7,11.583333,NA,72.270833,78.8,15,66.65,91,4
"640","2014-06-22",0.047353,0.058,10,61,4.408333,9.2,21,8,19,7,11.583333,NA,72.318182,78,14,66.65,91,4
"641","2014-06-23",0.038429,0.051,10,47,6.122727,14.5,0,13,14,0,8.291667,NA,74.691667,81.5,14,58.4625,83.2,4
"642","2014-06-23",0.038429,0.051,10,47,6.122727,14.5,0,13,14,0,8.291667,NA,74.409091,81,13,58.4625,83.2,4
"643","2014-06-24",0.038,0.046,10,43,4.415,10.5,6,9,12,16,7.833333,NA,76.233333,83.8,15,64.675,81.2,23
"644","2014-06-24",0.038,0.046,10,43,4.415,10.5,6,9,12,16,7.833333,NA,76.318182,85,16,64.675,81.2,23
"645","2014-06-25",0.034294,0.045,10,42,4.766667,9.8,6,8,17,8,10.625,NA,79.529167,86.9,15,73.05,87.8,2
"646","2014-06-25",0.034294,0.045,10,42,4.766667,9.8,6,8,17,8,10.625,NA,79.318182,88,16,73.05,87.8,2
"647","2014-06-26",0.040235,0.05,10,46,4.825,12.4,21,11,26,22,10.166667,NA,78.879167,84.7,16,62.9125,85.5,3
"648","2014-06-26",0.040235,0.05,10,46,4.825,12.4,21,11,26,22,10.166667,NA,78.473684,85,16,62.9125,85.5,3
"649","2014-06-27",0.032176,0.043,10,40,9.191667,19.2,10,18,19,2,10.041667,NA,76.770833,82,11,65.566667,74.3,3
"650","2014-06-27",0.032176,0.043,10,40,9.191667,19.2,10,18,19,2,10.041667,NA,76.590909,83,11,65.566667,74.3,3
"651","2014-06-28",0.038412,0.048,11,44,5.858333,15.7,5,14,12,17,6.833333,NA,75.441667,82.8,15,55.55,77.5,4
"652","2014-06-28",0.038412,0.048,11,44,5.858333,15.7,5,14,12,17,6.833333,NA,75.545455,84,16,55.55,77.5,4
"653","2014-06-29",0.042059,0.052,10,48,4.870833,8.3,8,8,13,15,7.791667,NA,77.4,83.5,14,45.6,63.1,4
"654","2014-06-29",0.042059,0.052,10,48,4.870833,8.3,8,8,13,15,7.791667,NA,77.272727,83,13,45.6,63.1,4
"655","2014-06-30",0.044,0.051,11,47,5.129167,11.8,7,10,18,20,8.652174,NA,78.458333,85.6,15,61.370833,74.3,6
"656","2014-06-30",0.044,0.051,11,47,5.129167,11.8,7,10,18,20,8.652174,NA,78.545455,87,16,61.370833,74.3,6
"657","2014-07-01",0.043941,0.053,8,49,5.430435,13.5,6,12,19,8,13.916667,NA,82.725,90.1,15,63.358333,77.5,4
"658","2014-07-01",0.043941,0.053,8,49,5.430435,13.5,6,12,19,8,13.916667,NA,82.909091,90,13,63.358333,77.5,4
"659","2014-07-02",0.038118,0.058,8,61,6.51,13.9,7,12,33,15,19.5,NA,84.2375,94.6,15,64.166667,78.4,23
"660","2014-07-02",0.038118,0.058,8,61,6.51,13.9,7,12,33,15,19.5,NA,84,95,15,64.166667,78.4,23
"661","2014-07-03",0.026706,0.043,9,40,11.3,23.3,6,22,24,13,13.666667,NA,78.583333,87.8,14,74.333333,88.9,23
"662","2014-07-03",0.026706,0.043,9,40,11.3,23.3,6,22,24,13,13.666667,NA,78.227273,88,14,74.333333,88.9,23
"663","2014-07-04",0.03,0.037,10,34,4.170833,12.9,21,11,129,20,20.083333,NA,73.120833,77.2,14,59.004167,91.3,0
"664","2014-07-04",0.03,0.037,10,34,4.170833,12.9,21,11,129,20,20.083333,NA,72.772727,79,14,59.004167,91.3,0
"665","2014-07-04",0.03,0.037,10,34,4.170833,12.9,21,11,66,22,11,NA,73.120833,77.2,14,59.004167,91.3,0
"666","2014-07-04",0.03,0.037,10,34,4.170833,12.9,21,11,66,22,11,NA,72.772727,79,14,59.004167,91.3,0
"667","2014-07-04",0.03,0.037,10,34,4.170833,12.9,21,11,129,20,20.083333,NA,73.120833,77.2,14,59.004167,91.3,0
"668","2014-07-04",0.03,0.037,10,34,4.170833,12.9,21,11,129,20,20.083333,NA,72.772727,79,14,59.004167,91.3,0
"669","2014-07-05",0.035765,0.044,11,41,3.4125,14.6,23,13,13,0,6.375,NA,72.583333,80.4,16,42.141667,61.8,5
"670","2014-07-05",0.035765,0.044,11,41,3.4125,14.6,23,13,13,0,6.375,NA,72.590909,81,16,42.141667,61.8,5
"671","2014-07-06",0.042706,0.052,9,48,5.520833,13,3,12,18,21,10.958333,NA,77.320833,85.6,17,48.15,71.2,5
"672","2014-07-06",0.042706,0.052,9,48,5.520833,13,3,12,18,21,10.958333,NA,77.090909,86,17,48.15,71.2,5
"673","2014-07-07",0.045471,0.059,10,64,7.995833,17.7,7,16,18,9,15.291667,NA,82.645833,90.5,16,50.216667,64.4,5
"674","2014-07-07",0.045471,0.059,10,64,7.995833,17.7,7,16,18,9,15.291667,NA,82.636364,91,17,50.216667,64.4,5
"675","2014-07-08",0.039353,0.056,9,54,7.683333,15.5,7,14,21,12,14,NA,81.633333,91.8,16,59.083333,87.2,20
"676","2014-07-08",0.039353,0.056,9,54,7.683333,15.5,7,14,21,12,14,NA,81.818182,92,13,59.083333,87.2,20
"677","2014-07-09",0.034647,0.045,11,42,10.72,23.9,8,22,17,11,8.5,NA,76.370833,85.1,13,74.595833,86.1,2
"678","2014-07-09",0.034647,0.045,11,42,10.72,23.9,8,22,17,11,8.5,NA,74.631579,85,15,74.595833,86.1,2
"679","2014-07-10",0.040235,0.054,11,50,10.521739,23.7,12,22,20,13,11.208333,NA,75.183333,82.6,13,77.95,88.2,22
"680","2014-07-10",0.040235,0.054,11,50,10.521739,23.7,12,22,20,13,11.208333,NA,74.909091,82,12,77.95,88.2,22
"681","2014-07-11",0.051235,0.066,11,87,9.3875,20.7,5,19,18,15,11,NA,76.095833,83.5,16,67.745833,88.2,4
"682","2014-07-11",0.051235,0.066,11,87,9.3875,20.7,5,19,18,15,11,NA,75.909091,84,14,67.745833,88.2,4
"683","2014-07-12",0.045235,0.056,11,54,3.966667,9.4,6,8,21,9,12.708333,NA,79.508333,86.5,14,67.070833,86.4,5
"684","2014-07-12",0.045235,0.056,11,54,3.966667,9.4,6,8,21,9,12.708333,NA,79.181818,87,15,67.070833,86.4,5
"685","2014-07-13",0.039882,0.052,9,48,3.2375,6.5,23,6,23,12,13.166667,NA,80.883333,90,16,68.6375,87.9,22
"686","2014-07-13",0.039882,0.052,9,48,3.2375,6.5,23,6,23,12,13.166667,NA,80.590909,90,16,68.6375,87.9,22
"687","2014-07-14",0.030647,0.059,8,64,11.104545,23.4,7,22,18,9,11.6,NA,79.366667,89.4,14,76.520833,88.3,4
"688","2014-07-14",0.030647,0.059,8,64,11.104545,23.4,7,22,18,9,11.6,NA,78.909091,91,14,76.520833,88.3,4
"689","2014-07-15",0.035353,0.044,9,41,9.9875,23,0,22,17,11,8.714286,NA,76.841667,85.3,12,79.891667,91.9,21
"690","2014-07-15",0.035353,0.044,9,41,9.9875,23,0,22,17,11,8.714286,NA,76.272727,86,12,79.891667,91.9,21
"691","2014-07-16",0.036353,0.047,10,44,4.995833,15.8,21,14,11,20,7.75,NA,73.65,77.2,14,58.583333,88.2,1
"692","2014-07-16",0.036353,0.047,10,44,4.995833,15.8,21,14,11,20,7.75,NA,73.5,77,11,58.583333,88.2,1
"693","2014-07-17",0.033294,0.05,12,46,7.808333,33.9,23,31,13,22,8.458333,NA,72.658333,78.4,16,51.625,67.7,5
"694","2014-07-17",0.033294,0.05,12,46,7.808333,33.9,23,31,13,22,8.458333,NA,72.111111,80,16,51.625,67.7,5
"695","2014-07-18",0.042471,0.058,11,61,16.004167,33.4,23,31,15,22,8.708333,NA,74.458333,80.6,15,46.841667,64.6,1
"696","2014-07-18",0.042471,0.058,11,61,16.004167,33.4,23,31,15,22,8.708333,NA,74.272727,82,16,46.841667,64.6,1
"697","2014-07-19",0.043706,0.056,10,54,8.4,22.2,6,21,13,0,7.625,NA,74.770833,78.6,13,55.320833,72,23
"698","2014-07-19",0.043706,0.056,10,54,8.4,22.2,6,21,13,0,7.625,NA,74.090909,79,13,55.320833,72,23
"699","2014-07-20",0.035176,0.044,9,41,4.670833,7.8,23,7,12,3,8.083333,NA,73.966667,78.1,16,73.079167,83.1,3
"700","2014-07-20",0.035176,0.044,9,41,4.670833,7.8,23,7,12,3,8.083333,NA,73.5,79,11,73.079167,83.1,3
"701","2014-07-21",0.037235,0.048,9,44,5.804167,13.4,7,12,11,14,6.25,NA,75.820833,81,14,68.079167,81,4
"702","2014-07-21",0.037235,0.048,9,44,5.804167,13.4,7,12,11,14,6.25,NA,75.545455,82,16,68.079167,81,4
"703","2014-07-22",0.033824,0.04,10,37,5.140909,16.2,6,15,17,9,7.190476,NA,78.429167,84.7,14,69.95,86,2
"704","2014-07-22",0.033824,0.04,10,37,5.140909,16.2,6,15,17,9,7.190476,NA,78.181818,85,14,69.95,86,2
"705","2014-07-23",0.042471,0.056,10,54,6.504167,14.3,6,13,16,13,10.083333,NA,81.958333,91,15,66.054167,85.7,4
"706","2014-07-23",0.042471,0.056,10,54,6.504167,14.3,6,13,16,13,10.083333,NA,82,92,15,66.054167,85.7,4
"707","2014-07-24",0.026824,0.034,12,31,6.658333,10.9,20,9,12,3,7.25,NA,74.4625,77,14,65.4125,82.6,4
"708","2014-07-24",0.026824,0.034,12,31,6.658333,10.9,20,9,12,3,7.25,NA,73.5,78,13,65.4125,82.6,4
"709","2014-07-25",0.039647,0.051,12,47,7.3125,18,20,17,12,22,4.833333,NA,73.054167,81.3,17,50.675,71.1,5
"710","2014-07-25",0.039647,0.051,12,47,7.3125,18,20,17,12,22,4.833333,NA,73.181818,82,16,50.675,71.1,5
"711","2014-07-26",0.046118,0.061,11,71,4.9,8.7,6,8,16,11,10.458333,NA,77.879167,86.2,16,61.2,79.7,23
"712","2014-07-26",0.046118,0.061,11,71,4.9,8.7,6,8,16,11,10.458333,NA,78,88,16,61.2,79.7,23
"713","2014-07-27",0.034176,0.04,10,37,3.920833,6.4,9,6,17,23,7.916667,NA,78.108333,84,14,72.6375,82.2,3
"714","2014-07-27",0.034176,0.04,10,37,3.920833,6.4,9,6,17,23,7.916667,NA,77.454545,86,15,72.6375,82.2,3
"715","2014-07-28",0.034353,0.043,8,40,3.741667,13.3,6,12,12,0,5.5,NA,76.691667,81,14,59.4375,83.4,5
"716","2014-07-28",0.034353,0.043,8,40,3.741667,13.3,6,12,12,0,5.5,NA,76.136364,81,14,59.4375,83.4,5
"717","2014-07-29",0.026824,0.034,12,31,4.172727,9,21,8,12,18,7.208333,NA,67.491667,72.3,15,55.791667,71.9,3
"718","2014-07-29",0.026824,0.034,12,31,4.172727,9,21,8,12,18,7.208333,NA,67.045455,73,16,55.791667,71.9,3
"719","2014-07-30",0.041353,0.053,11,49,7.3375,13.3,22,12,16,1,10,NA,70.070833,77.4,15,51.7875,71.7,5
"720","2014-07-30",0.041353,0.053,11,49,7.3375,13.3,22,12,16,1,10,NA,70.136364,78,15,51.7875,71.7,5
"721","2014-07-31",0.044471,0.057,10,58,8.45,20.5,7,19,19,20,14.75,NA,76.55,84.9,16,55.741667,77.1,5
"722","2014-07-31",0.044471,0.057,10,58,8.45,20.5,7,19,19,20,14.75,NA,76.5,85,16,55.741667,77.1,5
"723","2014-08-01",0.040647,0.047,11,44,6.858333,11.7,7,10,24,19,15.333333,NA,74.254167,77.4,12,68.5625,81,5
"724","2014-08-01",0.040647,0.047,11,44,6.858333,11.7,7,10,24,19,15.333333,NA,73.590909,78,13,68.5625,81,5
"725","2014-08-15",0.037294,0.051,11,47,8.491667,28.4,23,26,12,22,5.791667,NA,69.933333,77.2,16,38.88125,52.5,23
"726","2014-08-15",0.037294,0.051,11,47,8.491667,28.4,23,26,12,22,5.791667,NA,69.818182,78,16,38.88125,52.5,23
"727","2014-08-16",0.046706,0.062,10,74,10.645833,28.1,6,26,13,21,8.166667,NA,73.916667,81.1,16,43.908333,62.6,4
"728","2014-08-16",0.046706,0.062,10,74,10.645833,28.1,6,26,13,21,8.166667,NA,73.181818,82,16,43.908333,62.6,4
"729","2014-08-17",0.031647,0.046,10,43,8.066667,16.9,23,15,20,20,12.666667,NA,78.383333,85.3,16,56.3625,69.4,5
"730","2014-08-17",0.031647,0.046,10,43,8.066667,16.9,23,15,20,20,12.666667,NA,77.818182,85,14,56.3625,69.4,5
"731","2014-08-18",0.0306,0.038,9,35,11.718182,24.2,5,23,16,0,8.25,NA,75.283333,80.4,13,61.5125,75.2,23
"732","2014-08-18",0.0306,0.038,9,35,11.718182,24.2,5,23,16,0,8.25,NA,74.578947,80,12,61.5125,75.2,23
"733","2014-08-19",0.036294,0.042,13,39,9.075,22.5,8,21,11,10,7.958333,NA,75.595833,81,14,70.708333,82.5,5
"734","2014-08-19",0.036294,0.042,13,39,9.075,22.5,8,21,11,10,7.958333,NA,74.909091,81,13,70.708333,82.5,5
"735","2014-08-20",0.025882,0.05,9,46,14.7375,29.6,22,27,12,4,9.25,NA,75.391667,84.4,14,66.8375,82.9,22
"736","2014-08-20",0.025882,0.05,9,46,14.7375,29.6,22,27,12,4,9.25,NA,74.590909,84,13,66.8375,82.9,22
"737","2014-08-21",0.035824,0.05,10,46,14.033333,26.4,1,25,17,16,11.625,NA,76.875,86.5,14,72.183333,86.6,5
"738","2014-08-21",0.035824,0.05,10,46,14.033333,26.4,1,25,17,16,11.625,NA,76.545455,87,14,72.183333,86.6,5
"739","2014-08-22",0.029118,0.035,11,32,10.633333,24.5,15,23,23,15,12.333333,NA,75.154167,78.6,14,76.570833,84.1,22
"740","2014-08-22",0.029118,0.035,11,32,10.633333,24.5,15,23,23,15,12.333333,NA,74.454545,78,14,76.570833,84.1,22
"741","2014-08-23",0.016647,0.022,10,20,5.979167,13.1,6,12,7,10,4.333333,NA,69.620833,71.8,0,84.495833,90,15
"742","2014-08-23",0.016647,0.022,10,20,5.979167,13.1,6,12,7,10,4.333333,NA,68.5,70,2,84.495833,90,15
"743","2014-08-24",0.025412,0.041,11,38,8.679167,33.5,20,31,13,23,5.666667,NA,71.166667,77.2,16,66.15,87.9,5
"744","2014-08-24",0.025412,0.041,11,38,8.679167,33.5,20,31,13,23,5.666667,NA,70.636364,78,16,66.15,87.9,5
"745","2014-08-25",0.023706,0.042,8,39,15.136364,29.7,22,27,17,23,8,NA,72.558333,79.7,14,60.875,84.8,3
"746","2014-08-25",0.023706,0.042,8,39,15.136364,29.7,22,27,17,23,8,NA,72.181818,80,14,60.875,84.8,3
"747","2014-08-26",0.0285,0.055,10,51,14.931818,44.4,22,42,19,19,11.916667,NA,75.670833,84.2,15,58.320833,77.4,3
"748","2014-08-26",0.0285,0.055,10,51,14.931818,44.4,22,42,19,19,11.916667,NA,75.636364,84,13,58.320833,77.4,3
"749","2014-08-27",0.05,0.071,11,101,16.7,38.3,0,36,26,6,16.583333,NA,78.65,86.7,16,59.808333,82.8,4
"750","2014-08-27",0.05,0.071,11,101,16.7,38.3,0,36,26,6,16.583333,NA,78.333333,88,13,59.808333,82.8,4
"751","2014-08-28",0.035647,0.046,10,43,5.179167,11,22,10,18,2,9.833333,NA,76.333333,80.8,16,56.283333,78.5,5
"752","2014-08-28",0.035647,0.046,10,43,5.179167,11,22,10,18,2,9.833333,NA,75.727273,81,16,56.283333,78.5,5
"753","2014-08-29",0.038059,0.049,11,45,9.133333,16.3,6,15,10,7,6.727273,NA,70.479167,79.5,15,51.470833,70.2,23
"754","2014-08-29",0.038059,0.049,11,45,9.133333,16.3,6,15,10,7,6.727273,NA,70.318182,80,15,51.470833,70.2,23
"755","2014-08-30",0.036412,0.044,10,41,3.979167,8.8,6,8,17,16,8.291667,NA,75.120833,82.2,16,69.125,83.1,23
"756","2014-08-30",0.036412,0.044,10,41,3.979167,8.8,6,8,17,16,8.291667,NA,74.636364,82,17,69.125,83.1,23
"757","2014-08-31",0.028706,0.04,10,37,3.358333,7.9,20,7,16,5,10.458333,NA,79.670833,90,14,74.616667,88.5,3
