"","Date.Local","wdc.ozone.Mean","wdc.ozone.Max.Value","wdc.ozone.Max.Hour","wdc.ozone.AQI","wdc.nitrogen.Mean","wdc.nitrogen.Max.Value","wdc.nitrogen.Max.Hour","wdc.nitrogen.AQI","wdc.pm.Max.Value","wdc.pm.Max.Hour","wdc.pm.Mean","wdc.pm.AQI","wdc.temp.Mean","wdc.temp.Max.Value","wdc.temp.Max.Hour","wdc.rh.Mean","wdc.rh.Max.Value","wdc.rh.Max.Hour"
"1","2013-01-01",0.022235,0.026,9,24,13.829167,24.1,5,23,16,1,9.75,NA,41.875,44,14,48.2625,58.5,23
"2","2013-01-02",0.021,0.027,9,25,11.116667,29.6,20,27,21,8,14.083333,NA,34.541667,38,0,45.995833,58.6,0
"3","2013-01-03",0.010412,0.019,9,18,25.85,38.7,21,36,32,7,17.333333,NA,33.125,38,14,44.458333,51.6,21
"4","2013-01-04",0.025588,0.03,9,28,15.370833,37.5,0,35,22,1,12.333333,NA,37.333333,44,15,44.070833,51.6,0
"5","2013-01-05",0.018471,0.032,9,30,16.058333,44.9,19,42,26,19,12.458333,NA,38.958333,43,14,44.254167,62.9,23
"6","2013-01-06",0.027765,0.033,14,31,16.670833,32.9,8,30,22,8,12.625,NA,44.125,50,14,50.725,75.4,7
"7","2013-01-07",0.014588,0.03,9,28,14.725,44.6,22,42,29,22,13.333333,NA,42,45,0,48.166667,60.5,23
"8","2013-01-08",0.008647,0.02,9,19,31.670833,49.8,1,46,31,0,18.791667,NA,43.041667,53,16,56.720833,72.6,6
"9","2013-01-09",0.009529,0.026,22,24,33.230435,55.3,7,52,36,7,22.208333,NA,45.083333,53,23,65.8375,76.5,7
"10","2013-01-10",0.013412,0.026,8,24,17.170833,36.2,21,34,17,21,10,NA,48.583333,53,0,40.220833,49.4,23
"11","2013-01-11",0.004353,0.008,21,7,30.595833,42.7,6,40,28,8,19.916667,NA,42.875,46,12,69.9125,90.1,18
"12","2013-01-12",0.001765,0.005,7,5,19.870833,28.9,14,26,38,16,23.666667,NA,46.25,54,14,84.020833,91.6,6
"13","2013-01-13",0.000176,0.001,21,1,12.616667,17,0,16,21,0,11.208333,NA,48.291667,53,16,92.3375,93.2,23
"14","2013-01-14",0.019471,0.025,20,23,14.75,27,7,25,17,1,9.208333,NA,54.041667,60,4,70.858333,93.4,0
"15","2013-01-15",0.004706,0.009,7,8,15.345455,26.1,20,25,29,18,13.833333,NA,37.99,39.6,14,84.0875,87.4,7
"16","2013-02-07",0.022176,0.029,21,27,25.945833,38.2,7,36,29,8,18.041667,NA,35.166667,39,16,56.165217,67.5,22
"17","2013-02-08",0.020882,0.03,22,28,14.333333,27.6,7,25,25,15,12.208333,NA,37.375,41,14,75.283333,87.2,8
"18","2013-02-09",0.027176,0.037,10,34,7.116667,20.8,22,19,17,0,9.5,NA,34.666667,39,15,44.545833,53.4,7
"19","2013-02-10",0.027294,0.033,10,31,21.566667,43.6,7,41,18,1,11.333333,NA,36.083333,43,15,41.1,56.1,23
"20","2013-02-11",0.014765,0.03,23,28,19.304167,28.8,21,26,19,11,9.583333,NA,45.375,54,19,83.083333,90.4,11
"21","2013-02-12",0.022353,0.038,9,35,13.354167,47.7,19,44,16,9,7.458333,NA,49.458333,56,16,38.345833,54.1,23
"22","2013-02-13",0.011706,0.021,9,19,19.2,25.4,7,24,29,23,16.5,NA,38.375,45,13,65.833333,87.2,21
"23","2013-02-14",0.020882,0.032,10,30,18.895238,44.6,20,42,26,2,16.75,NA,40.791667,48,15,58.566667,86.2,1
"24","2013-02-15",0.027706,0.034,13,31,18.719048,37,10,35,20,8,11.291667,NA,45.375,58,14,59.016667,85.4,23
"25","2013-02-16",0.026882,0.028,20,26,10.308333,27.8,5,25,19,6,11.791667,NA,36.166667,38,10,68.170833,86.7,1
"26","2013-02-17",0.033588,0.036,8,33,5.208333,8.4,0,8,15,0,8.75,NA,28.875,32,0,42.679167,52.5,6
"27","2013-02-18",0.026941,0.033,8,31,11.266667,25.7,19,24,12,20,6.708333,NA,32,41,16,34.495833,45.8,7
"28","2013-02-19",0.025294,0.03,21,28,16.016667,22.8,10,21,16,17,8.916667,NA,41.166667,45,17,60.6875,81.4,15
"29","2013-02-20",0.027706,0.031,8,29,5.72,9.1,21,8,14,6,9.045455,NA,33.125,39,0,41.283333,45.8,1
"30","2013-02-21",0.024588,0.031,10,29,9.654167,22.2,23,21,16,14,10.416667,NA,30.666667,37,15,44.2375,50.2,6
"31","2013-02-22",0.009176,0.017,7,16,18.466667,27.2,21,25,15,20,10.416667,NA,31.916667,33,11,63.095833,87.3,23
"32","2013-02-23",0.015647,0.02,15,19,17.5625,27,6,25,18,0,10.041667,NA,39.041667,46,16,88.616667,90.7,6
"33","2013-02-24",0.034235,0.039,11,36,7.858333,17.5,4,16,22,7,14.833333,NA,42.416667,49,13,60.079167,87.7,3
"34","2013-02-25",0.012941,0.025,8,23,15.583333,44.5,23,42,20,23,11.291667,NA,38.458333,46,14,45.804348,57.8,6
"35","2013-02-27",0.024353,0.031,10,29,11.059091,36.2,23,34,9,22,4.708333,NA,48.461538,55,15,45.636364,50,23
"36","2013-02-28",0.027706,0.033,8,31,8.658333,33.7,0,31,10,7,5.583333,NA,43.625,48,0,50.491667,70.9,4
"37","2013-03-01",0.030471,0.033,10,31,6.418182,10.4,7,9,7,3,5,NA,40.958333,43,13,52.833333,59.3,7
"38","2013-03-02",0.030647,0.035,8,32,5.45,9,22,8,12,20,6.458333,NA,34.041667,36,0,54.5125,60.2,5
"39","2013-03-03",0.036118,0.039,9,36,5.308333,7.9,6,7,13,23,7.541667,NA,34.083333,39,15,49.458333,60.2,7
"40","2013-03-04",0.035471,0.039,9,36,7.058333,15.3,23,14,12,0,8.25,NA,35.125,42,16,42.191667,51.7,6
"41","2013-03-05",0.029941,0.034,8,31,15.916667,29.1,7,27,17,9,11.708333,NA,40.416667,49,14,38.6625,61.9,23
"42","2013-03-06",0.028,0.029,11,27,9.204167,13.7,9,12,20,1,7,NA,36,40,19,82.941667,91.2,4
"43","2013-03-07",0.032909,0.037,13,34,8.171429,14,6,13,10,16,5.375,NA,42.458333,47,13,49.841667,64.6,0
"44","2013-03-08",0.038765,0.042,9,39,5.629167,10,6,9,10,6,5.375,NA,42.5,48,17,48.070833,61,5
"45","2013-03-09",0.021471,0.043,10,40,15.254167,47,22,44,18,23,5.916667,NA,48,60,16,35.129167,52.2,6
"46","2013-03-10",0.040353,0.049,11,45,20.320833,43.7,3,41,27,2,12.166667,NA,49.916667,62,15,37.316667,68.3,23
"47","2013-03-11",0.034588,0.037,18,34,8.875,16.9,7,15,13,8,8.875,NA,51.958333,61,15,69.220833,84.1,6
"48","2013-03-12",0.028412,0.031,11,29,6.681818,14.2,6,13,12,23,6.75,NA,53.25,59,1,66.475,87.5,10
"49","2013-03-13",0.037471,0.04,13,37,9.428571,37.2,6,35,17,2,10.083333,NA,42.625,48,14,43.891667,55.5,5
"50","2013-03-14",0.037941,0.043,9,40,4.741667,10,23,9,9,21,4.875,NA,38.041667,44,15,36.5875,48.7,2
"51","2013-03-15",0.025824,0.042,10,39,18.7375,45.3,6,42,19,23,9.958333,NA,46.791667,57,16,35.145833,45.2,4
"52","2013-03-16",0.027353,0.038,9,35,19.5625,47,0,44,26,22,17.375,NA,48.25,58,13,54.645833,72.5,23
"53","2013-03-17",0.030647,0.033,11,31,7.770833,12.7,20,11,25,1,13.916667,NA,38.458333,40,9,61.041667,76.3,2
"54","2013-03-18",0.022647,0.027,7,25,11.820833,17.1,21,16,12,0,7.708333,NA,36.541667,38,0,70.6125,88.9,18
"55","2013-03-19",0.039882,0.046,16,43,8.366667,19.5,3,18,13,9,8.5,NA,46.5,58,15,52.425,87.9,2
"56","2013-03-20",0.037824,0.042,10,39,7.45,26.6,6,25,9,20,5.541667,NA,44.916667,51,15,25.454167,46,23
"57","2013-03-21",0.032882,0.035,8,32,6.359091,8.8,6,8,16,15,10.416667,NA,33.75,40,0,40.525,67.5,3
"58","2013-03-22",0.029941,0.038,10,35,8.870833,20.5,6,19,15,22,9.541667,NA,37.125,45,16,37.3,43.3,23
"59","2013-03-23",0.039176,0.047,11,44,9.804167,18.4,6,17,18,19,14.125,NA,42.083333,51,16,39.075,51,5
"60","2013-03-24",0.031412,0.036,12,33,10.0375,23.5,6,22,17,22,10.083333,NA,37.833333,42,13,52.791667,87.7,20
"61","2013-03-25",0.024,0.027,10,25,13.190476,23.7,6,22,19,21,11.583333,NA,34.958333,37,13,86.008333,90.5,5
"62","2013-03-26",0.036118,0.042,10,39,8.242105,15.8,6,14,18,1,9.291667,NA,41.916667,48,16,59.129167,86.1,0
"63","2013-03-27",0.036059,0.039,10,36,6.204762,10.9,6,9,10,7,7.416667,NA,43.333333,47,12,47.354167,58.6,6
"64","2013-03-28",0.032941,0.037,8,34,7.222727,17.4,6,16,14,8,8.083333,NA,43.708333,47,13,48.729167,54.2,2
"65","2013-03-29",0.024706,0.044,10,41,13.179167,46.3,23,43,16,23,8.173913,NA,47.916667,54,17,41.820833,55.8,1
"66","2013-03-30",0.044353,0.056,11,54,21.770833,43.1,6,41,20,0,14.333333,NA,50.541667,58,15,36.7375,55.8,6
"67","2013-03-31",0.030706,0.045,9,42,12.333333,29.9,7,27,23,21,14.625,NA,50.125,55,11,64.879167,86.7,14
"68","2013-04-01",0.041706,0.048,13,44,15.191667,35.9,7,33,27,5,15.125,NA,51.125,64,12,55.4625,89.7,6
"69","2013-04-02",0.041471,0.047,10,44,6.766667,13.1,6,12,10,1,7.333333,NA,42.666667,47,15,27.320833,35.5,6
"70","2013-04-03",0.040647,0.047,10,44,10.24,35.2,6,33,14,7,9.416667,NA,41.958333,49,15,29.395833,39.7,23
"71","2013-04-04",0.039941,0.043,14,40,13.966667,34.5,6,32,11,23,7.875,NA,40.041667,48,15,39.1625,83.2,23
"72","2013-04-05",0.048235,0.055,11,51,8.733333,18.6,7,17,23,18,13.958333,NA,50.5,64,16,48.079167,87,2
"73","2013-04-06",0.042824,0.045,10,42,6.3,12.7,19,11,12,14,8.75,NA,47.25,55,15,31.75,55.5,23
"74","2013-04-07",0.048353,0.054,10,50,6.404167,11.6,23,10,17,16,10.125,NA,55.583333,69,16,44.395833,67.8,5
"75","2013-04-08",0.042353,0.055,11,51,15.456522,41.2,6,39,19,7,14.75,NA,68.545455,79,14,39.065217,52,5
"76","2013-04-09",0.042059,0.055,10,51,16.166667,38.7,6,36,28,22,14.041667,NA,75.458333,84,15,39.458333,54.1,4
"77","2013-04-10",0.042647,0.049,10,45,16.691667,42.8,6,40,28,22,19.083333,NA,80.416667,90,14,36.225,49.6,5
"78","2013-04-11",0.046647,0.058,11,61,9.970833,29.3,6,27,20,8,14.916667,NA,71.166667,85,15,55.954167,83.6,23
"79","2013-04-12",0.015706,0.022,23,20,10.575,23.5,7,22,27,18,13.375,NA,59.458333,72,15,83.541667,91.9,6
"80","2013-04-13",0.038882,0.049,10,45,7.766667,22.6,5,21,20,23,11.875,NA,57.708333,69,17,47.6375,69.7,5
"81","2013-04-14",0.043941,0.049,10,45,6.6875,26.3,0,25,17,6,11.625,NA,57.708333,66,15,43.8375,66.5,0
"82","2013-04-15",0.038176,0.043,12,40,9.729167,27,6,25,17,1,12.375,NA,58,60,12,60.554167,76.9,7
"83","2013-04-16",0.038059,0.048,11,44,8.883333,24.8,8,23,15,13,12.125,NA,63.75,74,15,64.8625,76,6
"84","2013-04-17",0.035941,0.039,10,36,11.470833,29.3,7,27,24,7,14.791667,NA,67.208333,75,11,66.679167,84.5,5
"85","2013-04-18",0.034235,0.039,12,36,7.72381,22.2,6,21,26,7,14.75,NA,66.375,78,15,70.025,88.2,9
"86","2013-04-19",0.029353,0.034,22,31,5.525,12.9,6,11,20,16,9,NA,67.625,78,14,71.445833,86.7,6
"87","2013-04-20",0.042176,0.047,11,44,2.470833,7,19,7,11,19,7.083333,NA,52.916667,58,15,37.133333,72.8,0
"88","2013-04-21",0.039765,0.049,11,45,4.925,19.7,21,18,11,15,7.916667,NA,47.041667,53,14,35.991667,58,23
"89","2013-04-22",0.035647,0.04,8,37,6.4375,26,5,25,9,15,6.652174,NA,47.583333,54,15,54.4625,68.4,2
"90","2013-04-23",0.024647,0.036,11,33,9.666667,34.2,23,32,20,9,13,NA,51.833333,60,16,60.429167,74.5,7
"91","2013-04-24",0.038294,0.045,14,42,10.857143,28.4,0,26,17,8,13.625,NA,62.875,77,15,58.4375,83.7,3
"92","2013-04-25",0.040941,0.053,11,49,5.441667,17.1,19,16,9,5,7.285714,NA,54.916667,63,16,39.029167,52.2,1
"93","2013-04-26",0.036,0.058,11,61,14.3625,49.6,23,46,20,23,10.833333,NA,57.541667,64,15,38.370833,61.3,2
"94","2013-04-27",0.056,0.064,11,80,17.733333,45.6,0,42,23,7,14.25,NA,60.125,70,15,38.779167,58.6,5
"95","2013-04-28",0.057706,0.062,17,74,6.4125,12.1,5,11,18,2,11.375,NA,59.416667,67,11,45.479167,61.5,4
"96","2013-04-29",0.040588,0.043,13,40,8.354545,23.9,6,22,13,3,7.083333,NA,55.916667,59,11,85.9375,89.7,20
"97","2013-04-30",0.035176,0.04,9,37,6.914286,10.6,7,9,10,19,4.958333,NA,56.379167,58,13,82.591667,90.9,2
"98","2013-05-01",0.036882,0.052,11,48,9.129167,21.9,5,20,10,2,7.541667,NA,58.466667,67.8,15,48.704167,68.8,0
"99","2013-05-02",0.025941,0.039,11,36,11.445833,35.5,21,33,11,23,5.5,NA,57.15,66.2,16,59.079167,82.5,4
"100","2013-05-03",0.037,0.043,9,40,8.041667,21.8,3,20,10,0,7.458333,NA,55.85,64.6,12,56.3125,79.8,4
"101","2013-05-04",0.039,0.043,10,40,3.558333,7.4,20,7,10,12,6.875,NA,56.216667,65.3,16,55.158333,77.5,3
"102","2013-05-05",0.041235,0.05,10,46,3.15,8.9,21,8,13,15,9.833333,NA,52.758333,60.6,16,59.3125,75.8,23
"103","2013-05-06",0.027176,0.029,14,27,5.709091,13.6,6,12,15,10,10.083333,NA,55.383333,62.1,15,80.333333,89.2,23
"104","2013-05-07",0.025647,0.03,20,28,4.316667,7.5,9,7,16,20,6.208333,NA,60.133333,63.1,16,88.195833,91.9,2
"105","2013-05-08",0.030588,0.041,10,38,8.570833,16.4,22,15,16,9,9.5,NA,61.195833,70.3,14,75.908333,88.1,1
"106","2013-05-09",0.020412,0.039,12,36,14.3375,36.2,22,34,22,22,13,NA,63.804167,72.9,14,71.775,87,2
"107","2013-05-10",0.042412,0.054,11,50,14.770833,39.9,8,37,34,8,15.5,NA,71.454167,83.5,15,61.541667,88.7,3
"108","2013-05-11",0.030529,0.038,11,35,8.841667,20.9,22,19,19,8,13.208333,NA,68.095833,76.1,13,76.341667,88.5,0
"109","2013-05-12",0.038176,0.044,8,41,2,7,0,7,14,0,7.75,NA,59.575,64.9,0,42.6125,75.6,0
"110","2013-05-13",0.036294,0.045,10,42,6.190909,15.3,6,14,12,21,6.5,NA,53.370833,58.1,15,31.933333,43.3,3
"111","2013-05-14",0.042882,0.051,11,47,9.929167,20.9,5,19,12,22,8.875,NA,54.045833,62.2,16,39.916667,59.8,5
"112","2013-05-15",0.039706,0.057,12,58,15.375,32.1,21,30,24,21,15.583333,NA,69.829167,85.1,16,50.204167,60.3,4
"113","2013-05-16",0.049647,0.056,9,54,14.254167,44.2,6,42,22,0,15.708333,NA,76.0375,81.1,11,48.670833,61.6,1
"114","2013-05-17",0.054529,0.066,11,87,8.9375,17.5,6,16,23,5,12.416667,NA,72.983333,82.2,14,42.7875,69.6,4
"115","2013-05-18",0.038941,0.043,7,40,5.220833,7.5,11,7,11,0,7.5,NA,62.3875,65.8,0,72.370833,86.7,23
"116","2013-05-19",0.025882,0.031,11,29,4.679167,11.3,23,10,19,14,11.125,NA,65.425,73.6,16,84.683333,92.6,7
"117","2013-05-20",0.029235,0.038,12,35,6.881818,12.9,7,11,17,1,12.416667,NA,72.716667,80.6,16,74.629167,86.4,1
"118","2013-05-21",0.031824,0.042,12,39,8.3375,15.4,9,14,22,22,14.958333,NA,74.4625,81.7,16,73.708333,87.7,3
"119","2013-05-22",0.040647,0.05,11,46,7.170833,13.6,6,12,26,9,20.083333,NA,77.495833,85.3,14,69.866667,87.2,4
"120","2013-05-23",0.033647,0.038,9,35,6.458333,13.3,0,12,12,10,9.333333,NA,73.220833,80.2,15,72.895833,85.3,22
"121","2013-05-24",0.027412,0.031,15,29,3.170833,6.4,3,6,12,3,6.5,NA,57.3125,65.3,0,62.666667,85.2,2
"122","2013-05-25",0.036706,0.04,11,37,2.0875,5.2,23,5,12,16,7.166667,NA,55.4875,64.6,17,41.629167,57.8,5
"123","2013-05-26",0.039,0.048,12,44,3.245833,10,20,9,12,22,6.5,NA,61.408333,70.7,17,35.458333,52.6,4
"124","2013-05-27",0.033471,0.051,11,47,7.2125,26.7,23,25,14,20,8.375,NA,64.395833,70.9,14,38.520833,49,23
"125","2013-05-28",0.036059,0.049,10,45,17.036364,35.8,1,33,23,17,17.125,NA,69.458333,81.7,15,64.7,82,20
"126","2013-05-29",0.043824,0.058,11,61,11.375,20.4,7,19,28,10,20,NA,78.779167,87.4,17,59.845833,82.6,1
"127","2013-05-30",0.042706,0.06,10,67,12.466667,26.3,8,25,22,8,16.541667,NA,81.541667,89.8,13,52.983333,66.9,5
"128","2013-05-31",0.037412,0.052,10,48,10.433333,23.5,6,22,23,8,14.166667,NA,81.345833,88.9,14,51.316667,69.8,4
"129","2013-06-01",0.035,0.049,9,45,5.9375,9.4,5,8,19,3,12.333333,NA,81.683333,89.6,14,53.0625,69.6,4
"130","2013-06-02",0.025765,0.034,8,31,4.679167,13.8,20,12,16,10,9.958333,NA,77.366667,83.5,12,65.358333,85.2,20
"131","2013-06-03",0.036765,0.046,8,43,6.195455,17.6,7,16,20,21,11.125,NA,73.104167,79,13,68.904167,86.5,3
"132","2013-06-04",0.033706,0.053,11,49,7.32,28.2,22,26,12,21,7.25,NA,68.095833,73.8,16,42.833333,63.6,3
"133","2013-06-05",0.058529,0.066,11,87,14.21,34.8,1,32,17,5,11.5,NA,70.375,77.5,16,49.8125,69.2,4
"134","2013-06-06",0.034588,0.043,8,40,6.7,20,6,19,11,13,7.291667,NA,68.404167,73.8,15,67.8125,90,23
"135","2013-06-07",0.012529,0.02,23,19,10.2625,21,9,20,13,21,5.916667,NA,68.883333,70.7,18,89.141667,92.4,3
"136","2013-06-08",0.035765,0.051,11,47,6.3,25,20,24,26,23,13.416667,NA,72.075,78.8,16,63.0125,84.7,0
"137","2013-06-09",0.041294,0.051,11,47,7.266667,25.6,0,24,27,0,16.333333,NA,73.695833,79.3,16,65.141667,76.1,23
"138","2013-06-10",0.021333,0.025,18,23,7.917647,19.2,5,18,18,17,10.958333,NA,72.975,78.3,12,85.504167,91.5,4
"139","2013-06-11",0.038706,0.048,10,44,6.919048,16.9,6,15,16,21,9.458333,NA,75.4875,81.7,14,64.15,89.2,3
"140","2013-06-12",0.047364,0.057,13,58,10.43125,20.5,6,19,30,23,17.125,NA,80.166667,87.3,15,54.879167,68,23
"141","2013-06-13",0.038941,0.044,12,41,7.904167,17.7,3,16,36,0,14,NA,75.775,86.2,13,66.279167,82.2,7
"142","2013-06-14",0.037471,0.044,10,41,3.645833,7.9,20,7,13,21,7.166667,NA,69.508333,77.5,17,53.254167,78.1,6
"143","2013-06-15",0.032765,0.055,12,51,8.575,44.4,22,42,27,23,13.708333,NA,73.554167,80.6,14,48.791667,69.7,4
"144","2013-06-16",0.038882,0.047,10,44,11.758333,42.2,0,40,25,1,17.625,NA,76.966667,84.4,12,55.35,68.5,5
"145","2013-06-17",0.040824,0.056,9,54,10.038095,20.3,8,19,26,21,15.416667,NA,79.4,84.7,15,59.766667,73.7,23
"146","2013-06-18",0.027647,0.031,12,29,11.0375,18.3,22,17,24,1,14.75,NA,72.120833,77.4,0,80.095833,86.4,13
"147","2013-06-19",0.030647,0.045,12,42,9.728571,36.8,23,34,19,14,11.416667,NA,70.291667,75.4,17,65.2125,80.4,0
"148","2013-06-20",0.043176,0.052,10,48,7.479167,30.1,0,28,13,4,10.25,NA,71.875,78.4,15,57.870833,84.3,4
"149","2013-06-21",0.041647,0.058,11,61,10.191667,30.3,4,28,16,5,10.863636,NA,73.1625,80.6,16,47.395833,75.3,23
"150","2013-06-22",0.034706,0.047,9,44,4.85,10,6,9,15,18,7.333333,NA,76.55,85.1,16,60.229167,82,4
"151","2013-06-23",0.024941,0.039,11,36,6.175,12.9,22,11,13,4,7.083333,NA,76.491667,83.8,18,72.908333,89.9,9
"152","2013-06-24",0.037533,0.061,9,71,9.455,16.9,7,15,22,15,12.208333,NA,80.083333,89.4,13,65.35,85,5
"153","2013-06-25",0.043176,0.057,9,58,8.7875,24.2,7,23,24,19,14.291667,NA,82.304167,91.4,16,59.204167,80.3,4
"154","2013-06-26",0.039706,0.065,9,84,8.904762,20.7,6,19,19,13,11.833333,NA,79.65,88.9,13,63.166667,83.8,20
"155","2013-06-27",0.027176,0.034,10,31,7.154167,12.8,7,11,25,12,11.875,NA,75.570833,81.5,11,77.966667,87.4,5
"156","2013-06-28",0.029176,0.046,9,43,10.404167,18.3,21,17,13,18,9.521739,NA,76.1375,86,13,74.270833,90.1,17
"157","2013-06-29",0.043059,0.061,10,71,7.3375,19,5,18,16,6,10.041667,NA,78.875,86,16,61.008333,89.1,5
"158","2013-06-30",0.028471,0.038,9,35,4.7,9.2,20,8,21,7,14.166667,NA,78.2125,83.8,13,78.370833,88.5,18
"159","2013-07-01",0.023118,0.029,11,27,4.438095,8.1,6,8,10,9,6.083333,NA,77.0625,82.4,15,76.2625,88.5,10
"160","2013-07-02",0.016882,0.025,9,23,4.491667,9.3,6,8,13,13,7.666667,NA,76.525,80.6,12,79.470833,83.7,14
"161","2013-07-03",0.016706,0.025,11,23,4.925,9.4,8,8,13,0,8.875,NA,78.054167,84.6,13,77.220833,89.3,7
"162","2013-07-04",0.013588,0.02,11,19,3.091667,7.6,21,7,99,20,19.208333,NA,81.129167,87.6,16,69.170833,86.7,1
"163","2013-07-05",0.017588,0.025,10,23,4.2625,6.4,22,6,36,21,10.916667,NA,82.220833,87.8,14,66.133333,81.4,5
"164","2013-07-06",0.023941,0.032,8,30,3.833333,7,23,7,14,3,9.041667,NA,84.145833,90.3,14,62.104167,81.6,4
"165","2013-07-07",0.024882,0.029,8,27,3.104167,5.9,22,5,11,0,7.541667,NA,80.7625,88.7,13,66.704167,80.6,20
"166","2013-07-08",0.036529,0.049,11,45,7.1875,12.7,22,11,21,20,9.666667,NA,78.879167,85.1,17,64.904167,82.7,1
"167","2013-07-09",0.032529,0.046,12,43,11.85,24.7,10,23,26,20,17.583333,NA,80.295833,84.4,16,67.608333,80.2,4
"168","2013-07-10",0.034529,0.045,12,42,8.385714,14,7,13,20,1,13.958333,NA,80.3125,87.4,15,73.5625,82.9,5
"169","2013-07-11",0.046588,0.055,11,51,5.725,12.8,6,11,20,17,11,NA,78.2625,83.3,15,70.679167,84.2,5
"170","2013-07-12",0.026412,0.029,12,27,7.7125,14.8,11,13,21,10,12.583333,NA,70.620833,72.5,14,83.379167,88.6,1
"171","2013-07-13",0.023353,0.044,8,41,4.904167,14.2,21,13,18,3,9.791667,NA,76.579167,84.2,15,75.254167,88.2,2
"172","2013-07-14",0.014941,0.022,10,20,3.341667,8.5,1,8,18,4,10.958333,NA,81.675,88.2,15,68.408333,90.2,1
"173","2013-07-15",0.041176,0.055,12,51,5.614286,11.2,7,10,29,14,14.125,NA,84.783333,91.4,14,60.408333,80.2,1
"174","2013-07-16",0.043882,0.062,11,74,7.816667,24.6,22,23,25,15,17.833333,NA,86.4125,91.6,15,54.570833,72.1,4
"175","2013-07-17",0.052235,0.066,11,87,7.283333,24.2,22,23,31,20,20.333333,NA,86.7625,93.2,16,54.104167,70,6
"176","2013-07-18",0.044588,0.068,11,93,10.029167,21.2,21,20,30,1,24,NA,87.058333,94.1,13,61.85,74.7,21
"177","2013-07-19",0.043882,0.064,9,80,7.579167,18.5,7,17,34,1,26.166667,NA,88.241667,93.7,15,58.1625,71.2,4
"178","2013-07-20",0.039706,0.048,11,44,4.579167,8.3,5,8,24,4,15.833333,NA,85.516667,92.5,16,60.329167,77,5
"179","2013-07-21",0.037588,0.054,9,50,4.5375,12.1,19,11,18,13,11.916667,NA,81.7625,88.7,13,62.916667,79.8,20
"180","2013-07-22",0.037765,0.046,8,43,6.904762,17.4,7,16,19,19,11.958333,NA,81.391667,88,14,67.15,81.8,3
"181","2013-07-23",0.039647,0.048,11,44,6.491667,18.7,23,17,16,20,8.416667,NA,80.1125,84.7,16,65.183333,88,3
"182","2013-07-24",0.035235,0.046,10,43,4.683333,10.7,0,9,19,0,10,NA,78.125,82,16,56.025,63.6,2
"183","2013-07-25",0.033176,0.045,12,42,5.275,11.4,21,10,17,18,7.5,NA,70.6625,78.4,16,55.270833,68.8,23
"184","2013-07-26",0.046176,0.06,11,67,6.745833,12.5,5,11,16,0,11.125,NA,74.854167,82.6,16,55.7625,77.7,3
"185","2013-07-27",0.037529,0.047,9,44,6.095833,12.3,18,11,25,6,15.333333,NA,75.383333,83.8,14,71.245833,83.8,23
"186","2013-07-28",0.035647,0.045,11,42,5.108333,10.5,19,9,21,6,14.916667,NA,76.533333,82.6,15,69.0875,79.3,6
"187","2013-07-29",0.039647,0.048,11,44,3.663636,10.2,6,9,32,21,10.75,NA,74.095833,79.5,16,50.791667,73.2,2
"188","2013-07-30",0.043235,0.057,11,58,3.016667,9.7,22,8,22,22,14.208333,NA,74.908333,81,16,50.254167,66.3,5
"189","2013-07-31",0.041824,0.052,9,48,3.858333,12.7,7,11,29,3,19.304348,NA,74.991667,79.7,13,65.641667,84.6,23
"190","2013-08-01",0.024353,0.037,11,34,4.104167,7.8,9,7,19,6,12.458333,NA,73.545833,78.4,12,87.241667,91,4
"191","2013-08-05",0.033353,0.045,11,42,3.066667,8.8,21,8,16,22,7.583333,NA,76.925,79.5,16,42.284615,58.4,23
"192","2013-08-06",0.028647,0.031,12,29,2.847619,7,7,7,19,23,11.875,NA,70.55,72,14,75.45,84.5,9
"193","2013-08-07",0.033882,0.042,12,39,3.485,7.3,18,7,17,5,14.458333,NA,76.241667,83.1,15,71.9625,84.2,5
"194","2013-08-08",0.028,0.038,10,35,5.338095,9.5,6,8,18,13,12.875,NA,79.545833,84,12,72.5625,81.8,5
"195","2013-08-09",0.035882,0.039,10,36,4.741667,11,7,10,20,8,13.166667,NA,82.875,89.6,14,67.685714,82.7,3
"196","2013-08-10",0.036235,0.049,11,45,5.679167,21.2,21,20,22,22,11.25,NA,78.904167,83.5,16,57.391667,72.7,5
"197","2013-08-11",0.038824,0.051,10,47,5.925,13.1,7,12,19,11,13.541667,NA,78.520833,83.1,16,61.491667,74.5,6
"198","2013-08-12",0.050353,0.059,11,64,7.07619,17.5,3,16,27,19,18.75,NA,80.2625,86.2,16,63.1625,80.1,6
"199","2013-08-13",0.035545,0.044,13,41,5.926316,17.8,6,16,27,0,14.583333,NA,77.816667,84,16,70.933333,85.9,20
"200","2013-08-14",0.0236,0.032,9,30,3.785,8,21,8,11,0,5.375,NA,66.1875,70.9,0,55.425,68.4,0
"201","2013-08-15",0.033294,0.048,11,44,7.183333,14.3,5,13,9,18,5.791667,NA,58.270833,77.4,16,54.005556,68.6,3
"202","2013-08-16",0.033529,0.058,11,61,15.516667,42.1,21,40,17,20,9.958333,NA,70.654167,76.8,15,51.929167,75.5,4
"203","2013-08-17",0.047059,0.06,10,67,11.804167,36.1,1,34,22,4,11.833333,NA,71.4375,77.5,15,57.2125,76.2,4
