"","Date.Local","dal.ozone.Mean","dal.ozone.Max.Value","dal.ozone.Max.Hour","dal.ozone.AQI","dal.nitrogen.Mean","dal.nitrogen.Max.Value","dal.nitrogen.Max.Hour","dal.nitrogen.AQI","dal.pm.Max.Value","dal.pm.Max.Hour","dal.pm.Mean","dal.pm.AQI","dal.temp.Mean","dal.temp.Max.Value","dal.temp.Max.Hour","dal.rh.Mean","dal.rh.Max.Value","dal.rh.Max.Hour"
"580","2008-06-11",0.020412,0.025,13,23,6.25,13,5,12,5.8,0,5.8,24,84.208333,93,14,55.833333,86,5
"581","2008-06-11",0.020412,0.025,13,23,6.25,13,5,12,6.4,0,6.4,27,84.208333,93,14,55.833333,86,5
"582","2008-06-12",0.022824,0.027,12,25,5.291667,13,20,12,6.1,0,6.1,25,85.625,94,15,53.083333,76,6
"583","2008-06-13",0.0215,0.024,10,22,5.1875,9,6,8,8.6,0,8.6,36,83.875,93,14,59.75,76,4
"584","2008-06-16",0.034308,0.037,15,34,4.818182,6,15,6,11.7,0,11.7,49,91.181818,96,14,43.181818,66,22
"585","2008-06-17",0.019294,0.028,8,26,13.083333,21,17,20,8.5,0,8.5,35,77.416667,82,9,70.708333,84,11
"586","2008-06-17",0.019294,0.028,8,26,13.083333,21,17,20,8.4,0,8.4,35,77.416667,82,9,70.708333,84,11
"587","2008-06-18",0.047882,0.06,11,67,17.384615,27,6,25,15.6,0,15.6,58,81.208333,90,14,66.125,88,0
"588","2008-06-19",0.041706,0.056,12,54,9.642857,19,10,18,13.2,0,13.2,53,80.458333,88,15,64.541667,89,8
"589","2008-06-20",0.048471,0.062,11,74,13.458333,31,7,29,8.9,0,8.9,37,85.333333,94,14,53,84,4
"590","2008-06-21",0.037176,0.053,12,49,7.666667,17,23,16,9,0,9,38,85.125,91,14,46,74,5
"591","2008-06-22",0.041235,0.06,11,67,41,41,0,39,10.2,0,10.2,43,84.666667,93,14,43.166667,73,5
"592","2008-06-24",0.029235,0.038,11,35,7.125,10,22,9,11.9,0,11.9,50,83.458333,92,14,53.166667,73,6
"593","2008-06-25",0.021647,0.031,12,29,6.55,11,5,10,15.3,0,15.3,58,84.375,97,16,57.25,86,22
"594","2008-06-26",0.020882,0.028,11,26,6.958333,13,22,12,12.3,0,12.3,51,84.375,95,15,56.666667,79,3
"595","2008-06-27",0.025471,0.031,11,29,6.208333,14,20,13,8.7,0,8.7,36,87.291667,97,16,50,79,4
"596","2008-06-28",0.029706,0.032,11,30,4.5,9,21,8,7.4,0,7.4,31,85.666667,97,15,53.166667,72,21
"597","2008-06-29",0.035176,0.048,11,44,5.409091,9,6,8,5.8,0,5.8,24,80.875,90,17,55.291667,81,3
"598","2008-06-29",0.035176,0.048,11,44,5.409091,9,6,8,6.6,0,6.6,28,80.875,90,17,55.291667,81,3
"599","2008-06-30",0.040294,0.061,9,71,16.666667,31,7,29,9.7,0,9.7,40,82.75,91,14,43.875,65,5
"600","2008-07-01",0.045118,0.064,10,80,14.166667,36,5,34,12.1,0,12.1,51,83.666667,93,14,42.583333,65,4
"601","2008-07-02",0.042882,0.058,11,61,13.583333,33,5,31,16.4,0,16.4,60,84.5,95,16,42.458333,62,4
"602","2008-07-03",0.028118,0.035,10,32,11.833333,27,5,25,13.1,0,13.1,53,86.375,96,15,45.25,72,5
"603","2008-07-04",0.029529,0.041,9,38,6.166667,12,1,11,11.1,0,11.1,46,86.666667,95,17,45.625,67,4
"604","2008-07-05",0.023,0.03,11,28,4.125,11,6,10,11.7,0,11.7,49,86.75,97,16,46.083333,73,5
"605","2008-07-05",0.023,0.03,11,28,4.125,11,6,10,11.5,0,11.5,48,86.75,97,16,46.083333,73,5
"606","2008-07-06",0.019824,0.026,8,24,5.227273,11,5,10,14.4,0,14.4,56,86.416667,95,17,44.25,71,5
"607","2008-07-07",0.021059,0.027,11,25,4,4,0,4,12.7,0,12.7,52,87.583333,96,15,46.75,71,5
"608","2008-07-09",0.024882,0.032,10,30,6.5,9,20,8,7.7,0,7.7,32,86.291667,95,14,54.041667,82,2
"609","2008-07-10",0.024706,0.03,11,28,9.75,23,5,22,9.1,0,9.1,38,88.083333,96,15,48.166667,75,5
"610","2008-07-11",0.023882,0.031,12,29,7.208333,13,5,12,10.5,0,10.5,44,88.458333,96,14,43.75,61,5
"611","2008-07-11",0.023882,0.031,12,29,7.208333,13,5,12,10.9,0,10.9,45,88.458333,96,14,43.75,61,5
"612","2008-07-12",0.026588,0.033,12,31,6.125,17,21,16,11.5,0,11.5,48,89.708333,99,14,39.958333,68,5
"613","2008-07-13",0.037765,0.051,10,47,4.5,7,5,7,16.5,0,16.5,60,87.333333,96,14,51.75,67,6
"614","2008-07-14",0.04,0.054,10,50,8.166667,16,23,15,14.1,0,14.1,55,85.583333,93,14,56.916667,74,5
"615","2008-07-15",0.028235,0.049,10,45,12.875,32,23,30,11.4,0,11.4,48,81.375,92,15,70.541667,90,19
"616","2008-07-16",0.040059,0.048,11,44,16.791667,33,6,31,13.9,0,13.9,55,84.541667,93,14,58.25,86,4
"617","2008-07-17",0.038882,0.058,11,61,16.125,34,6,32,18.3,0,18.3,64,87.458333,96,14,43.25,66,6
"618","2008-07-17",0.038882,0.058,11,61,16.125,34,6,32,18.2,0,18.2,64,87.458333,96,14,43.25,66,6
"619","2008-07-18",0.036765,0.047,11,44,13.833333,25,21,24,14,0,14,55,87.625,96,13,43.125,73,5
"620","2008-07-19",0.037941,0.045,11,42,8.75,22,6,21,12.5,0,12.5,52,87.666667,96,15,44.166667,68,5
"621","2008-07-20",0.032647,0.045,11,42,8.045455,19,23,18,12.1,0,12.1,51,88.958333,98,16,44.791667,70,5
"622","2008-07-21",0.030294,0.043,12,40,15.041667,30,5,28,13.4,0,13.4,54,90.041667,99,15,41.25,58,3
"623","2008-07-22",0.041059,0.056,11,54,14.5,37,6,35,21.5,0,21.5,71,90.75,99,14,41.625,61,5
"624","2008-07-23",0.029412,0.041,13,38,9.666667,22,5,21,7,0,7,29,88.333333,97,15,49.916667,71,5
"625","2008-07-23",0.029412,0.041,13,38,9.666667,22,5,21,7.2,0,7.2,30,88.333333,97,15,49.916667,71,5
"626","2008-07-24",0.021118,0.029,12,27,8.5,17,5,16,8.8,0,8.8,37,86.416667,95,15,54.083333,76,5
"627","2008-07-25",0.016059,0.024,11,22,10.208333,30,22,28,21.5,0,21.5,71,88.083333,97,15,49.75,78,4
"628","2008-07-25",0.016059,0.024,11,22,10.208333,30,22,28,21.5,0,21.5,71,88.083333,97,15,49.75,78,4
"629","2008-07-26",0.021412,0.031,11,29,9.875,24,21,23,24.3,0,24.3,77,89.916667,100,16,42.041667,71,5
"630","2008-07-26",0.021412,0.031,11,29,9.875,24,21,23,24.3,0,24.3,77,89.916667,100,16,42.041667,71,5
"631","2008-07-27",0.019588,0.027,9,25,8.363636,20,20,19,33.7,0,33.7,96,91.5,102,15,30.458333,58,6
"632","2008-07-27",0.019588,0.027,9,25,8.363636,20,20,19,33.7,0,33.7,96,91.5,102,15,30.458333,58,6
"633","2008-07-28",0.029667,0.032,9,30,12.2,23,7,22,14.7,0,14.7,56,91.958333,102,16,35.708333,56,5
"634","2008-08-15",0.0323,0.042,14,39,6.555556,9,14,8,7.4,0,7.4,31,77.541667,86,15,69.25,91,8
"635","2008-08-16",0.033824,0.039,11,36,4.904762,9,7,8,10.7,0,10.7,45,76.708333,83,15,67,84,4
"636","2008-08-16",0.033824,0.039,11,36,4.904762,9,7,8,10.2,0,10.2,43,76.708333,83,15,67,84,4
"637","2008-08-17",0.041588,0.049,11,45,3.954545,6,0,6,16.6,0,16.6,60,80.333333,87,15,58.291667,77,6
"638","2008-08-18",0.024,0.028,11,26,10.291667,17,10,16,23.3,0,23.3,75,76.208333,80,0,80.166667,89,11
"639","2008-08-21",0.034353,0.058,12,61,18.541667,32,8,30,9.4,0,9.4,39,80.083333,91,15,69.25,92,3
"640","2008-08-22",0.019647,0.029,10,27,8.541667,17,21,16,11,0,11,46,85.5,95,15,62.375,87,1
"641","2008-08-22",0.019647,0.029,10,27,8.541667,17,21,16,10.2,0,10.2,43,85.5,95,15,62.375,87,1
"642","2008-08-23",0.037588,0.053,11,49,9.625,20,2,19,8,0,8,33,84.458333,95,16,57.291667,82,4
"643","2008-08-24",0.034118,0.043,9,40,7.136364,17,5,16,10.5,0,10.5,44,84.125,93,16,54.791667,79,3
"644","2008-08-25",0.039647,0.049,10,45,7.958333,20,6,19,17.1,0,17.1,62,84.75,92,15,55.833333,81,5
"645","2008-08-26",0.034941,0.052,11,48,10.291667,25,7,24,17.8,0,17.8,63,84.833333,92,14,56.25,75,5
"646","2008-08-27",0.031882,0.046,10,43,13.5,25,5,24,17.2,0,17.2,62,85.875,95,16,57.541667,81,5
"647","2008-08-28",0.022412,0.03,11,28,11.041667,21,6,20,11.5,0,11.5,48,87.458333,96,15,50.5,75,5
"648","2008-08-28",0.022412,0.03,11,28,11.041667,21,6,20,12.4,0,12.4,52,87.458333,96,15,50.5,75,5
"649","2008-08-29",0.021765,0.039,11,36,17.416667,32,23,30,13.7,0,13.7,54,85.833333,92,12,57.125,75,5
"650","2008-08-30",0.041765,0.05,10,46,14.166667,32,0,30,21,0,21,70,86.5,94,14,57.208333,80,6
"651","2008-08-31",0.043,0.048,15,44,5.363636,18,0,17,19.7,0,19.7,67,85.416667,92,14,54.75,75,6
"652","2008-09-01",0.021235,0.029,7,27,4.208333,12,6,11,16,0,16,59,85.208333,93,14,55.041667,78,6
"653","2008-09-02",0.019824,0.022,13,20,3.75,7,6,7,5.7,0,5.7,24,83.416667,89,13,59.583333,73,6
"654","2008-09-03",0.017647,0.02,13,19,4.875,8,6,8,4.8,0,4.8,20,74.166667,80,0,68.708333,89,3
"655","2008-09-03",0.017647,0.02,13,19,4.875,8,6,8,5.1,0,5.1,21,74.166667,80,0,68.708333,89,3
"656","2008-09-04",0.029353,0.037,11,34,7.25,15,19,14,3.9,0,3.9,16,76.416667,86,16,56.5,75,6
"657","2008-09-05",0.037235,0.053,11,49,8.208333,15,6,14,6.8,0,6.8,28,79.166667,89,16,53.541667,73,3
"658","2008-09-06",0.037294,0.042,11,39,7.75,16,6,15,8.7,0,8.7,36,78.833333,90,15,57.375,86,5
"659","2008-09-07",0.041765,0.053,10,49,7.55,14,5,13,10.3,0,10.3,43,80.375,91,15,53.75,80,5
"660","2008-09-08",0.030235,0.047,9,44,16.583333,35,7,33,16.4,0,16.4,60,78.625,87,14,66.25,84,20
"661","2008-09-09",0.013118,0.015,9,14,13.833333,23,7,22,10.4,0,10.4,43,75.875,78,16,80.625,91,13
"662","2008-09-09",0.013118,0.015,9,14,13.833333,23,7,22,10.8,0,10.8,45,75.875,78,16,80.625,91,13
"663","2008-09-11",0.025529,0.033,10,31,8.791667,15,6,14,19.1,0,19.1,66,83.291667,91,14,65.375,84,0
"664","2008-09-12",0.023588,0.032,11,30,8.5,19,6,18,10.6,0,10.6,44,83.625,89,11,61.833333,75,23
"665","2008-09-15",0.021471,0.031,11,29,10.041667,22,20,21,3.7,0,3.7,15,69.708333,78,15,42.458333,74,6
"666","2008-09-16",0.023176,0.037,11,34,15.75,31,7,29,6.2,0,6.2,26,69.416667,80,17,42.458333,74,6
"667","2008-09-17",0.031,0.045,11,42,19.333333,37,0,35,11.7,0,11.7,49,70.666667,80,16,52.791667,75,6
"668","2008-09-18",0.029882,0.04,11,37,18.583333,37,3,35,18.5,0,18.5,64,70.125,76,16,60.708333,74,3
"669","2008-09-19",0.027765,0.058,11,61,24.833333,56,21,53,22,0,22,72,72.958333,82,15,58,85,6
"670","2008-09-20",0.035353,0.059,11,64,23.333333,47,0,44,28,0,28,84,76.291667,85,14,57.041667,84,5
"671","2008-09-21",0.034765,0.046,10,43,9.090909,39,0,37,23.7,0,23.7,75,78.041667,87,15,57.375,80,6
"672","2008-09-21",0.034765,0.046,10,43,9.090909,39,0,37,23.9,0,23.9,76,78.041667,87,15,57.375,80,6
"673","2008-09-22",0.031059,0.036,10,33,10.625,25,6,24,14.3,0,14.3,56,78.416667,88,15,58.416667,85,3
"674","2008-09-23",0.034059,0.042,11,39,12,26,7,25,13.5,0,13.5,54,79.333333,87,14,57.208333,80,3
"675","2008-09-24",0.032588,0.042,10,39,9.583333,20,7,19,12.3,0,12.3,51,79.916667,88,15,53.375,76,5
"676","2008-09-25",0.033,0.061,11,71,19.166667,59,22,56,21.9,0,21.9,72,78.416667,85,14,49.708333,78,6
"677","2008-09-26",0.030059,0.057,11,58,30.166667,55,0,52,27.7,0,27.7,84,77.75,86,14,50.833333,75,4
"678","2008-09-27",0.036471,0.065,11,84,25.791667,48,2,45,26.2,0,26.2,81,77.708333,86,14,47.666667,73,5
"679","2008-09-27",0.036471,0.065,11,84,25.791667,48,2,45,26.3,0,26.3,81,77.708333,86,14,47.666667,73,5
"680","2008-09-28",0.036647,0.066,10,87,22.181818,44,23,42,20.7,0,20.7,69,76.75,86,15,46.083333,73,6
"681","2008-09-29",0.035294,0.065,11,84,34.041667,72,21,70,21.1,0,21.1,70,76.625,87,15,45.458333,74,5
"682","2008-09-30",0.023706,0.04,10,37,19.458333,59,0,56,10.3,0,10.3,43,74.666667,82,14,44.875,72,5
"683","2008-10-01",0.018647,0.04,11,37,31.541667,56,20,53,10,0,10,42,73.166667,84,15,38.083333,70,5
"684","2008-10-02",0.036941,0.049,11,45,20.625,44,4,42,8.8,0,8.8,37,73.166667,84,16,41.958333,64,6
"685","2008-10-03",0.035882,0.05,12,46,12.958333,25,6,24,13.3,0,13.3,54,75.958333,91,15,51.291667,65,6
"686","2008-10-03",0.035882,0.05,12,46,12.958333,25,6,24,12.8,0,12.8,52,75.958333,91,15,51.291667,65,6
"687","2008-10-04",0.037941,0.042,11,39,13.5,15,0,14,8.5,0,8.5,35,78,88,14,47.5,69,6
"688","2008-10-29",0.033,0.037,12,34,25.083333,37,6,35,7.7,0,7.7,32,61.666667,76,14,30.75,49,4
"689","2008-11-01",0.017,0.017,22,16,18.958333,52,20,49,10.5,0,10.5,44,71.166667,82,15,55.708333,80,6
"690","2008-11-02",0.033588,0.038,10,35,10.7,19,18,18,9.9,0,9.9,41,70.666667,83,15,58.625,85,4
"691","2008-11-02",0.033588,0.038,10,35,10.7,19,18,18,10.4,0,10.4,43,70.666667,83,15,58.625,85,4
"692","2008-11-03",0.034471,0.045,9,42,14.583333,34,6,32,13,0,13,53,68.291667,77,14,54.916667,80,6
"693","2008-11-04",0.032706,0.037,10,34,15.166667,33,6,31,11.5,0,11.5,48,67.708333,79,15,62,82,6
"694","2008-11-05",0.023083,0.027,12,25,6.75,11,18,10,6.7,0,6.7,28,73.166667,82,16,62.416667,81,4
"695","2008-11-06",0.013471,0.03,9,28,21.25,46,18,43,5.8,0,5.8,24,62.541667,72,0,47.958333,88,2
"696","2008-11-07",0.010824,0.025,9,23,26.083333,50,19,47,7,0,7,29,58.166667,69,16,38.75,75,2
"697","2008-11-08",0.015176,0.029,10,27,26.833333,40,0,38,7.8,0,7.8,33,59.083333,71,16,39.25,60,6
"698","2008-11-08",0.015176,0.029,10,27,26.833333,40,0,38,7.6,0,7.6,32,59.083333,71,16,39.25,60,6
"699","2008-11-09",0.034882,0.04,10,37,9.318182,40,0,38,7.3,0,7.3,30,60.458333,71,15,36.125,56,0
"700","2008-11-10",0.021941,0.025,12,23,12.25,18,7,17,11.9,0,11.9,50,61.166667,65,15,72.208333,93,23
"701","2008-11-11",0.016,0.02,12,19,16.958333,28,8,26,6.3,0,6.3,26,64.375,72,15,80.791667,94,1
"702","2008-11-12",0.011176,0.025,10,23,19.25,39,19,37,9.6,0,9.6,40,62.25,67,16,75.25,90,0
"703","2008-11-13",0.024235,0.035,11,32,20.541667,37,9,35,13.2,0,13.2,53,61.958333,73,15,72.541667,93,6
"704","2008-11-14",0.026529,0.031,10,29,11,22,0,21,7.4,0,7.4,31,63.125,71,14,63.875,93,3
"705","2008-11-14",0.026529,0.031,10,29,11,22,0,21,6.3,0,6.3,26,63.125,71,14,63.875,93,3
"706","2008-11-15",0.017235,0.027,11,25,7,31,23,29,2.4,0,2.4,10,47.916667,53,14,38,54,23
"707","2008-11-16",0.015176,0.031,9,29,21.909091,42,19,40,6.4,0,6.4,27,52.166667,67,15,43.083333,77,4
"708","2008-11-17",0.017176,0.021,9,19,29.125,58,19,55,6.6,0,6.6,28,60.541667,76,15,37.458333,64,6
"709","2008-11-18",0.011235,0.023,9,21,15.875,37,19,35,7.5,0,7.5,31,53.166667,60,15,46.458333,61,23
"710","2008-11-19",0.031182,0.035,10,32,22.625,32,0,30,9.5,0,9.5,40,60.375,77,15,48.583333,77,7
"711","2008-11-20",0.019214,0.02,11,19,17.75,39,7,37,9,0,9,38,53.875,61,0,49.458333,75,5
"712","2008-11-20",0.019214,0.02,11,19,17.75,39,7,37,8.7,0,8.7,36,53.875,61,0,49.458333,75,5
"713","2008-11-21",0.013176,0.022,9,20,13.75,34,21,32,7.6,0,7.6,32,41.791667,47,14,38.541667,49,6
"714","2008-11-22",0.015588,0.02,11,19,14.541667,27,0,25,10.3,0,10.3,43,47.625,54,14,50.208333,58,23
"715","2008-11-23",0.021529,0.031,10,29,11.681818,20,21,19,12.7,0,12.7,52,60.75,69,15,69.5,83,22
"716","2008-11-24",0.012647,0.03,9,28,18.583333,43,18,41,5.8,0,5.8,24,58.125,66,0,49.208333,87,5
"717","2008-11-25",0.021882,0.027,11,25,27.625,48,9,45,8.1,0,8.1,34,54.958333,70,15,40.833333,70,4
"718","2008-11-26",0.009,0.022,10,20,29.875,49,18,46,9.7,0,9.7,40,57.916667,68,14,41.458333,68,23
"719","2008-11-26",0.009,0.022,10,20,29.875,49,18,46,9.9,0,9.9,41,57.916667,68,14,41.458333,68,23
"720","2008-11-27",0.014412,0.028,10,26,31.791667,50,19,47,14.7,0,14.7,56,56.583333,66,14,55.625,79,4
"721","2008-11-28",0.008154,0.013,7,12,19.583333,44,0,42,14.4,0,14.4,56,52.875,59,0,83.25,91,10
"722","2008-11-29",0.017412,0.025,23,23,13.25,27,21,25,9.8,0,9.8,41,48.583333,55,14,72.083333,94,4
"723","2008-11-30",0.029706,0.034,11,31,6.75,22,23,21,2.7,0,2.7,11,50.541667,56,14,38.708333,63,0
"724","2008-12-01",0.015941,0.03,9,28,14.9125,39.6,20,37,3.4,0,3.4,14,44.791667,49,14,37.666667,57,22
"725","2008-12-02",0.028077,0.031,11,29,20.261905,35.6,2,33,4.5,0,4.5,19,51.541667,66,15,40.083333,63,23
"726","2008-12-02",0.028077,0.031,11,29,20.261905,35.6,2,33,4.9,0,4.9,20,51.541667,66,15,40.083333,63,23
"727","2008-12-03",0.026529,0.03,21,28,7.825,13,7,12,5,0,5,21,58.458333,73,12,56.333333,79,4
"728","2008-12-04",0.024,0.03,9,28,10.566667,28,18,26,2.9,0,2.9,12,40.416667,49,16,33.875,48,6
"729","2008-12-05",0.012824,0.025,9,23,20.475,37.6,19,35,6.8,0,6.8,28,39.583333,47,15,39.958333,61,7
"730","2008-12-06",0.010529,0.021,9,19,29.125,38.4,19,36,11.7,0,11.7,49,45.708333,59,16,41.291667,60,7
"731","2008-12-07",0.031471,0.034,11,31,19.313636,36.5,6,34,15.9,0,15.9,59,52.708333,65,14,43.166667,71,4
"732","2008-12-08",0.024882,0.03,12,28,9.129167,17.9,8,16,8,0,8,33,61.708333,71,15,72,86,23
"733","2008-12-08",0.024882,0.03,12,28,9.129167,17.9,8,16,8.1,0,8.1,34,61.708333,71,15,72,86,23
"734","2008-12-09",0.010529,0.018,23,17,11.233333,29.2,7,27,11.9,0,11.9,50,50.208333,67,0,70.25,89,3
"735","2008-12-10",0.015471,0.018,8,17,10.620833,23,18,22,4.7,0,4.7,20,34.541667,42,16,54.291667,65,0
"736","2008-12-11",0.008824,0.022,9,20,22.845833,42.8,21,40,5,0,5,21,42.583333,57,15,44.333333,63,5
"737","2008-12-12",0.013125,0.02,22,19,33.279167,46.6,7,43,11.2,0,11.2,47,49.166667,63,15,48.666667,74,6
"738","2008-12-13",0.030765,0.032,11,30,9.216667,23.2,7,22,5.2,0,5.2,22,57.791667,68,17,56.25,72,7
"739","2008-12-14",0.027706,0.035,8,32,5.036364,11.1,18,10,6.9,0,6.9,29,66.791667,76,15,60,73,3
"740","2008-12-14",0.027706,0.035,8,32,5.036364,11.1,18,10,7,0,7,29,66.791667,76,15,60,73,3
"741","2008-12-15",0.017412,0.019,8,18,7.1625,12.9,17,11,7.3,0,7.3,30,29.375,39,0,48.625,88,23
"742","2008-12-16",0.002824,0.007,7,6,15.55,23.1,17,22,15.2,0,15.2,58,27.583333,33,22,90.083333,91,8
"743","2008-12-17",0.001412,0.002,7,2,14.434783,19.5,0,18,18,0,18,63,40.458333,46,20,91.416667,94,21
"744","2008-12-18",0.003882,0.006,17,6,11.8375,16,17,15,12.8,0,12.8,52,55.25,68,20,93.333333,95,2
"745","2008-12-19",0.010824,0.024,9,22,23.091667,48.5,18,45,11.7,0,11.7,49,64.333333,71,15,58.375,94,5
"746","2008-12-20",0.019,0.022,11,20,15.558333,37.7,0,35,12.6,0,12.6,52,55.166667,67,12,58.291667,92,8
"747","2008-12-20",0.019,0.022,11,20,15.558333,37.7,0,35,15.1,0,15.1,57,55.166667,67,12,58.291667,92,8
"748","2008-12-21",0.025412,0.027,9,25,3.781818,6.5,0,6,7.1,0,7.1,30,30.083333,36,14,40.291667,61,5
"749","2008-12-22",0.015588,0.017,7,16,10.254167,15.4,8,14,7.2,0,7.2,30,29.041667,33,23,30.708333,38,20
"750","2008-12-23",0.009235,0.015,20,14,11.8375,17.1,15,16,12.8,0,12.8,52,39.583333,55,23,80.083333,94,15
"751","2008-12-24",0.009353,0.015,9,14,14.495833,31.4,19,29,8.9,0,8.9,37,51.541667,57,0,62.25,86,1
"752","2008-12-25",0.012412,0.019,8,18,8.3,16.6,3,15,8.2,0,8.2,34,53.583333,64,14,68.666667,86,21
"753","2008-12-26",0.016471,0.019,10,18,4.166667,7.8,2,7,9.2,0,9.2,38,72.458333,81,14,72.416667,91,2
"754","2008-12-26",0.016471,0.019,10,18,4.166667,7.8,2,7,9.2,0,9.2,38,72.458333,81,14,72.416667,91,2
"755","2008-12-27",0.024118,0.035,12,32,3.579167,11.1,23,10,6.9,0,6.9,29,61.833333,74,6,47.166667,78,2
"756","2008-12-28",0.011941,0.028,10,26,22.62,41,19,39,5.1,0,5.1,21,46,57,16,40.291667,71,8
"757","2008-12-29",0.009824,0.018,10,17,32.283333,44.5,19,42,8.9,0,8.9,37,51,67,15,40.166667,74,6
"758","2008-12-30",0.016824,0.027,23,25,29.941667,46.7,7,43,7.6,0,7.6,32,57.125,71,15,33.333333,50,7
"759","2008-12-31",0.017833,0.026,9,24,13.229167,35.3,21,33,4.8,0,4.8,20,49.125,56,0,35.541667,45,7
"760","2009-01-01",0.025882,0.037,11,34,11.525,25,19,24,10,0,10,42,51.208333,66,16,52.791667,84,23
"761","2009-01-01",0.025882,0.037,11,34,11.525,25,19,24,9.5,0,9.5,40,51.208333,66,16,52.791667,84,23
"762","2009-01-02",0.019412,0.029,12,27,13.820833,24.3,5,23,10.3,0,10.3,43,60.875,76,16,73.375,94,7
"763","2009-01-03",0.018588,0.024,10,22,8.304167,19.3,19,18,11.2,0,11.2,47,71.791667,81,15,63.541667,87,1
"764","2009-01-04",0.020118,0.022,12,20,4.845455,9.5,0,8,10.7,0,10.7,45,42.333333,68,0,55.666667,72,5
"765","2009-01-05",0.003294,0.009,7,8,15.279167,23.8,19,22,9.3,0,9.3,39,33.583333,36,0,77,92,20
"766","2009-01-06",0.012647,0.021,13,19,13.629167,23.3,23,22,4.5,0,4.5,19,45.375,62,14,61.375,92,0
"767","2009-01-07",0.007824,0.02,9,19,27.133333,40.9,18,38,4.9,0,4.9,20,50.25,63,15,38.291667,61,6
"768","2009-01-07",0.007824,0.02,9,19,27.133333,40.9,18,38,4.3,0,4.3,18,50.25,63,15,38.291667,61,6
"769","2009-01-08",0.007882,0.015,10,14,35.783333,60.3,10,57,10.7,0,10.7,45,57.541667,73,16,38.541667,64,7
"770","2009-01-09",0.027588,0.033,11,31,14.808333,32.9,2,30,10,0,10,42,67.625,78,15,60.416667,87,5
"771","2009-01-10",0.019,0.022,11,20,5.929167,8.4,19,8,8.3,0,8.3,35,41.166667,56,0,45.458333,61,5
"772","2009-01-11",0.012941,0.025,10,23,23.431818,41.8,19,39,6.4,0,6.4,27,44.166667,60,16,42.041667,67,7
"773","2009-01-12",0.026706,0.03,9,28,17.9375,34.9,7,32,3.3,0,3.3,14,52.708333,64,15,32.416667,51,0
"774","2009-01-13",0.012353,0.027,9,25,15.670833,39.5,20,37,4.5,0,4.5,19,38.791667,45,15,34.875,50,7
"775","2009-01-13",0.012353,0.027,9,25,15.670833,39.5,20,37,4.5,0,4.5,19,38.791667,45,15,34.875,50,7
"776","2009-01-14",0.016412,0.025,10,23,27.841667,47.1,20,44,8.9,0,8.9,37,46.416667,60,15,34.291667,53,7
"777","2009-01-15",0.020765,0.024,12,22,9.795652,15.8,18,14,8.9,0,8.9,37,36.541667,45,0,40.041667,51,23
"778","2009-01-16",0.011059,0.017,22,16,19.183333,30.4,19,28,11.9,0,11.9,50,34.041667,45,23,48.166667,57,8
"779","2009-01-17",0.021647,0.032,10,30,13.441667,31.2,22,29,11.5,0,11.5,48,54.708333,68,16,47.875,59,9
"780","2009-01-18",0.018176,0.034,10,31,22.672727,39.8,20,37,6.1,0,6.1,25,52.916667,65,16,38.541667,69,6
"781","2009-01-19",0.019353,0.034,9,31,18.008333,42.1,22,40,3.5,0,3.5,15,53.958333,59,15,31.291667,46,22
"782","2009-01-19",0.019353,0.034,9,31,18.008333,42.1,22,40,3.5,0,3.5,15,53.958333,59,15,31.291667,46,22
"783","2009-01-20",0.014529,0.03,10,28,18.454167,42.2,20,40,4,0,4,17,47.875,55,16,40.125,52,7
"784","2009-01-22",0.027,0.034,14,31,27.475,56.3,9,53,12.2,0,12.2,51,60.25,79,15,35.291667,71,5
"785","2009-01-23",0.019412,0.024,10,22,21.708333,40.2,19,38,10,0,10,42,64.75,77,15,41.083333,66,7
"786","2009-01-24",0.020647,0.024,10,22,6.758333,13.6,23,12,9,0,9,38,36.875,43,0,44.541667,51,10
"787","2009-01-25",0.018471,0.025,10,23,10.695,15.4,7,14,10,0,10,42,44.791667,53,15,48.833333,70,23
"788","2009-01-25",0.018471,0.025,10,23,10.695,15.4,7,14,11.1,0,11.1,46,44.791667,53,15,48.833333,70,23
"789","2009-01-26",0.003,0.005,22,5,11.208333,15,7,14,11.5,0,11.5,48,41.916667,46,0,87.833333,94,21
"790","2009-01-27",0.014,0.022,22,20,9.258333,12.6,14,11,6.1,0,6.1,25,32.666667,36,0,90.958333,94,0
"791","2009-01-28",0.010529,0.025,8,23,17.3,42.5,19,40,15.5,0,15.5,58,29.416667,38,16,74.208333,87,23
"792","2009-01-29",0.009176,0.02,11,19,29.85,47.6,20,44,18.4,0,18.4,64,38.583333,53,15,70.25,94,6
"793","2009-01-30",0.013471,0.034,10,31,31.3,52.8,20,49,11.2,0,11.2,47,47.875,64,16,50.375,92,6
"794","2009-01-31",0.031176,0.036,11,33,25.195833,41,0,39,6.3,0,6.3,26,55.583333,69,13,30.916667,55,7
"795","2009-01-31",0.031176,0.036,11,33,25.195833,41,0,39,6.4,0,6.4,27,55.583333,69,13,30.916667,55,7
"796","2009-02-01",0.035882,0.041,13,38,8.268182,16.2,4,15,5.3,0,5.3,22,57.208333,70,15,45.5,73,7
"797","2009-02-02",0.015471,0.033,10,31,19.333333,48.7,23,45,5.8,0,5.8,24,48.25,56,15,24.5,40,7
