"","Date.Local","dal.ozone.Mean","dal.ozone.Max.Value","dal.ozone.Max.Hour","dal.ozone.AQI","dal.nitrogen.Mean","dal.nitrogen.Max.Value","dal.nitrogen.Max.Hour","dal.nitrogen.AQI","dal.pm.Max.Value","dal.pm.Max.Hour","dal.pm.Mean","dal.pm.AQI","dal.temp.Mean","dal.temp.Max.Value","dal.temp.Max.Hour","dal.rh.Mean","dal.rh.Max.Value","dal.rh.Max.Hour"
"2448","2013-06-04",0.044882,0.058,13,61,8.541667,15.6,6,14,13.9,0,13.9,55,82.125,92,15,56.875,73,3
"2449","2013-06-05",0.034941,0.046,12,43,9.616667,15.8,6,14,9.6,0,9.6,40,83.666667,91,16,57.333333,73,5
"2450","2013-06-06",0.032647,0.043,13,40,7.975,13.5,6,12,6.3,0,6.3,26,75,83,0,72.708333,87,4
"2451","2013-06-07",0.04,0.056,10,54,11.695833,24.5,4,23,6.1,0,6.1,25,75.958333,84,15,51.708333,89,4
"2452","2013-06-08",0.051882,0.062,11,74,12.858333,31,6,29,9.9,0,9.9,41,79.083333,88,16,48.958333,75,4
"2453","2013-06-09",0.038353,0.056,11,54,8.67,34.1,23,32,6.4,0,6.4,27,79.541667,89,17,63.791667,92,6
"2454","2013-06-09",0.038353,0.056,11,54,8.67,34.1,23,32,6.6,0,6.6,28,79.541667,89,17,63.791667,92,6
"2455","2013-06-10",0.042294,0.056,11,54,16.025,36.9,2,34,7.3,0,7.3,30,85.833333,98,15,51.166667,79,4
"2456","2013-06-11",0.028412,0.038,11,35,8.066667,18.1,5,17,8.8,0,8.8,37,85.75,94,16,57,80,5
"2457","2013-06-12",0.020706,0.03,11,28,8.2,20.4,22,19,14.2,0,14.2,55,86,94,16,57.458333,81,5
"2458","2013-06-13",0.023706,0.039,10,36,10.033333,27.8,23,25,10.3,0,10.3,43,88.375,97,14,49.916667,70,5
"2459","2013-06-14",0.032176,0.047,11,44,14.0875,26,0,25,11.2,0,11.2,47,88.208333,95,16,51.333333,72,4
"2460","2013-06-15",0.035824,0.043,10,40,8.6875,17.1,5,16,12.1,0,12.1,51,84.041667,90,15,62.208333,80,4
"2461","2013-06-16",0.025471,0.035,10,32,7.463636,16.8,4,15,10.7,0,10.7,45,86.541667,95,15,56.291667,82,5
"2462","2013-06-17",0.042706,0.05,13,46,9.470833,20,9,19,8.8,0,8.8,37,83.333333,93,15,65.25,90,7
"2463","2013-06-21",0.024706,0.029,10,27,7.15,15,20,14,23.7,0,23.7,75,86.916667,96,16,52.166667,75,6
"2464","2013-06-22",0.025235,0.029,16,27,4.8,8.1,5,8,16.7,0,16.7,61,86.541667,95,15,52.916667,73,6
"2465","2013-06-23",0.021529,0.025,12,23,4.122727,10.9,21,9,15.1,0,15.1,57,87.125,95,14,51.833333,75,5
"2466","2013-06-24",0.025353,0.029,11,27,5.179167,10.2,22,9,17.4,0,17.4,62,87.166667,96,16,51.541667,76,5
"2467","2013-06-25",0.023529,0.031,11,29,4.416667,7.7,21,7,20,0,20,68,88.625,97,15,48.25,74,5
"2468","2013-06-26",0.027059,0.036,10,33,5.66087,16.6,21,15,19.2,0,19.2,66,88.875,98,15,49.958333,74,5
"2469","2013-06-27",0.029235,0.048,11,44,9.545833,24.9,21,23,19,0,19,66,90.458333,99,15,47.916667,69,6
"2470","2013-06-28",0.046176,0.076,11,119,14.008333,27.9,4,25,13.8,0,13.8,55,91.333333,103,15,40.541667,55,6
"2471","2013-06-29",0.040765,0.055,9,51,11.9125,32.2,2,30,7.6,0,7.6,32,89.791667,97,14,39.375,69,5
"2472","2013-06-30",0.042588,0.048,10,44,4.872727,21.8,3,20,7,0,7,29,84.625,90,14,36.583333,54,3
"2473","2013-07-01",0.038471,0.045,10,42,7.266667,25.8,5,24,9.8,0,9.8,41,79.791667,86,15,43.25,66,5
"2474","2013-07-02",0.038941,0.054,10,50,11.404167,38.3,5,36,15.4,0,15.4,58,79.958333,87,14,37.416667,60,5
"2475","2013-07-03",0.056235,0.07,11,100,17.933333,42.5,6,40,15.6,0,15.6,58,82.125,89,14,35.083333,59,5
"2476","2013-07-03",0.056235,0.07,11,100,17.933333,42.5,6,40,14.9,0,14.9,57,82.125,89,14,35.083333,59,5
"2477","2013-07-04",0.058647,0.068,10,93,5.266667,10.8,5,9,19.2,0,19.2,66,83.875,94,15,41.625,61,5
"2478","2013-07-05",0.061824,0.075,10,115,9.554167,24.7,6,23,19.4,0,19.4,66,85.416667,95,14,41.541667,59,6
"2479","2013-07-06",0.054353,0.065,10,84,7.033333,15.6,6,14,20.5,0,20.5,69,86.833333,96,15,40.708333,61,5
"2480","2013-07-07",0.036,0.05,10,46,4.505,7.9,21,7,12.5,0,12.5,52,87.708333,97,15,46.166667,66,5
"2481","2013-07-08",0.029118,0.035,10,32,6.275,14.1,5,13,5.8,0,5.8,24,86.916667,96,15,54.125,77,5
"2482","2013-07-09",0.025,0.033,12,31,8.345833,25.4,22,24,10.8,0,10.8,45,89.625,99,14,43.541667,71,5
"2483","2013-07-09",0.025,0.033,12,31,8.345833,25.4,22,24,9.9,0,9.9,41,89.625,99,14,43.541667,71,5
"2484","2013-07-10",0.031471,0.043,10,40,8.45,24.2,21,23,7.5,0,7.5,31,92.375,101,15,42.041667,66,5
"2485","2013-07-11",0.037529,0.06,10,67,9.508333,17.8,22,16,10.3,0,10.3,43,89.166667,99,13,49.583333,66,22
"2486","2013-07-12",0.058588,0.068,11,93,10.470833,20.4,5,19,13.1,0,13.1,53,89.5,100,15,49.833333,76,2
"2487","2013-07-13",0.067294,0.078,12,126,5.545833,9,7,8,23.2,0,23.2,74,89.791667,99,15,42.625,63,5
"2488","2013-07-14",0.027353,0.038,7,35,9.436364,16.6,22,15,21.5,0,21.5,71,74.416667,83,0,73.25,89,10
"2489","2013-07-15",0.028824,0.031,10,29,10.679167,17.8,7,16,11.7,0,11.7,49,71.75,75,18,86.916667,92,3
"2490","2013-07-15",0.028824,0.031,10,29,10.679167,17.8,7,16,12,0,12,50,71.75,75,18,86.916667,92,3
"2491","2013-07-16",0.027765,0.045,11,42,9.795833,28.9,20,26,9.4,0,9.4,39,77.833333,88,14,76.791667,89,19
"2492","2013-07-17",0.017941,0.034,9,31,11.125,30.3,22,28,6.3,0,6.3,26,80.125,91,14,70.833333,91,1
"2493","2013-07-18",0.03,0.052,10,48,16.95,36.5,22,34,11.2,0,11.2,47,84.833333,93,14,57.875,80,4
"2494","2013-07-19",0.033824,0.052,10,48,12.520833,32.3,0,30,10.6,0,10.6,44,83.375,93,13,63.083333,81,5
"2495","2013-07-20",0.035529,0.053,9,49,8.625,17.1,19,16,9.3,0,9.3,39,82.625,93,14,64.916667,82,6
"2496","2013-07-21",0.031235,0.045,11,42,4.486364,8.2,0,8,5.9,0,5.9,25,85.875,96,15,59.458333,85,5
"2497","2013-07-21",0.031235,0.045,11,42,4.486364,8.2,0,8,5.4,0,5.4,23,85.875,96,15,59.458333,85,5
"2498","2013-07-22",0.027235,0.036,12,33,5.366667,8.1,6,8,9.1,0,9.1,38,88.333333,97,15,55.833333,81,5
"2499","2013-07-23",0.031412,0.038,16,35,5.866667,9.6,5,8,15.4,0,15.4,58,89.625,98,16,51.833333,75,5
"2500","2013-07-24",0.052529,0.068,13,93,6.7,10.5,10,9,8.7,0,8.7,36,86.458333,96,15,53.833333,70,6
"2501","2013-07-25",0.053294,0.07,11,100,8.154167,23.3,6,22,12.7,0,12.7,52,86.625,95,15,56.416667,69,3
"2502","2013-07-26",0.032176,0.037,14,34,8.583333,14.8,6,13,10.8,0,10.8,45,84.708333,94,14,62.416667,84,9
"2503","2013-07-27",0.037529,0.049,11,45,3.5875,12.3,23,11,4.3,0,4.3,18,81.583333,90,16,56.375,75,2
"2504","2013-07-27",0.037529,0.049,11,45,3.5875,12.3,23,11,4.1,0,4.1,17,81.583333,90,16,56.375,75,2
"2505","2013-07-28",0.040471,0.052,10,48,7.172727,17.5,4,16,11,0,11,46,83.333333,92,15,56.75,79,5
"2506","2013-07-29",0.023882,0.034,11,31,6.858333,16.9,21,15,18.9,0,18.9,65,87.666667,97,16,54.625,80,5
"2507","2013-07-30",0.028882,0.041,12,38,6.0375,13.9,22,12,13.5,0,13.5,54,89.416667,99,15,47.958333,73,6
"2508","2013-07-31",0.056647,0.079,13,129,6.954167,14.1,6,13,14.9,0,14.9,57,92.041667,102,16,43.125,60,6
"2509","2013-08-01",0.061824,0.087,10,154,8.370833,17.1,6,16,17.2,0,17.2,62,92.916667,102,17,46.125,68,6
"2510","2013-08-02",0.039353,0.054,11,50,10.725,28.2,6,26,13.8,0,13.8,55,92.416667,102,15,42.625,67,5
"2511","2013-08-02",0.039353,0.054,11,50,10.725,28.2,6,26,13.5,0,13.5,54,92.416667,102,15,42.625,67,5
"2512","2013-08-03",0.030471,0.04,12,37,5.358333,11.9,0,10,8.4,0,8.4,35,91.541667,100,14,42.416667,61,6
"2513","2013-08-04",0.027529,0.039,10,36,5.37,16.6,22,15,6.1,0,6.1,25,91,100,15,45.458333,65,5
"2514","2013-08-05",0.030529,0.042,12,39,7.095833,16.3,22,15,6.9,0,6.9,29,92.541667,102,15,39.75,60,5
"2515","2013-08-06",0.027471,0.043,11,40,7.8375,24.2,21,23,9,0,9,38,93.041667,103,15,39.541667,63,5
"2516","2013-08-07",0.032059,0.045,11,42,6.804167,18.5,22,17,24.6,0,24.6,77,93.625,105,15,40.583333,62,5
"2517","2013-08-08",0.028471,0.043,11,40,8.8875,27,23,25,29.6,0,29.6,88,92.208333,101,16,41.958333,69,5
"2518","2013-08-08",0.028471,0.043,11,40,8.8875,27,23,25,29.4,0,29.4,87,92.208333,101,16,41.958333,69,5
"2519","2013-08-09",0.037294,0.048,10,44,8.945833,21.1,23,20,25.5,0,25.5,79,91.5,103,16,41.458333,64,23
"2520","2013-08-10",0.047706,0.058,11,61,6.4125,19.7,5,18,14.1,0,14.1,55,88.166667,97,15,53.041667,81,5
"2521","2013-08-11",0.052765,0.074,11,112,6.268182,13,21,12,12,0,12,50,89.625,100,15,47.875,65,6
"2522","2013-08-12",0.038647,0.048,10,44,9.3,22.7,5,21,8.1,0,8.1,34,90.125,99,15,47.291667,72,5
"2523","2013-08-13",0.030765,0.052,11,48,11.629167,22.4,21,21,8.3,0,8.3,35,86.333333,98,13,57.25,83,18
"2524","2013-08-14",0.0362,0.045,11,42,8.695833,16.6,6,15,10.5,0,10.5,44,80.416667,88,13,75,88,4
"2525","2013-08-14",0.0362,0.045,11,42,8.695833,16.6,6,15,10,0,10,42,80.416667,88,13,75,88,4
"2526","2013-08-15",0.048647,0.061,11,71,6.929167,17.4,23,16,14.3,0,14.3,56,80.625,88,15,53.041667,69,0
"2527","2013-08-16",0.052235,0.069,12,97,12.6125,31.9,8,29,13.8,0,13.8,55,78.875,88,16,58.125,87,6
"2528","2013-08-17",0.049471,0.062,10,74,6.316667,10.9,6,9,12.7,0,12.7,52,79.166667,89,16,47.75,72,6
"2529","2013-08-18",0.046294,0.059,10,64,8.009091,30.5,18,28,15.5,0,15.5,58,82.083333,90,16,46.916667,68,6
"2530","2013-08-19",0.053882,0.069,11,97,8.5,17.9,19,16,14.2,0,14.2,55,85.5,94,16,42.166667,62,5
"2531","2013-08-20",0.047059,0.071,11,101,14.3125,36.8,6,34,15.8,0,15.8,59,86.291667,95,14,39.375,61,6
"2532","2013-08-20",0.047059,0.071,11,101,14.3125,36.8,6,34,15,0,15,57,86.291667,95,14,39.375,61,6
"2533","2013-08-21",0.030176,0.043,10,40,14.125,31.6,6,29,10.5,0,10.5,44,85.958333,95,15,47.666667,68,6
"2534","2013-08-22",0.035706,0.048,11,44,13.570833,31.2,1,29,11.4,0,11.4,48,88.583333,97,15,47.833333,67,7
"2535","2013-08-23",0.046059,0.056,10,54,10.379167,26.5,5,25,9.2,0,9.2,38,89.833333,99,15,46.375,68,6
"2536","2013-08-24",0.043941,0.06,10,67,8.108333,18.3,6,17,12.6,0,12.6,52,90.583333,99,15,43.625,65,6
"2537","2013-08-25",0.037412,0.047,12,44,5.736364,12.2,5,11,6.8,0,6.8,28,89,96,14,44.75,64,5
"2538","2013-08-26",0.033118,0.048,11,44,6.6625,15.6,6,14,5.1,0,5.1,21,86.166667,95,14,50.416667,70,5
"2539","2013-08-26",0.033118,0.048,11,44,6.6625,15.6,6,14,5.8,0,5.8,24,86.166667,95,14,50.416667,70,5
"2540","2013-08-27",0.016529,0.028,11,26,8.8125,19.5,23,18,9.1,0,9.1,38,82.5,92,13,62.166667,82,5
"2541","2013-08-28",0.022412,0.041,11,38,13.975,36.8,23,34,12.3,0,12.3,51,87,97,16,49.291667,75,5
"2542","2013-08-29",0.052941,0.082,11,140,21.175,63.3,22,61,15,0,15,57,91.166667,100,14,39.958333,61,4
"2543","2013-08-30",0.053647,0.081,10,136,17.570833,37.2,0,35,18.2,0,18.2,64,92.125,102,15,37.666667,58,6
"2544","2013-08-31",0.056059,0.075,10,115,11.0125,18.8,1,17,16.2,0,16.2,60,93.041667,103,14,36.416667,58,6
"2545","2013-09-01",0.053765,0.07,10,100,6.015,14.1,20,13,14.8,0,14.8,57,92.666667,103,15,40.625,61,23
"2546","2013-09-01",0.053765,0.07,10,100,6.015,14.1,20,13,13.6,0,13.6,54,92.666667,103,15,40.625,61,23
"2547","2013-09-02",0.047882,0.062,12,74,9.0375,20.2,21,19,13.1,0,13.1,53,84.083333,91,17,63.625,84,7
"2548","2013-09-03",0.056647,0.084,11,147,12.620833,36.5,20,34,9.4,0,9.4,39,88.291667,97,15,41.958333,61,0
"2549","2013-09-04",0.063235,0.081,11,136,9.545833,34.2,6,32,14.8,0,14.8,57,89.791667,99,14,45.25,69,6
"2550","2013-09-05",0.058118,0.075,11,115,10.895833,26.7,8,25,15,0,15,57,90.083333,98,15,43.75,66,6
"2551","2013-09-06",0.050941,0.075,10,115,17.483333,41.6,5,39,17,0,17,61,90.083333,99,15,39.833333,58,6
"2552","2013-09-07",0.044765,0.064,10,80,9.3,22.1,7,21,13.9,0,13.9,55,88.541667,98,14,45.791667,68,6
"2553","2013-09-07",0.044765,0.064,10,80,9.3,22.1,7,21,13.7,0,13.7,54,88.541667,98,14,45.791667,68,6
"2554","2013-09-08",0.038941,0.05,11,46,6.613636,14.1,20,13,7.4,0,7.4,31,86.25,96,15,49.041667,74,6
"2555","2013-09-09",0.038588,0.046,11,43,10.241667,29.7,6,27,7.4,0,7.4,31,86.041667,94,14,49.958333,71,6
"2556","2013-09-10",0.033,0.049,11,45,10.095833,24.6,6,23,9.9,0,9.9,41,84.708333,94,14,51.833333,76,6
"2557","2013-09-11",0.038941,0.053,10,49,14.758333,34.5,6,32,15.3,0,15.3,58,85.75,95,14,50.708333,69,5
"2558","2013-09-12",0.054529,0.075,11,115,13.416667,30.8,6,28,14.6,0,14.6,56,87,95,15,48.875,72,5
"2559","2013-09-13",0.054059,0.066,10,87,8.05,15.5,7,14,20.1,0,20.1,68,87.416667,96,15,48.916667,64,6
"2560","2013-09-13",0.054059,0.066,10,87,8.05,15.5,7,14,19.5,0,19.5,67,87.416667,96,15,48.916667,64,6
"2561","2013-09-14",0.056529,0.071,10,101,4.979167,7.8,9,7,14.9,0,14.9,57,84.791667,93,15,42.791667,55,0
"2562","2013-09-15",0.049588,0.064,10,80,6.35,11.3,22,10,14.4,0,14.4,56,85.916667,94,15,43.458333,53,6
"2563","2013-09-16",0.034353,0.05,11,46,14.7625,36.4,5,34,17.9,0,17.9,63,87.875,96,15,43.875,63,6
"2564","2013-09-17",0.03,0.049,11,45,14.720833,29.5,20,27,8.4,0,8.4,35,87.375,92,12,44.958333,57,6
"2565","2013-09-19",0.030412,0.041,11,38,8.95,21.1,6,20,7.9,0,7.9,33,82.166667,89,15,63.666667,92,21
"2566","2013-09-19",0.030412,0.041,11,38,8.95,21.1,6,20,7.6,0,7.6,32,82.166667,89,15,63.666667,92,21
"2567","2013-09-20",0.022824,0.027,9,25,7.870833,16.3,6,15,3.4,0,3.4,14,73.541667,75,14,85.583333,93,6
"2568","2013-09-21",0.030176,0.05,10,46,8.408333,27.8,23,25,4.2,0,4.2,18,73,83,15,46.083333,81,5
"2569","2013-09-22",0.043471,0.055,11,51,10.204545,28.2,0,26,6.7,0,6.7,28,73.041667,82,15,45.875,73,4
"2570","2013-09-23",0.035353,0.06,10,67,16.054167,44.9,21,42,9.2,0,9.2,38,75.041667,85,15,46.041667,64,4
"2571","2013-09-24",0.026412,0.062,11,74,25.975,43.8,20,41,9.9,0,9.9,41,80.791667,92,15,44.75,71,6
"2572","2013-09-25",0.043118,0.06,11,67,28.379167,44.2,10,42,8.9,0,8.9,37,80.041667,93,15,40.375,73,4
"2573","2013-09-25",0.043118,0.06,11,67,28.379167,44.2,10,42,9.2,0,9.2,38,80.041667,93,15,40.375,73,4
"2574","2013-09-26",0.054588,0.072,11,105,17.475,33.3,6,31,9.9,0,9.9,41,82.5,94,14,37.625,51,23
"2575","2013-09-27",0.034294,0.036,17,33,12.558333,39.3,6,37,11.6,0,11.6,48,80.75,88,15,59.625,69,6
"2576","2013-09-28",0.019882,0.027,7,25,5.55,9.3,7,8,8.5,0,8.5,35,75.666667,83,11,79.291667,89,14
"2577","2013-09-29",0.024588,0.046,11,43,10.445,37,22,35,3.5,0,3.5,15,72,80,15,54.791667,78,6
"2578","2013-09-30",0.036059,0.065,10,84,23.491667,41.4,8,39,8.2,0,8.2,34,75.291667,86,14,52.791667,77,4
"2579","2013-10-01",0.029941,0.051,11,47,12.7125,33.7,1,31,10.2,0,10.2,43,78.875,89,15,67.083333,92,6
"2580","2013-10-01",0.029941,0.051,11,47,12.7125,33.7,1,31,10.2,0,10.2,43,78.875,89,15,67.083333,92,6
"2581","2013-10-02",0.024412,0.031,10,29,8.1625,12.7,6,11,5.7,0,5.7,24,79.791667,87,13,69.291667,88,3
"2582","2013-10-03",0.024706,0.03,11,28,6.895833,10.7,6,9,5.6,0,5.6,23,81.666667,90,15,65.875,83,2
"2583","2013-10-04",0.027,0.031,12,29,6.7375,11.2,6,10,5.7,0,5.7,24,81.333333,88,14,63.5,83,4
"2584","2013-10-05",0.015235,0.022,12,20,5.383333,11.1,6,10,3.4,0,3.4,14,64,80,0,73.5,87,20
"2585","2013-10-06",0.023706,0.043,11,40,10.65,32,22,30,2.9,0,2.9,12,62.625,75,16,50.333333,91,4
"2586","2013-10-07",0.026882,0.046,10,43,21.029167,38.7,19,36,6.8,0,6.8,28,67.666667,80,15,41.625,73,6
"2587","2013-10-07",0.026882,0.046,10,43,21.029167,38.7,19,36,7.1,0,7.1,30,67.666667,80,15,41.625,73,6
"2588","2013-10-08",0.0325,0.043,9,40,22.0375,38.8,7,36,8.9,0,8.9,37,69,80,14,44.916667,67,6
"2589","2013-10-09",0.047412,0.068,11,93,14.2625,32.9,6,30,10.6,0,10.6,44,70.916667,82,14,54,77,6
"2590","2013-10-10",0.041706,0.054,11,50,14.691667,31.8,6,29,10.7,0,10.7,45,72.416667,83,14,60.416667,81,5
"2591","2013-10-11",0.027588,0.034,10,31,9.166667,21.9,6,20,6.9,0,6.9,29,77.166667,85,15,69.083333,83,5
"2592","2013-10-12",0.021176,0.031,10,29,6.495833,13.2,19,12,6,0,6,25,78.791667,88,13,72.125,86,6
"2593","2013-10-13",0.018765,0.023,12,21,5.15,8.2,3,8,7.7,0,7.7,32,72.583333,76,14,80.666667,87,1
"2594","2013-10-13",0.018765,0.023,12,21,5.15,8.2,3,8,7.4,0,7.4,31,72.583333,76,14,80.666667,87,1
"2595","2013-10-14",0.014235,0.016,13,15,9.179167,14.1,6,13,10,0,10,42,71.541667,74,18,90.458333,92,4
"2596","2013-10-15",0.017235,0.021,21,19,6.854167,14.9,8,13,6.2,0,6.2,26,66.375,77,10,86.208333,91,19
"2597","2013-10-16",0.021941,0.027,11,25,6.858333,12.5,19,11,2,0,2,8,58.375,64,15,69.375,90,7
"2598","2013-10-17",0.014941,0.031,10,29,20.75,41.2,20,39,5.2,0,5.2,22,59.791667,71,15,59.333333,84,6
"2599","2013-10-18",0.022824,0.029,10,27,19.275,32.1,1,30,7.9,0,7.9,33,62,69,15,66,79,6
"2600","2013-10-19",0.017176,0.036,10,33,11.620833,37.6,20,35,3.4,0,3.4,14,53.416667,64,16,57,79,5
"2601","2013-10-19",0.017176,0.036,10,33,11.620833,37.6,20,35,3.2,0,3.2,13,53.416667,64,16,57,79,5
"2602","2013-10-20",0.032529,0.045,11,42,13.386364,31,0,29,7.1,0,7.1,30,59.083333,71,14,54.375,80,5
"2603","2013-10-21",0.020176,0.028,10,26,14.875,34.2,8,32,9.2,0,9.2,38,60.875,71,11,70.083333,79,8
"2604","2013-10-22",0.016941,0.038,11,35,20.766667,46.8,19,43,5.2,0,5.2,22,61.416667,75,15,53.041667,83,6
"2605","2013-10-23",0.027353,0.043,11,40,27.521739,48.5,19,45,7.5,0,7.5,31,67.75,81,14,48.458333,72,3
"2606","2013-10-24",0.036706,0.05,12,46,15.220833,30.6,6,28,7.3,0,7.3,30,67.375,78,14,48.291667,66,5
"2607","2013-10-25",0.031353,0.039,11,36,8.1125,15.3,19,14,7.5,0,7.5,31,60.208333,68,15,54.208333,74,6
"2608","2013-10-25",0.031353,0.039,11,36,8.1125,15.3,19,14,7.6,0,7.6,32,60.208333,68,15,54.208333,74,6
"2609","2013-10-26",0.038647,0.046,10,43,8.708333,18.7,7,17,10.1,0,10.1,42,64.166667,76,15,71.416667,92,21
"2610","2013-10-27",0.023706,0.036,10,33,7.405,16.7,22,15,5,0,5,21,63.333333,67,13,78.5,91,0
"2611","2013-10-28",0.023118,0.027,11,25,13.245833,25,7,24,8.9,0,8.9,37,68,76,15,80.541667,92,3
"2612","2013-10-29",0.025118,0.027,17,25,8.0625,12.4,18,11,8,0,8,33,72.75,76,14,81.208333,86,5
"2613","2013-10-30",0.018765,0.022,9,20,7.3625,11.5,7,10,6,0,6,25,69.5,73,0,87.25,92,23
"2614","2013-10-31",0.016647,0.036,10,33,13.991667,39.2,20,37,3.9,0,3.9,16,68.833333,75,9,58.333333,93,0
"2615","2013-10-31",0.016647,0.036,10,33,13.991667,39.2,20,37,3.1,0,3.1,13,68.833333,75,9,58.333333,93,0
"2616","2013-11-01",0.033941,0.043,8,40,17.895833,33.5,7,31,6.5,0,6.5,27,64.375,74,14,51.25,75,1
"2617","2013-11-02",0.019765,0.039,10,36,12.4125,30.3,21,28,4.1,0,4.1,17,58.833333,66,14,45.541667,64,4
"2618","2013-11-03",0.032353,0.038,10,35,10.286364,28.7,0,26,7.9,0,7.9,33,57.458333,65,14,50.875,69,1
"2619","2013-11-04",0.019,0.026,19,24,12.933333,21.3,8,20,7.8,0,7.8,33,58.083333,61,20,82.125,93,23
"2620","2013-11-05",0.018818,0.025,19,23,11.505556,19,15,18,8.3,0,8.3,35,65.708333,71,23,89.625,93,0
"2621","2013-11-06",0.017294,0.021,10,19,8.834783,21.6,19,20,3.8,0,3.8,16,56.583333,72,0,71.666667,90,5
"2622","2013-11-06",0.017294,0.021,10,19,8.834783,21.6,19,20,4,0,4,17,56.583333,72,0,71.666667,90,5
"2623","2013-11-07",0.011176,0.026,10,24,20.033333,41.7,19,39,5.1,0,5.1,21,52.25,62,15,60.708333,86,6
"2624","2013-11-08",0.022882,0.031,10,29,18.016667,39.7,9,37,7.9,0,7.9,33,56.458333,64,11,57.958333,84,5
"2625","2013-11-09",0.032118,0.039,11,36,9.470833,15.3,7,14,6.8,0,6.8,28,60.458333,68,13,60.5,71,3
"2626","2013-11-10",0.009,0.019,10,18,14,28.4,19,26,10.5,0,10.5,44,58.833333,64,15,63.291667,81,23
"2627","2013-11-11",0.013412,0.03,10,28,26.768182,51.1,9,48,16.8,0,16.8,61,61.166667,72,14,66.875,87,4
"2628","2013-11-12",0.020882,0.026,9,24,9.795833,37.6,0,35,6.3,0,6.3,26,49.75,62,0,50.875,79,2
"2629","2013-11-12",0.020882,0.026,9,24,9.795833,37.6,0,35,7.2,0,7.2,30,49.75,62,0,50.875,79,2
"2630","2013-11-13",0.007588,0.018,9,17,20.045833,36,20,34,7.9,0,7.9,33,41.666667,51,15,45.916667,66,23
"2631","2013-11-14",0.025588,0.03,10,28,18.630435,31.9,2,29,8.6,0,8.6,36,48.666667,59,15,51.583333,69,6
"2632","2013-11-15",0.024176,0.035,10,32,13.520833,36.8,19,34,14.5,0,14.5,56,61.875,73,15,70.666667,83,6
"2633","2013-11-16",0.025176,0.031,10,29,5.608333,8.2,2,8,5.4,0,5.4,23,70.166667,77,15,76.625,88,2
"2634","2013-11-17",0.032765,0.037,10,34,7.745455,27.8,20,25,4.9,0,4.9,20,76.833333,86,14,51.083333,88,7
"2635","2013-11-18",0.032471,0.034,9,31,8.6375,17.6,7,16,2.8,0,2.8,12,64.708333,70,14,24.916667,35,23
"2636","2013-11-18",0.032471,0.034,9,31,8.6375,17.6,7,16,3.2,0,3.2,13,64.708333,70,14,24.916667,35,23
"2637","2013-11-19",0.030882,0.037,11,34,8.6,14.9,7,13,4.3,0,4.3,18,61.375,68,15,33.5,44,3
"2638","2013-11-20",0.018765,0.021,11,19,14.9125,23.3,7,22,8.7,0,8.7,36,57.458333,65,15,54.5,73,23
"2639","2013-11-21",0.007118,0.01,12,9,14.258333,23.6,7,22,14.7,0,14.7,56,63.875,74,15,85.041667,92,9
"2640","2013-11-25",0.012267,0.016,21,15,9.661538,13.3,17,12,6.5,0,6.5,27,37.538462,38,14,83.769231,89,11
"2641","2013-11-26",0.025647,0.029,13,27,7.2625,14.1,7,13,6.2,0,6.2,26,42.75,52,15,62.625,89,3
"2642","2013-11-27",0.012765,0.029,9,27,14.995833,37,22,35,5.7,0,5.7,24,37.875,44,15,43.708333,63,5
"2643","2013-11-28",0.012294,0.025,10,23,23.504167,35.3,0,33,11.5,0,11.5,48,41.458333,52,14,50.083333,65,6
"2644","2013-11-29",0.023412,0.035,11,32,20.970833,30.9,0,28,14.8,0,14.8,57,45.458333,57,14,61.166667,83,6
"2645","2013-11-30",0.024,0.035,10,32,13.845455,22.5,7,21,8.6,0,8.6,36,54.125,66,15,68.25,83,23
"2646","2013-11-30",0.024,0.035,10,32,13.845455,22.5,7,21,8.3,0,8.3,35,54.125,66,15,68.25,83,23
"2647","2013-12-04",0.017353,0.025,11,23,17.0625,26.9,18,25,10,0,10,42,63.125,78,14,44.461538,58,21
"2648","2013-12-05",0.017,0.019,19,18,6.004167,10.5,17,9,4.9,0,4.9,20,35.083333,47,0,66.666667,89,22
"2649","2013-12-07",0.016,0.016,23,15,7.826667,9.8,17,8,11.2,0,11.2,47,23.6,26,17,80.2,90,19
"2650","2013-12-08",0.014917,0.017,13,16,10.305556,13.9,19,12,17.9,0,17.9,63,29.65,33,16,90.35,94,23
"2651","2013-12-09",0.016529,0.018,7,17,10.943478,15.2,0,14,16,0,16,59,32.291667,33,5,78.791667,94,0
"2652","2013-12-10",0.008941,0.024,9,22,22.0375,41.3,19,39,14.7,0,14.7,56,29.666667,37,16,63.25,77,5
"2653","2013-12-11",0.009,0.012,11,11,30.408333,42,20,40,22.8,0,22.8,74,36.458333,45,13,66.5,83,6
"2654","2013-12-12",0.008353,0.019,9,18,30.845833,43.8,20,41,23,0,23,74,39.291667,48,15,63.375,81,5
"2655","2013-12-12",0.008353,0.019,9,18,30.845833,43.8,20,41,22.4,0,22.4,73,39.291667,48,15,63.375,81,5
"2656","2013-12-13",0.005176,0.007,7,6,25.295833,40.6,0,38,19.4,0,19.4,66,44,48,22,79.416667,92,16
"2657","2013-12-14",0.013471,0.022,12,20,13.15,26.7,23,25,21.6,0,21.6,71,42.083333,47,0,76.458333,94,4
"2658","2013-12-15",0.015765,0.029,10,27,21.872727,39.7,18,37,17.5,0,17.5,62,44.458333,60,15,58.291667,85,5
