Date.Local,nyc.ozone.Mean,nyc.ozone.Max.Value,nyc.ozone.Max.Hour,nyc.ozone.AQI,nyc.nitrogen.Mean,nyc.nitrogen.Max.Value,nyc.nitrogen.Max.Hour,nyc.nitrogen.AQI,nyc.pm.Max.Value,nyc.pm.Max.Hour,nyc.pm.Mean,nyc.pm.AQI,nyc.temp.Mean,nyc.temp.Max.Value,nyc.temp.Max.Hour,nyc.rh.Mean,nyc.rh.Max.Value,nyc.rh.Max.Hour
10/9/09,0.005294,0.015,8,14,33.375,44,16,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/10/09,0.013235,0.021,10,19,16.625,28,21,26,6.5,0,6.5,27,NA,NA,NA,NA,NA,NA
10/11/09,0.018118,0.026,9,24,16.958333,29,19,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/12/09,0.005938,0.016,7,15,21.583333,35,17,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/13/09,0.019529,0.024,11,22,20.956522,44,8,42,8.8,0,8.8,37,NA,NA,NA,NA,NA,NA
10/14/09,0.009176,0.015,8,14,17.291667,30,6,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/15/09,0.010941,0.016,21,15,14.083333,19,6,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/16/09,0.012882,0.014,8,13,14.416667,22,6,21,4.5,0,4.5,19,NA,NA,NA,NA,NA,NA
10/17/09,0.014941,0.018,20,17,14.416667,21,18,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/18/09,0.012765,0.019,11,18,12.791667,24,23,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/19/09,0.009176,0.022,9,20,25.047619,45,19,42,9.3,0,9.3,39,NA,NA,NA,NA,NA,NA
10/20/09,0.008,0.017,10,16,37.125,49,18,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/21/09,0.004588,0.011,9,10,42.208333,58,17,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/22/09,0.013412,0.02,9,19,45.166667,54,17,51,18.9,0,18.9,65,NA,NA,NA,NA,NA,NA
10/23/09,0.016294,0.02,23,19,14.375,37,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/24/09,0.018412,0.024,7,22,14.083333,24,21,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/25/09,0.016625,0.026,9,24,14.458333,30,22,28,4.7,0,4.7,20,NA,NA,NA,NA,NA,NA
10/26/09,0.008412,0.022,8,20,25.652174,41,17,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/27/09,0.009,0.01,10,9,20.375,30,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/28/09,0.016118,0.02,8,19,13.708333,19,14,18,2.6,0,2.6,11,NA,NA,NA,NA,NA,NA
10/29/09,0.011,0.016,7,15,17.25,37,19,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/30/09,0.023882,0.029,9,27,19.291667,34,6,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/31/09,0.018412,0.02,9,19,19.041667,32,7,30,5.2,0,5.2,22,NA,NA,NA,NA,NA,NA
11/1/09,0.013412,0.02,8,19,14.333333,26,18,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/2/09,0.007529,0.015,8,14,14.666667,27,20,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/3/09,0.015471,0.018,13,17,21.272727,32,8,30,10,0,10,42,NA,NA,NA,NA,NA,NA
11/4/09,0.004824,0.011,8,10,18.958333,29,16,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/09,0.012235,0.019,22,18,22.083333,35,17,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/6/09,0.007412,0.014,7,13,14.458333,24,20,23,4.3,0,4.3,18,NA,NA,NA,NA,NA,NA
11/7/09,0.009294,0.013,9,12,25.041667,37,23,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/8/09,0.010941,0.024,8,22,36.875,62,18,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/9/09,0.009471,0.017,9,16,53.695652,75,10,73,35.8,0,35.8,102,NA,NA,NA,NA,NA,NA
11/10/09,0.015706,0.023,20,21,36.416667,52,7,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/11/09,0.022235,0.027,8,25,12.25,19,6,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/12/09,0.021471,0.027,21,25,12.291667,18,16,17,4.2,0,4.2,18,NA,NA,NA,NA,NA,NA
11/13/09,0.025118,0.026,13,24,10.5,19,8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/14/09,0.007647,0.015,7,14,17.75,29,17,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/15/09,0.006706,0.017,7,16,18.916667,31,18,29,7,0,7,29,NA,NA,NA,NA,NA,NA
11/16/09,0.018706,0.026,22,24,19.227273,29,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/17/09,0.008824,0.021,7,19,22.375,42,19,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/18/09,0.012941,0.021,9,19,21.5,34,0,32,6.8,0,6.8,28,NA,NA,NA,NA,NA,NA
11/19/09,0.014471,0.022,21,20,22.333333,30,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/20/09,0.011059,0.022,9,20,19.458333,32,20,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/21/09,0.011706,0.017,9,16,19.75,30,17,28,8.1,0,8.1,34,NA,NA,NA,NA,NA,NA
11/22/09,0.019471,0.028,8,26,16.875,34,19,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/23/09,0.015294,0.017,20,16,14,25,7,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/24/09,0.015706,0.023,22,21,17.25,27,17,25,5.1,0,5.1,21,NA,NA,NA,NA,NA,NA
11/25/09,0.004824,0.013,7,12,18.125,27,14,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/26/09,0.009118,0.012,9,11,18.708333,23,6,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/27/09,0.017412,0.02,10,19,13,19,0,18,7.1,0,7.1,30,NA,NA,NA,NA,NA,NA
11/28/09,0.014235,0.022,7,20,12.083333,21,17,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/29/09,0.008765,0.015,23,14,31.583333,52,20,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/30/09,0.010294,0.018,20,17,24,45,9,42,9.1,0,9.1,38,NA,NA,NA,NA,NA,NA
12/1/09,0.005647,0.012,8,11,24.291667,38,7,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/2/09,0.014529,0.032,22,30,32.833333,60,8,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/3/09,0.015118,0.024,7,22,15.083333,24,19,23,4.5,0,4.5,19,NA,NA,NA,NA,NA,NA
12/4/09,0.008,0.013,8,12,22.541667,30,19,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/5/09,0.010765,0.017,21,16,18.791667,23,5,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/6/09,0.011059,0.022,8,20,19.458333,34,20,32,12.8,0,12.8,52,NA,NA,NA,NA,NA,NA
12/7/09,0.003176,0.005,7,5,33.708333,48,7,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/8/09,0.011294,0.018,8,17,24.043478,35,20,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/9/09,0.008235,0.019,7,18,22.291667,39,15,37,8.3,0,8.3,35,NA,NA,NA,NA,NA,NA
12/10/09,0.017529,0.021,21,19,17.708333,24,7,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/11/09,0.013765,0.019,7,18,20.458333,28,23,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/12/09,0.008294,0.021,8,19,29.458333,44,20,42,11.1,0,11.1,46,NA,NA,NA,NA,NA,NA
12/13/09,0.009588,0.015,23,14,38.541667,52,9,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/14/09,0.004412,0.007,7,6,26.913043,36,15,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/15/09,0.008765,0.022,23,20,23.333333,29,3,27,14.3,0,14.3,56,NA,NA,NA,NA,NA,NA
12/16/09,0.022824,0.026,8,24,16.708333,25,7,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/17/09,0.022882,0.027,9,25,17.583333,26,7,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/18/09,0.011412,0.016,8,15,25.791667,40,17,38,9.8,0,9.8,41,NA,NA,NA,NA,NA,NA
12/19/09,0.021176,0.025,7,23,21.041667,33,16,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/20/09,0.026176,0.03,9,28,17.333333,24,21,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/21/09,0.021294,0.025,10,23,21.041667,35,8,33,6.2,0,6.2,26,NA,NA,NA,NA,NA,NA
12/22/09,0.020706,0.023,8,21,20.625,31,16,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/23/09,0.020294,0.025,10,23,21.217391,32,7,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/24/09,0.008941,0.021,7,19,25.291667,35,18,33,8.8,0,8.8,37,NA,NA,NA,NA,NA,NA
12/25/09,0.023353,0.031,20,29,20.875,33,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/26/09,0.031647,0.034,21,31,8.916667,15,22,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/27/09,0.011941,0.024,7,22,21.291667,38,19,36,8.5,0,8.5,35,NA,NA,NA,NA,NA,NA
12/28/09,0.011941,0.019,23,18,27,45,3,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/29/09,0.022588,0.03,7,28,14.083333,21,21,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/30/09,0.006176,0.015,8,14,33.125,46,17,43,11.1,0,11.1,46,NA,NA,NA,NA,NA,NA
12/31/09,0.002,0.003,7,3,38.208333,43,15,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/1/10,0.008059,0.02,23,19,29.375,41,8,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/2/10,0.020294,0.022,8,20,13.833333,18,6,17,5.8,0,5.8,24,NA,NA,NA,NA,NA,NA
1/3/10,0.021176,0.023,7,21,13.833333,17,17,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/4/10,0.017118,0.02,8,19,19.375,26,7,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/5/10,0.017353,0.02,8,19,20.083333,31,7,29,6.6,0,6.6,28,NA,NA,NA,NA,NA,NA
1/6/10,0.018647,0.022,9,20,18.5,26,7,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/7/10,0.014941,0.021,8,19,20.708333,31,17,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/8/10,0.017471,0.023,20,21,24.291667,36,4,34,12.1,0,12.1,51,NA,NA,NA,NA,NA,NA
1/9/10,0.023706,0.028,8,26,16.416667,23,20,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/10/10,0.016529,0.026,8,24,21.041667,34,23,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/11/10,0.011059,0.021,7,19,32.826087,42,21,40,15.5,0,15.5,58,NA,NA,NA,NA,NA,NA
1/12/10,0.023176,0.027,19,25,21,33,7,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/13/10,0.008647,0.02,8,19,26,42,17,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/14/10,0.003647,0.007,7,6,43.25,49,12,46,30.5,0,30.5,90,NA,NA,NA,NA,NA,NA
1/15/10,0.016059,0.021,20,19,37.041667,55,9,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/16/10,0.009471,0.021,8,19,26.458333,43,19,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/17/10,0.021647,0.028,19,26,24.291667,43,1,41,21,0,21,70,NA,NA,NA,NA,NA,NA
1/18/10,0.011471,0.025,8,23,21.083333,41,22,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/19/10,0.002765,0.003,7,3,39.916667,59,10,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/20/10,0.011941,0.022,9,20,22.75,33,22,31,11.9,0,11.9,50,NA,NA,NA,NA,NA,NA
1/21/10,0.009353,0.022,9,20,30.75,51,23,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/22/10,0.010706,0.017,9,16,30.875,50,0,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/23/10,0.006412,0.014,8,13,32.291667,53,21,50,15.1,0,15.1,57,NA,NA,NA,NA,NA,NA
1/24/10,0.013941,0.033,23,31,36.833333,48,1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/25/10,0.017294,0.032,7,30,18.375,43,18,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/26/10,0.008412,0.012,8,11,19.083333,29,6,27,7.6,0,7.6,32,NA,NA,NA,NA,NA,NA
1/27/10,0.008824,0.015,9,14,24.25,34,22,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/28/10,0.020118,0.028,18,26,29.625,45,10,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/29/10,0.023765,0.027,23,25,16.478261,22,17,21,5.3,0,5.3,22,NA,NA,NA,NA,NA,NA
1/30/10,0.022588,0.026,7,24,17.916667,23,16,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/31/10,0.016765,0.029,8,27,23.208333,40,20,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/1/10,0.013235,0.025,9,23,32.291667,43,19,41,17.1,0,17.1,62,NA,NA,NA,NA,NA,NA
2/2/10,0.009235,0.012,7,11,35.541667,42,15,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/3/10,0.015824,0.021,22,19,30.173913,38,9,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/4/10,0.020588,0.031,9,29,24.473684,41,18,39,7.8,0,7.8,33,NA,NA,NA,NA,NA,NA
2/5/10,0.021412,0.029,23,27,32.333333,49,6,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/6/10,0.024706,0.03,7,28,15.875,25,20,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/7/10,0.026235,0.031,8,29,15.916667,24,23,23,4.7,0,4.7,20,NA,NA,NA,NA,NA,NA
2/8/10,0.022471,0.029,9,27,21.291667,31,7,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/9/10,0.010529,0.026,8,24,30.956522,49,19,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/10/10,0.023294,0.028,21,26,23.125,43,0,41,10.8,0,10.8,45,NA,NA,NA,NA,NA,NA
2/11/10,0.026765,0.031,7,29,15.708333,28,18,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/12/10,0.024471,0.033,9,31,23.041667,41,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/13/10,0.027824,0.029,8,27,19.25,23,0,22,6.8,0,6.8,28,NA,NA,NA,NA,NA,NA
2/14/10,0.021176,0.03,8,28,20.125,32,20,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/15/10,0.020647,0.03,9,28,28.041667,44,17,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/16/10,0.016706,0.019,15,18,25.73913,31,16,29,15.5,0,15.5,58,NA,NA,NA,NA,NA,NA
2/17/10,0.014765,0.019,9,18,29,40,7,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/18/10,0.025529,0.03,20,28,18.041667,26,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/19/10,0.026765,0.029,8,27,17.458333,29,19,27,5.5,0,5.5,23,NA,NA,NA,NA,NA,NA
2/20/10,0.026765,0.033,9,31,17.625,29,20,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/21/10,0.031353,0.037,9,34,19.333333,34,5,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/22/10,0.019059,0.025,22,23,23.666667,42,17,40,5.8,0,5.8,24,NA,NA,NA,NA,NA,NA
2/23/10,0.022529,0.026,8,24,14.333333,25,22,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/24/10,0.013235,0.015,10,14,21.083333,29,7,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/25/10,0.007765,0.011,18,10,23.958333,32,8,30,8.2,0,8.2,34,NA,NA,NA,NA,NA,NA
2/26/10,0.009176,0.016,9,15,21.25,33,22,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/27/10,0.006353,0.012,8,11,32.916667,45,18,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/28/10,0.014412,0.024,23,22,33.666667,52,7,49,21.8,0,21.8,71,NA,NA,NA,NA,NA,NA
3/1/10,0.025059,0.032,9,30,15.541667,25,7,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/2/10,0.025235,0.031,9,29,21.608696,35,19,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/3/10,0.023647,0.027,9,25,18.208333,29,19,27,8.1,0,8.1,34,NA,NA,NA,NA,NA,NA
3/4/10,0.031235,0.034,9,31,17.833333,28,7,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/5/10,0.025235,0.032,8,30,22.041667,38,18,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/6/10,0.033176,0.038,9,35,21,34,6,32,5.5,0,5.5,23,NA,NA,NA,NA,NA,NA
3/7/10,0.036647,0.049,10,45,25.166667,49,21,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/8/10,0.036647,0.046,9,43,24.208333,45,6,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/9/10,0.022176,0.045,9,42,29,68,23,66,10.5,0,10.5,44,NA,NA,NA,NA,NA,NA
3/10/10,0.014471,0.022,8,20,40.75,64,0,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/11/10,0.035412,0.04,22,37,18.708333,32,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/12/10,0.039294,0.042,22,39,11.041667,17,7,16,5.5,0,5.5,23,NA,NA,NA,NA,NA,NA
3/13/10,0.042647,0.044,19,41,6.5,8,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/14/10,0.032941,0.034,7,31,9.208333,17,12,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/15/10,0.031588,0.039,20,36,13,20,17,19,3.3,0,3.3,14,NA,NA,NA,NA,NA,NA
3/16/10,0.019412,0.04,9,37,24.833333,63,22,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/17/10,0.018176,0.039,9,36,42.333333,69,21,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/18/10,0.019412,0.042,10,39,44.166667,70,23,68,14,0,14,55,NA,NA,NA,NA,NA,NA
3/19/10,0.022235,0.045,10,42,46.541667,71,20,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/20/10,0.030059,0.051,10,47,40.416667,70,22,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/21/10,0.032588,0.047,10,44,21.041667,43,22,41,15.3,0,15.3,58,NA,NA,NA,NA,NA,NA
3/22/10,0.019706,0.027,20,25,27.291667,41,6,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/23/10,0.015882,0.029,23,27,22.333333,34,19,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/24/10,0.027471,0.043,10,40,15.541667,47,23,44,4.5,0,4.5,19,NA,NA,NA,NA,NA,NA
3/25/10,0.021118,0.028,9,26,45.375,81,6,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/26/10,0.031588,0.033,10,31,15,30,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/27/10,0.032765,0.037,9,34,14.708333,26,18,25,5.5,0,5.5,23,NA,NA,NA,NA,NA,NA
3/28/10,0.033647,0.04,21,37,14.083333,23,19,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/29/10,0.010824,0.024,22,22,29.208333,49,16,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/30/10,0.020059,0.024,20,22,13.782609,18,13,17,3.8,0,3.8,16,NA,NA,NA,NA,NA,NA
3/31/10,0.016765,0.023,9,21,15.458333,24,19,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/1/10,0.013471,0.03,8,28,21.916667,41,21,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/2/10,0.028235,0.042,11,39,25.833333,45,9,42,8.5,0,8.5,35,NA,NA,NA,NA,NA,NA
4/3/10,0.022176,0.031,9,29,26.666667,43,4,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/4/10,0.026647,0.047,10,44,23.5,49,22,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/5/10,0.024882,0.049,10,45,34.541667,59,21,56,11.7,0,11.7,49,NA,NA,NA,NA,NA,NA
4/6/10,0.028235,0.044,11,41,33.291667,51,0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/7/10,0.037647,0.056,10,54,32.958333,71,7,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/8/10,0.031294,0.039,9,36,28.375,54,3,51,19,0,19,66,NA,NA,NA,NA,NA,NA
4/9/10,0.032588,0.034,19,31,14.208333,29,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/10/10,0.032059,0.04,10,37,13.083333,31,20,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/11/10,0.046529,0.056,10,54,17.083333,29,6,27,12,0,12,50,NA,NA,NA,NA,NA,NA
4/12/10,0.038412,0.045,10,42,14.181818,32,4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/13/10,0.020529,0.037,7,34,22.75,49,20,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/14/10,0.032647,0.046,10,43,25.583333,55,19,52,11.9,0,11.9,50,NA,NA,NA,NA,NA,NA
4/15/10,0.045529,0.05,9,46,18.125,38,5,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/16/10,0.030235,0.04,8,37,13.041667,23,23,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/17/10,0.025176,0.028,10,26,14.833333,26,7,25,6.9,0,6.9,29,NA,NA,NA,NA,NA,NA
4/18/10,0.025,0.026,7,24,11.208333,23,23,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/19/10,0.024765,0.036,9,33,17.666667,38,21,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/20/10,0.021471,0.041,9,38,26.375,55,20,52,5.5,0,5.5,23,NA,NA,NA,NA,NA,NA
4/21/10,0.039,0.049,10,45,28.583333,56,6,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/22/10,0.042765,0.047,11,44,19.958333,38,6,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/23/10,0.040059,0.044,10,41,12.916667,26,6,25,5,0,5,21,NA,NA,NA,NA,NA,NA
4/24/10,0.037118,0.047,9,44,17.458333,31,21,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/25/10,0.042882,0.045,13,42,12.541667,28,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/26/10,0.036,0.042,18,39,12.956522,20,17,19,3.8,0,3.8,16,NA,NA,NA,NA,NA,NA
4/27/10,0.034882,0.042,12,39,15.875,39,6,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/28/10,0.035353,0.041,20,38,13.375,21,5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/29/10,0.033941,0.044,11,41,17.208333,38,5,36,4.1,0,4.1,17,NA,NA,NA,NA,NA,NA
4/30/10,0.028059,0.053,9,49,36.75,74,22,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/1/10,0.045,0.075,10,115,34.875,76,0,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/2/10,0.033647,0.055,10,51,27.375,57,0,54,23.8,0,23.8,76,NA,NA,NA,NA,NA,NA
5/3/10,0.016059,0.025,11,23,24.666667,39,22,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/4/10,0.032176,0.054,10,50,25.791667,48,23,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/5/10,0.048706,0.058,12,61,25.041667,45,0,42,12.5,0,12.5,52,NA,NA,NA,NA,NA,NA
5/6/10,0.041118,0.052,11,48,17.708333,41,6,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/7/10,0.030706,0.036,10,33,16.25,43,22,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/8/10,0.038,0.044,11,41,12.875,30,9,28,6.4,0,6.4,27,NA,NA,NA,NA,NA,NA
5/9/10,0.035529,0.038,18,35,7.208333,12,20,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/10/10,0.036588,0.043,10,40,11.708333,22,5,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/11/10,0.031,0.036,7,33,20.043478,35,18,33,5.3,0,5.3,22,NA,NA,NA,NA,NA,NA
5/12/10,0.028235,0.039,9,36,16.291667,25,21,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/13/10,0.033941,0.04,9,37,20.041667,33,17,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/14/10,0.034765,0.041,11,38,22.25,38,20,36,13.7,0,13.7,54,NA,NA,NA,NA,NA,NA
5/15/10,0.034176,0.043,9,40,11.708333,32,21,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/16/10,0.020941,0.038,11,35,14.875,47,22,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/17/10,0.022412,0.036,9,33,30.217391,56,19,53,6.7,0,6.7,28,NA,NA,NA,NA,NA,NA
5/18/10,0.033706,0.036,10,33,15.875,40,6,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/19/10,0.016059,0.027,9,25,17.916667,32,21,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/20/10,0.021294,0.042,10,39,28.666667,65,21,63,6.9,0,6.9,29,NA,NA,NA,NA,NA,NA
5/21/10,0.055,0.068,13,93,24.041667,54,0,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/22/10,0.036529,0.041,9,38,11.041667,20,19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/23/10,0.032588,0.036,9,33,6.208333,11,19,10,6.3,0,6.3,26,NA,NA,NA,NA,NA,NA
5/24/10,0.017647,0.031,10,29,15.227273,40,23,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/25/10,0.015118,0.027,9,25,28.166667,40,22,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/26/10,0.039,0.055,10,51,21.333333,33,6,31,13.3,0,13.3,54,NA,NA,NA,NA,NA,NA
5/27/10,0.020588,0.032,9,30,14,27,23,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
