Date.Local,phi.ozone.Mean,phi.ozone.Max.Value,phi.ozone.Max.Hour,phi.ozone.AQI,phi.nitrogen.Mean,phi.nitrogen.Max.Value,phi.nitrogen.Max.Hour,phi.nitrogen.AQI,phi.pm.Max.Value,phi.pm.Max.Hour,phi.pm.Mean,phi.pm.AQI
4/23/13,0.017824,0.021,11,19,14.752632,21.4,14,20,NA,NA,NA,NA
4/24/13,0.029941,0.033,11,31,19.5875,36.8,4,34,NA,NA,NA,NA
4/25/13,0.029882,0.042,12,39,12.8,51.5,23,48,NA,NA,NA,NA
4/26/13,0.038059,0.047,11,44,18.736364,44.6,0,42,NA,NA,NA,NA
4/27/13,0.045588,0.052,14,48,12.170833,22.6,0,21,NA,NA,NA,NA
4/28/13,0.052118,0.058,11,61,13.7875,28.6,4,26,NA,NA,NA,NA
4/29/13,0.034588,0.04,19,37,12.845455,18.8,13,17,NA,NA,NA,NA
4/30/13,0.040667,0.047,12,44,7.010526,14.5,6,13,NA,NA,NA,NA
5/1/13,0.028353,0.034,9,31,11.491667,31.5,5,29,NA,NA,NA,NA
5/2/13,0.029824,0.038,11,35,11.668182,30,5,28,NA,NA,NA,NA
5/3/13,0.034529,0.04,13,37,6.975,14.6,0,13,NA,NA,NA,NA
5/4/13,0.036471,0.039,15,36,6.5375,13.3,5,12,NA,NA,NA,NA
5/5/13,0.039882,0.044,11,41,3.672727,5.7,20,5,NA,NA,NA,NA
5/6/13,0.026412,0.029,11,27,6.85,13.7,6,12,NA,NA,NA,NA
5/7/13,0.019882,0.022,14,20,8.266667,15,7,14,NA,NA,NA,NA
5/8/13,0.026471,0.032,13,30,11.209091,17.7,18,16,NA,NA,NA,NA
5/9/13,0.021824,0.031,11,29,16.5875,36.1,22,34,NA,NA,NA,NA
5/10/13,0.036765,0.045,13,42,17.066667,30.7,5,28,9.8,0,9.8,41
5/11/13,0.024,0.027,13,25,12.772727,21.6,21,20,NA,NA,NA,NA
5/12/13,0.030412,0.034,12,31,5.675,8.6,21,8,NA,NA,NA,NA
5/13/13,0.030529,0.035,12,32,9.645833,20.4,5,19,NA,NA,NA,NA
5/14/13,0.031882,0.036,12,33,11.763158,25,22,24,NA,NA,NA,NA
5/15/13,0.021941,0.035,11,32,23.045833,56.3,22,53,NA,NA,NA,NA
5/16/13,0.034824,0.044,12,41,25.3125,45.1,6,42,NA,NA,NA,NA
5/17/13,0.034882,0.04,16,37,11.319048,22.6,5,21,NA,NA,NA,NA
5/18/13,0.023529,0.029,8,27,9.1625,17.5,5,16,NA,NA,NA,NA
5/19/13,0.016824,0.02,13,19,4.529167,7.1,22,7,NA,NA,NA,NA
5/20/13,0.013588,0.02,12,19,17.85,34.3,21,32,NA,NA,NA,NA
5/21/13,0.021235,0.027,16,25,14.542105,18.9,0,17,NA,NA,NA,NA
5/22/13,0.024353,0.033,13,31,13.733333,22.8,8,21,17.7,0,17.7,63
5/23/13,0.015529,0.02,18,19,9.209091,13.4,6,12,NA,NA,NA,NA
5/24/13,0.013471,0.019,20,18,8.483333,19.5,6,18,NA,NA,NA,NA
5/25/13,0.026,0.029,21,27,4.4375,8.5,19,8,2.5,0,2.5,10
5/26/13,0.021059,0.03,12,28,7.459091,26.1,21,25,NA,NA,NA,NA
5/27/13,0.030412,0.039,11,36,14.366667,27.5,3,25,NA,NA,NA,NA
5/28/13,0.008625,0.011,16,10,25.425,39.3,7,37,13.7,0,13.7,54
5/29/13,0.034235,0.046,12,43,17.409091,28.1,8,26,NA,NA,NA,NA
5/30/13,0.035118,0.045,13,42,17.804167,28.9,9,26,NA,NA,NA,NA
5/31/13,0.030353,0.038,11,35,20.791667,39.2,5,37,15.3,0,15.3,58
6/1/13,0.023588,0.03,12,28,10.940909,14.8,8,13,NA,NA,NA,NA
6/2/13,0.02,0.025,11,23,8.229167,11.4,20,10,NA,NA,NA,NA
6/3/13,0.016176,0.023,23,21,18.483333,47,20,44,9.5,0,9.5,40
6/4/13,0.030471,0.036,12,33,9.544444,16.8,23,15,NA,NA,NA,NA
6/5/13,0.036647,0.045,14,42,11.2,23.4,5,22,NA,NA,NA,NA
6/6/13,0.023059,0.032,9,30,8.891667,14.9,7,13,NA,NA,NA,NA
6/7/13,0.001765,0.004,19,4,10.577273,16.3,18,15,NA,NA,NA,NA
6/8/13,0.012882,0.017,23,16,10.825,29.8,22,27,5.4,0,5.4,23
6/9/13,0.038824,0.046,11,43,9.5875,14.2,0,13,12,0,12,50
6/10/13,0.007235,0.013,21,12,10.754545,19.8,7,18,7.5,0,7.5,31
6/11/13,0.027529,0.03,19,28,9.27,15.3,7,14,7.4,0,7.4,31
6/12/13,0.027588,0.033,23,31,12.116667,32.1,21,30,NA,NA,NA,NA
6/13/13,0.023941,0.028,13,26,13.672727,22.4,18,21,NA,NA,NA,NA
6/14/13,0.015,0.021,9,19,11.495833,31.2,22,29,NA,NA,NA,NA
6/15/13,0.025529,0.035,12,32,13.395833,30.5,23,28,9.6,0,9.6,40
6/16/13,0.024588,0.036,10,33,17.918182,33,8,31,12.5,0,12.5,52
6/17/13,0.028294,0.033,10,31,16.229167,25.3,21,24,11.7,0,11.7,49
6/18/13,0.005647,0.009,7,8,23.214286,36.9,8,34,10.2,0,10.2,43
6/19/13,0.024,0.03,14,28,8.109524,13.6,19,12,6.2,0,6.2,26
6/20/13,0.031529,0.04,13,37,15.75,32.1,6,30,8.4,0,8.4,35
6/21/13,0.034176,0.047,11,44,17.375,30.7,6,28,9.6,0,9.6,40
6/22/13,0.028941,0.039,11,36,14.136364,27.5,7,25,8.2,0,8.2,34
6/23/13,0.008588,0.012,7,11,11.604167,19.2,1,18,6.8,0,6.8,28
6/24/13,0.022765,0.031,9,29,18.0875,38.5,18,36,11.6,0,11.6,48
6/25/13,0.021067,0.03,9,28,18.694737,35.6,18,33,13.9,0,13.9,55
6/26/13,0.022529,0.041,9,38,15.2125,24.4,18,23,NA,NA,NA,NA
6/27/13,0.018118,0.03,9,28,14.658333,28,1,26,NA,NA,NA,NA
6/28/13,0.013118,0.022,9,20,16.504545,27.1,21,25,8,0,8,33
6/29/13,0.031,0.042,11,39,12.291667,17.2,7,16,8.5,0,8.5,35
6/30/13,0.014588,0.017,16,16,7.504167,12.9,12,11,9.5,0,9.5,40
7/1/13,0.010824,0.014,17,13,8.966667,14.9,9,13,5,0,5,21
7/2/13,0.007588,0.011,12,10,9.985714,14.9,18,13,5.1,0,5.1,21
7/3/13,0.006412,0.01,12,9,11.5875,17.5,19,16,7,0,7,29
7/4/13,0.006765,0.01,11,9,7.868182,11.3,22,10,10.3,0,10.3,43
7/5/13,0.012765,0.017,11,16,10.25,15.4,9,14,7,0,7,29
7/6/13,0.022294,0.034,12,31,10.1875,14.1,19,13,7.9,0,7.9,33
7/7/13,0.021412,0.032,10,30,9.177273,12.2,5,11,8,0,8,33
7/8/13,0.027588,0.033,12,31,13.791667,26.5,23,25,8.5,0,8.5,35
7/9/13,0.034176,0.04,12,37,19.490476,34.3,4,32,17.3,0,17.3,62
7/10/13,0.030118,0.037,13,34,15.004545,18.7,12,17,13.2,0,13.2,53
7/11/13,0.029471,0.04,13,37,11.65,18.1,6,17,8.9,0,8.9,37
7/12/13,0.008882,0.014,9,13,10.166667,17.2,15,16,6.7,0,6.7,28
7/13/13,0.005471,0.01,7,9,7.704545,15.6,19,14,4.4,0,4.4,18
7/14/13,0.008647,0.014,13,13,7.4,13.1,22,12,8,0,8,33
7/15/13,0.024529,0.031,13,29,10.6,15.4,7,14,10.7,0,10.7,45
7/16/13,0.024941,0.035,13,32,11.931579,27.8,22,25,14.7,0,14.7,56
7/17/13,0.034647,0.042,12,39,14.969565,29.4,0,27,17.5,0,17.5,62
7/18/13,0.034353,0.042,16,39,13.091667,24.7,0,23,19.5,0,19.5,67
7/19/13,0.038059,0.044,10,41,16.440909,25.7,6,24,27.3,0,27.3,83
7/20/13,0.022588,0.032,13,30,9.8625,13.6,23,12,14.1,0,14.1,55
7/21/13,0.032294,0.038,12,35,7.716667,13.4,2,12,12.2,0,12.2,51
7/22/13,0.020588,0.026,11,24,8.595238,13.9,6,12,11.4,0,11.4,48
7/23/13,0.020882,0.024,12,22,11.4,19.4,22,18,8,0,8,33
7/24/13,0.020533,0.023,11,21,10.691667,21.5,5,20,7.9,0,7.9,33
7/25/13,0.009059,0.011,15,10,9.331818,12.9,16,11,4.6,0,4.6,19
7/26/13,0.026706,0.033,12,31,11.495833,32.7,22,30,6.7,0,6.7,28
7/27/13,0.033471,0.038,13,35,8.429167,12.4,6,11,9.5,0,9.5,40
7/28/13,0.009471,0.021,7,19,6.868182,9.6,15,8,5.6,0,5.6,23
7/29/13,0.025588,0.033,12,31,10.333333,19.2,22,18,6.9,0,6.9,29
7/30/13,0.019471,0.03,12,28,11.52381,30.6,23,28,9.1,0,9.1,38
7/31/13,0.037941,0.044,12,41,16.6,30.3,1,28,12.6,0,12.6,52
8/1/13,0.004647,0.008,20,7,12.329167,18.6,16,17,10.2,0,10.2,43
8/2/13,0.026235,0.034,13,31,13.3,23,23,22,10,0,10,42
8/3/13,0.016765,0.021,13,19,13.763636,24.8,1,23,12.7,0,12.7,52
8/4/13,0.015176,0.019,12,18,7.05,12.4,0,11,7.6,0,7.6,32
8/5/13,0.017882,0.029,12,27,12.269565,35.1,23,33,4.7,0,4.7,20
8/6/13,0.017235,0.021,9,19,19.026316,34.1,0,32,7.4,0,7.4,31
8/7/13,0.013765,0.017,15,16,10.920833,19.6,6,18,6.5,0,6.5,27
8/8/13,0.014176,0.017,11,16,12.375,19.9,8,18,9.2,0,9.2,38
8/9/13,0.0148,0.017,9,16,14.859091,20.8,20,19,9.3,0,9.3,39
8/10/13,0.023882,0.029,13,27,11.033333,19.2,20,18,8.7,0,8.7,36
8/11/13,0.030706,0.04,12,37,9.204167,14.8,0,13,7.9,0,7.9,33
8/12/13,0.021118,0.033,14,31,14.604545,28.6,6,26,13.7,0,13.7,54
8/13/13,0.023353,0.028,14,26,12.838095,18.8,1,17,11.2,0,11.2,47
8/14/13,0.012765,0.018,12,17,9.191667,21,22,20,3.5,0,3.5,15
8/15/13,0.016824,0.029,12,27,15.35,38,22,36,6.1,0,6.1,25
8/16/13,0.034471,0.047,11,44,18.045833,37.5,7,35,7.5,0,7.5,31
8/17/13,0.032824,0.04,12,37,13.533333,32.8,1,30,7.9,0,7.9,33
8/18/13,0.027765,0.034,10,31,11.972727,24.1,1,23,10.3,0,10.3,43
8/19/13,0.022647,0.025,9,23,16.0125,28.5,6,26,8.9,0,8.9,37
8/20/13,0.030294,0.038,11,35,13.919048,22.4,7,21,11.4,0,11.4,48
8/21/13,0.030471,0.043,9,40,15.981818,30.9,7,28,15.2,0,15.2,58
8/22/13,0.017765,0.025,22,23,16.995833,34.8,18,32,10.5,0,10.5,44
8/23/13,0.011647,0.016,23,15,14.233333,29.7,20,27,9.4,0,9.4,39
8/24/13,0.023118,0.035,13,32,8.372727,22.7,23,21,4.8,0,4.8,20
8/25/13,0.027765,0.039,11,36,14.408333,27.8,0,25,7.3,0,7.3,30
8/26/13,0.031529,0.04,12,37,16.725,22.2,20,21,10.7,0,10.7,45
8/27/13,0.025882,0.038,12,35,13.347368,34.8,23,32,10,0,10,42
8/28/13,0.009176,0.017,23,16,27.368421,38.7,7,36,16.8,0,16.8,61
8/29/13,0.032118,0.038,12,35,10.929167,17.9,1,16,NA,NA,NA,NA
8/30/13,0.025353,0.03,12,28,15.322727,21.4,6,20,10.5,0,10.5,44
8/31/13,0.023,0.028,12,26,10.583333,15.2,11,14,11,0,11,46
9/1/13,0.023176,0.031,11,29,9.304167,13.3,10,12,10.7,0,10.7,45
9/2/13,0.011824,0.019,14,18,12.177273,19.5,17,18,11,0,11,46
9/3/13,0.020235,0.026,13,24,12.87619,22.3,5,21,7.5,0,7.5,31
9/4/13,0.028647,0.035,15,32,11.995833,21.6,19,20,4.4,0,4.4,18
9/5/13,0.023294,0.028,11,26,14.8,24.7,5,23,7.2,0,7.2,30
9/6/13,0.019824,0.026,11,24,11.05,24.5,20,23,3.3,0,3.3,14
9/7/13,0.029412,0.036,11,33,18.25,30.3,2,28,7.4,0,7.4,31
9/8/13,0.021471,0.028,9,26,8.877273,15,0,14,11,0,11,46
9/9/13,0.016059,0.019,11,18,10.325,20.4,5,19,3.9,0,3.9,16
9/10/13,0.024941,0.031,12,29,15.914286,23.8,7,22,15.1,0,15.1,57
9/11/13,0.031,0.036,11,33,19.971429,34.6,10,32,20.4,0,20.4,68
9/12/13,0.022353,0.029,12,27,17.179167,24.9,6,23,17.3,0,17.3,62
9/13/13,0.011471,0.013,12,12,10.504167,19.2,5,18,4.8,0,4.8,20
9/14/13,0.008529,0.013,10,12,8.731818,17.1,23,16,2.6,0,2.6,11
9/15/13,0.021706,0.027,12,25,13.045833,19.6,1,18,5.3,0,5.3,22
9/16/13,0.016353,0.021,15,19,14.333333,27.6,6,25,6.4,0,6.4,27
9/17/13,0.015706,0.02,13,19,11.752941,21,18,20,2.2,0,2.2,9
9/18/13,0.018765,0.027,11,25,21.079167,31.6,23,29,7.8,0,7.8,33
9/19/13,0.025353,0.035,11,32,21.258333,34.4,19,32,6.8,0,6.8,28
9/20/13,0.026176,0.036,11,33,20.781818,44.9,8,42,9,0,9,38
9/21/13,0.017,0.025,10,23,12.141667,23.6,9,22,5.1,0,5.1,21
9/22/13,0.014176,0.016,20,15,6.420833,13.6,19,12,2.4,0,2.4,10
9/23/13,0.014941,0.017,10,16,9.613636,18.8,6,17,2.8,0,2.8,12
9/24/13,0.014882,0.019,11,18,12.238095,27.5,18,25,3.4,0,3.4,14
9/25/13,0.008882,0.018,10,17,18.408333,37.9,19,35,3.7,0,3.7,15
9/26/13,0.013176,0.016,11,15,20.17619,29.6,8,27,6.3,0,6.3,26
9/27/13,0.013059,0.019,9,18,14.375,21.7,22,20,5,0,5,21
9/28/13,0.014059,0.023,10,21,12.716667,27.6,22,25,4.4,0,4.4,18
9/29/13,0.018941,0.026,12,24,9.736364,19.8,0,18,5.5,0,5.5,23
9/30/13,0.013824,0.026,10,24,19.8625,41.1,20,39,6.9,0,6.9,29
10/1/13,0.015294,0.025,10,23,24.285714,36.1,7,34,13.2,0,13.2,53
10/2/13,0.022118,0.032,11,30,22.831818,38.6,6,36,14.3,0,14.3,56
10/3/13,0.0222,0.036,9,33,22.391667,35.1,6,33,14.4,0,14.4,56
10/4/13,0.019706,0.029,10,27,26.754167,45.2,8,42,16.9,0,16.9,61
10/5/13,0.032118,0.039,11,36,14.672727,26.1,8,25,15.5,0,15.5,58
10/6/13,0.023882,0.029,14,27,5.904167,10.9,17,9,13.6,0,13.6,54
10/7/13,0.007941,0.009,7,8,12.041667,25.6,5,24,5.8,0,5.8,24
10/8/13,0.010313,0.015,9,14,13.189474,26.2,18,25,3.6,0,3.6,15
10/9/13,0.018706,0.022,12,20,12.558333,22.8,6,21,3.6,0,3.6,15
10/10/13,0.003824,0.008,20,7,14.358333,22,19,21,3.7,0,3.7,15
10/11/13,0.010647,0.017,20,16,15.990909,22.3,18,21,3.5,0,3.5,15
10/12/13,0.022824,0.026,17,24,7.595833,14.1,8,13,4.9,0,4.9,20
10/13/13,0.022059,0.026,13,24,4.779167,14.7,23,13,4.6,0,4.6,19
10/14/13,0.014059,0.022,12,20,14.827273,29.1,22,27,4.8,0,4.8,20
10/15/13,0.019059,0.024,12,22,17.666667,27.8,6,25,4.7,0,4.7,20
10/16/13,0.008941,0.014,21,13,21.85,34.6,18,32,5.9,0,5.9,25
10/17/13,0.015471,0.02,20,19,15.195455,21.7,17,20,8.8,0,8.8,37
10/18/13,0.006765,0.014,9,13,16.095833,33.5,20,31,5.2,0,5.2,22
10/19/13,0.017412,0.02,12,19,18.983333,36.1,9,34,10.5,0,10.5,44
10/20/13,0.009647,0.021,10,19,14.581818,37.4,20,35,5.8,0,5.8,24
10/21/13,0.016941,0.023,14,21,22.5875,48.2,8,45,7.2,0,7.2,30
10/22/13,0.011688,0.013,19,12,22.33,34.8,6,32,7.3,0,7.3,30
10/23/13,0.012824,0.015,13,14,17.581818,30.2,6,28,4.2,0,4.2,18
10/24/13,0.009353,0.014,10,13,15.283333,24.7,21,23,5.1,0,5.1,21
10/25/13,0.006176,0.012,9,11,18.520833,28.3,19,26,6.7,0,6.7,28
10/26/13,0.018235,0.021,12,19,18.654545,25.7,4,24,6.7,0,6.7,28
10/27/13,0.007824,0.016,9,15,16.020833,31.2,22,29,5,0,5,21
10/28/13,0.007824,0.014,10,13,29.052174,40.3,20,38,10.3,0,10.3,43
10/29/13,0.005588,0.009,14,8,21.205263,32.4,17,30,7.3,0,7.3,30
10/30/13,0.003235,0.006,13,6,28.908333,38.6,13,36,13.8,0,13.8,55
10/31/13,0.017647,0.021,14,19,21.6125,33.1,10,31,16,0,16,59
11/1/13,0.006412,0.015,7,14,20.163636,31.8,18,29,6.6,0,6.6,28
11/2/13,0.014176,0.019,11,18,19.429167,32.4,8,30,7.4,0,7.4,31
11/3/13,0.018471,0.021,14,19,8.291667,12,0,11,2.7,0,2.7,11
11/4/13,0.009529,0.015,8,14,17.713636,32.9,22,30,4.1,0,4.1,17
11/5/13,0.012471,0.02,12,19,25.090476,36.3,6,34,4.9,0,4.9,20
11/6/13,0.015529,0.018,8,17,18.045833,38.3,8,36,NA,NA,NA,NA
11/7/13,0.009824,0.018,22,17,8.686364,16.7,11,15,1.5,0,1.5,6
11/8/13,0.004,0.008,12,7,9.191667,24.8,7,23,NA,NA,NA,NA
11/9/13,0.008765,0.013,9,12,13.854167,27.1,22,25,5.7,0,5.7,24
11/10/13,0.019059,0.022,10,20,6.731818,19,7,18,7.6,0,7.6,32
11/11/13,0.004647,0.006,18,6,8.554167,25.7,7,24,4.3,0,4.3,18
11/12/13,0.012412,0.015,14,14,6.538095,17,23,16,4.2,0,4.2,18
11/13/13,0.009412,0.019,8,18,13.719048,27.9,19,25,3.6,0,3.6,15
11/14/13,0.005765,0.013,8,12,19.466667,36,18,34,6.5,0,6.5,27
11/15/13,0.002176,0.005,8,5,38.0125,50.6,7,47,21.5,0,21.5,71
11/16/13,0.018588,0.026,10,24,16.681818,36,0,34,18.8,0,18.8,65
11/17/13,0.024294,0.026,10,24,7.208696,16.3,18,15,10.1,0,10.1,42
11/18/13,0.026588,0.031,10,29,12.876471,21.1,17,20,2.7,0,2.7,11
11/19/13,0.024235,0.029,10,27,10.215789,22.2,23,21,2.7,0,2.7,11
11/20/13,0.009353,0.025,8,23,NA,NA,NA,NA,4.2,0,4.2,18
11/21/13,0.010706,0.017,11,16,NA,NA,NA,NA,5.2,0,5.2,22
11/22/13,0.004647,0.014,23,13,NA,NA,NA,NA,16.9,0,16.9,61
11/23/13,0.024824,0.028,22,26,NA,NA,NA,NA,NA,NA,NA,NA
11/24/13,0.021588,0.029,7,27,NA,NA,NA,NA,NA,NA,NA,NA
11/25/13,0.014765,0.018,8,17,NA,NA,NA,NA,NA,NA,NA,NA
11/26/13,0.013353,0.026,21,24,NA,NA,NA,NA,NA,NA,NA,NA
11/27/13,0.018143,0.023,20,21,13.55,23.7,8,22,NA,NA,NA,NA
11/28/13,0.016,0.028,8,26,14.013636,33.2,19,31,4,0,4,17
11/29/13,0.014471,0.02,9,19,24.004167,41.9,7,39,11.1,0,11.1,46
11/30/13,0.017588,0.026,11,24,17.329167,30.4,23,28,6.2,0,6.2,26
12/1/13,0.006765,0.017,8,16,30.3,39.3,18,37,13.8,0,13.8,55
12/2/13,0.001353,0.003,7,3,43.3,55.1,18,52,34.5,0,34.5,98
12/3/13,0.002471,0.005,8,5,42.038095,51.8,23,48,30.8,0,30.8,90
12/4/13,0.000588,0.002,7,2,44.636364,49.9,6,46,35.1,0,35.1,99
12/5/13,0.002176,0.005,23,5,30.475,36.7,11,34,20.5,0,20.5,69
12/6/13,0.016588,0.023,22,21,15.165,20.1,0,19,5.7,0,5.7,24
12/7/13,0.015588,0.023,8,21,16.131818,31.7,21,29,6,0,6,25
12/8/13,0.008294,0.017,7,16,20.416667,32,16,30,8.4,0,8.4,35
12/9/13,0.001353,0.003,7,3,29.1,32.8,14,30,8.6,0,8.6,36
12/10/13,0.008,0.013,8,12,26.836842,36.7,17,34,14,0,14,55
12/11/13,0.008647,0.019,8,18,35.216667,49.5,6,46,8.3,0,8.3,35
12/12/13,0.014059,0.022,9,20,27.054167,45.2,0,42,12.3,0,12.3,51
12/13/13,0.007941,0.021,8,19,31.727273,50.1,23,47,10.7,0,10.7,45
12/14/13,0.012588,0.018,11,17,28.1125,49.5,1,46,11.2,0,11.2,47
12/15/13,0.017706,0.019,10,18,18.7625,31.7,0,29,6.6,0,6.6,28
12/16/13,0.014706,0.025,9,23,22.690909,43.8,23,41,10.5,0,10.5,44
12/17/13,0.001471,0.007,7,6,29.728571,40.2,17,38,17.6,0,17.6,63
12/18/13,0.008882,0.02,9,19,30.741667,42.5,18,40,15.1,0,15.1,57
12/19/13,0.002529,0.008,8,7,39.081818,48.2,20,45,16.4,0,16.4,60
12/20/13,0.004176,0.009,8,8,42,59.2,7,56,17.1,0,17.1,62
12/21/13,0.019941,0.024,21,22,28.470833,41.6,0,39,11.9,0,11.9,50
12/22/13,0.017529,0.02,11,19,13.495455,24.2,21,23,4,0,4,17
12/23/13,0.012765,0.023,23,21,17.109091,31.4,7,29,5.4,0,5.4,23
12/24/13,0.022941,0.025,9,23,11.658333,20.3,8,19,5.2,0,5.2,22
12/25/13,0.019,0.028,7,26,13.063636,22.2,18,21,4.6,0,4.6,19
12/26/13,0.006176,0.013,9,12,33.880952,43.1,7,41,14,0,14,55
12/27/13,0.007529,0.019,9,18,39.24,49.5,23,46,10.3,0,10.3,43
12/28/13,0.010706,0.02,11,19,33.845455,48.4,0,45,8.7,0,8.7,36
12/29/13,0.014294,0.016,10,15,26.8,41.7,1,39,5.8,0,5.8,24
12/30/13,0.019412,0.023,20,21,20.566667,36,6,34,5.7,0,5.7,24
12/31/13,0.0145,0.017,17,16,19.505263,28.2,10,26,5.7,0,5.7,24
1/1/14,0.007118,0.014,9,13,25.7375,36.4,5,34,NA,NA,NA,NA
1/2/14,0.011,0.021,22,19,27.175,31.5,0,29,NA,NA,NA,NA
1/3/14,0.020412,0.03,8,28,15.295455,26.5,18,25,NA,NA,NA,NA
1/4/14,0.011765,0.025,9,23,35.1,51.5,20,48,NA,NA,NA,NA
1/5/14,0.006235,0.019,23,18,42.1875,59,4,56,NA,NA,NA,NA
1/6/14,0.023235,0.029,22,27,14.65,24,9,23,NA,NA,NA,NA
1/7/14,0.015,0.023,11,21,16.108696,26,22,25,NA,NA,NA,NA
1/8/14,0.008647,0.019,9,18,29.091667,41.4,20,39,NA,NA,NA,NA
1/9/14,0.006824,0.017,9,16,30.290909,39.7,0,37,NA,NA,NA,NA
1/10/14,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA
1/11/14,0.011824,0.019,23,18,NA,NA,NA,NA,9.8,0,9.8,41
1/12/14,0.009353,0.02,7,19,14.695455,33.3,20,31,7.1,0,7.1,30
1/13/14,0.016294,0.021,20,19,30.608696,51,7,48,15.2,0,15.2,58
1/14/14,0.001706,0.004,8,4,28.019048,38.3,10,36,11,0,11,46
1/15/14,0.008412,0.017,23,16,25.913636,34.3,17,32,16.3,0,16.3,60
1/16/14,0.005588,0.013,8,12,20.966667,36.5,22,34,14.1,0,14.1,55
1/17/14,0.004824,0.012,9,11,33.425,44.2,19,42,25.2,0,25.2,79
1/18/14,0.017941,0.022,9,20,17.354545,35.2,0,33,14,0,14,55
1/19/14,0.011,0.017,9,16,20.270833,34.5,18,32,14.2,0,14.2,55
1/20/14,0.017647,0.023,22,21,22.179167,33.7,8,31,9.7,0,9.7,40
1/21/14,0.023882,0.028,21,26,13.968182,19.4,11,18,5,0,5,21
1/22/14,0.022,0.031,8,29,12.795833,25.6,18,24,4.7,0,4.7,20
1/23/14,0.014706,0.02,9,19,24.904167,42.3,7,40,15.5,0,15.5,58
1/24/14,0.017429,0.023,23,21,22.827273,41.3,19,39,15,0,15,57
1/25/14,0.014353,0.024,23,22,22.9,41.5,22,39,13,0,13,53
1/26/14,0.014529,0.028,8,26,21.416667,45.1,23,42,8,0,8,33
1/27/14,0.027706,0.031,20,29,26.222727,62.6,6,60,12.5,0,12.5,52
1/28/14,0.020353,0.026,7,24,14.542857,24.5,17,23,10.6,0,10.6,44
1/29/14,0.013118,0.024,9,22,23.233333,40.2,22,38,NA,NA,NA,NA
1/30/14,0.009,0.019,9,18,37.313636,51.7,6,48,NA,NA,NA,NA
1/31/14,0.008353,0.021,9,19,41.070833,56.1,21,53,NA,NA,NA,NA
2/1/14,0.009647,0.022,10,20,40.770833,55.8,3,52,NA,NA,NA,NA
2/2/14,0.012235,0.017,21,16,46.318182,64,13,62,NA,NA,NA,NA
2/3/14,0.018824,0.021,11,19,17.395833,25.7,9,24,NA,NA,NA,NA
2/4/14,0.010294,0.02,8,19,25.714286,44.1,17,42,NA,NA,NA,NA
2/5/14,0.013353,0.03,22,28,30.363636,41.2,17,39,NA,NA,NA,NA
2/6/14,0.017235,0.03,8,28,19.3125,44.9,23,42,NA,NA,NA,NA
2/7/14,0.014353,0.026,9,24,32.933333,50.3,20,47,NA,NA,NA,NA
2/8/14,0.016118,0.026,8,24,26.168182,36.9,23,34,NA,NA,NA,NA
2/9/14,0.014294,0.025,7,23,26.554167,36.7,0,34,NA,NA,NA,NA
2/10/14,0.019765,0.034,9,31,25.670833,43.4,22,41,NA,NA,NA,NA
2/11/14,0.023588,0.034,9,31,23.684211,46.8,0,43,NA,NA,NA,NA
2/12/14,0.012583,0.017,13,16,23.2,37.8,6,35,NA,NA,NA,NA
2/13/14,0.023941,0.03,23,28,23.058333,44.7,2,42,NA,NA,NA,NA
2/14/14,0.014294,0.031,8,29,26.363636,60.5,22,57,NA,NA,NA,NA
2/15/14,0.028824,0.038,19,35,28.275,51.9,0,48,NA,NA,NA,NA
2/16/14,0.029588,0.033,7,31,14.716667,26.3,21,25,NA,NA,NA,NA
2/17/14,0.015765,0.031,9,29,24.186364,49.6,20,46,NA,NA,NA,NA
2/18/14,0.009412,0.022,10,20,34.37619,56.1,22,53,NA,NA,NA,NA
2/19/14,0.009412,0.019,19,18,42.920833,58.5,19,55,NA,NA,NA,NA
2/20/14,0.020059,0.024,10,22,36.136364,67.7,7,65,NA,NA,NA,NA
2/21/14,0.001765,0.004,8,4,33.854167,45.5,19,42,NA,NA,NA,NA
2/22/14,0.016529,0.026,10,24,32.516667,49.2,9,46,NA,NA,NA,NA
2/23/14,0.026882,0.03,10,28,25.454545,40.3,5,38,NA,NA,NA,NA
2/24/14,0.029529,0.034,8,31,13.8625,29.6,6,27,NA,NA,NA,NA
2/25/14,0.017882,0.025,9,23,22.87619,36.4,21,34,NA,NA,NA,NA
2/26/14,0.020882,0.031,11,29,23.718182,40.3,4,38,NA,NA,NA,NA
2/27/14,0.029882,0.033,18,31,24.520833,48.3,4,45,NA,NA,NA,NA
2/28/14,0.014786,0.031,10,29,17.583333,39.5,23,37,NA,NA,NA,NA
3/1/14,0.012882,0.026,9,24,31.454545,47.1,21,44,NA,NA,NA,NA
3/2/14,0.019235,0.034,23,31,33.058333,43.4,3,41,NA,NA,NA,NA
3/3/14,0.022294,0.03,7,28,15.120833,32.9,20,30,NA,NA,NA,NA
3/4/14,0.008882,0.022,7,20,28.005263,53.9,23,50,NA,NA,NA,NA
3/5/14,0.028529,0.033,20,31,31.729167,60.4,6,57,NA,NA,NA,NA
3/6/14,0.025529,0.029,15,27,13.891667,18.9,12,17,NA,NA,NA,NA
3/7/14,0.015647,0.019,22,18,26.527273,38.7,17,36,NA,NA,NA,NA
3/8/14,0.030529,0.038,10,35,22.375,46.1,20,43,NA,NA,NA,NA
