Date.Local,phi.ozone.Mean,phi.ozone.Max.Value,phi.ozone.Max.Hour,phi.ozone.AQI,phi.nitrogen.Mean,phi.nitrogen.Max.Value,phi.nitrogen.Max.Hour,phi.nitrogen.AQI,phi.pm.Max.Value,phi.pm.Max.Hour,phi.pm.Mean,phi.pm.AQI
1/1/07,0.004824,0.008,20,7,21,34,10,32,9.2,0,9.2,38
1/2/07,0.009529,0.022,9,20,17.166667,36,20,34,3.5,0,3.5,15
1/3/07,0.004176,0.009,9,8,30.875,50,7,47,14.2,0,14.2,55
1/4/07,0.002353,0.004,8,4,33.75,45,19,42,21.5,0,21.5,71
1/5/07,0.002941,0.008,23,7,25.375,30,0,28,13.3,0,13.3,54
1/6/07,0.018824,0.021,12,19,11.416667,16,9,15,6.6,0,6.6,28
1/7/07,0.017176,0.023,9,21,10.208333,19,21,18,4.6,0,4.6,19
1/8/07,0.014706,0.018,15,17,19.875,32,6,30,4.7,0,4.7,20
1/9/07,0.011176,0.016,22,15,22.727273,34,8,32,6.2,0,6.2,26
1/10/07,0.013412,0.02,8,19,17.833333,28,19,26,5.2,0,5.2,22
1/11/07,0.006118,0.01,8,9,29,40,7,38,11.9,0,11.9,50
1/12/07,0.002059,0.003,7,3,33.041667,38,16,36,15.9,0,15.9,59
1/13/07,0.001471,0.003,7,3,30.208333,37,18,35,19.8,0,19.8,67
1/14/07,0.001176,0.002,7,2,20.25,26,1,25,21.4,0,21.4,71
1/15/07,0.004118,0.008,21,7,23.666667,39,16,37,20.2,0,20.2,68
1/16/07,0.019294,0.022,17,20,13.583333,29,0,27,4.8,0,4.8,20
1/17/07,0.010235,0.022,8,20,19.083333,38,21,36,5,0,5,21
1/18/07,0.002294,0.003,7,3,37.916667,40,5,38,21,0,21,70
1/19/07,0.016235,0.019,22,18,24.25,40,0,38,19.6,0,19.6,67
1/20/07,0.023412,0.024,14,22,11.041667,16,0,15,5.2,0,5.2,22
1/21/07,0.013059,0.022,7,20,18.958333,36,17,34,8.2,0,8.2,34
1/22/07,0.001765,0.003,7,3,28.333333,35,11,33,25.7,0,25.7,80
1/23/07,0.007235,0.014,9,13,24.954545,40,19,38,22.9,0,22.9,74
1/24/07,0.006,0.012,7,11,29.541667,38,6,36,22.3,0,22.3,72
1/25/07,0.021706,0.025,20,23,21.166667,36,7,34,15.9,0,15.9,59
1/26/07,0.016706,0.024,8,22,17.458333,33,19,31,6.8,0,6.8,28
1/27/07,0.003294,0.007,7,6,31.583333,42,23,40,19,0,19,66
1/28/07,0.012941,0.02,22,19,28.458333,42,0,40,30.1,0,30.1,89
1/29/07,0.014176,0.022,9,20,16.625,28,22,26,9.4,0,9.4,39
1/30/07,0.013235,0.016,22,15,28.166667,38,7,36,15.9,0,15.9,59
1/31/07,0.008941,0.018,8,17,20.833333,35,20,33,15.8,0,15.8,59
2/1/07,0.005294,0.01,8,9,31.5,36,2,34,24.1,0,24.1,76
2/2/07,0.005118,0.015,23,14,32.833333,36,13,34,33.2,0,33.2,95
2/3/07,0.014235,0.023,7,21,20.916667,40,20,38,13.3,0,13.3,54
2/4/07,0.021882,0.024,8,22,15.625,28,0,26,8.6,0,8.6,36
2/5/07,0.019176,0.023,9,21,14.958333,22,18,21,7.8,0,7.8,33
2/6/07,0.014529,0.019,8,18,20,31,18,29,10.5,0,10.5,44
2/7/07,0.014765,0.021,9,19,23.090909,29,6,27,12.5,0,12.5,52
2/8/07,0.013882,0.023,9,21,26.666667,37,6,35,14.2,0,14.2,55
2/9/07,0.015176,0.022,9,20,25.347826,33,3,31,13.1,0,13.1,53
2/10/07,0.017529,0.024,10,22,20.666667,27,7,25,13.6,0,13.6,54
2/11/07,0.010882,0.023,9,21,27.958333,46,22,43,20.2,0,20.2,68
2/12/07,0.007941,0.014,9,13,34.041667,45,5,42,17.5,0,17.5,62
2/13/07,0.010765,0.016,7,15,28.666667,44,17,42,15.8,0,15.8,59
2/14/07,0.022765,0.024,17,22,18.25,31,7,29,7,0,7,29
2/15/07,0.020882,0.026,7,24,16.666667,26,18,25,6,0,6,25
2/16/07,0.015824,0.024,9,22,25.75,39,7,37,12.8,0,12.8,52
2/17/07,0.012529,0.02,9,19,33.708333,46,18,43,13.1,0,13.1,53
2/18/07,0.029471,0.032,20,30,19.125,40,2,38,13.4,0,13.4,54
2/19/07,0.014882,0.029,8,27,22.083333,48,19,45,7.5,0,7.5,31
2/20/07,0.003529,0.008,7,7,44.954545,54,23,51,21.1,0,21.1,70
2/21/07,0.013059,0.028,9,26,38.791667,62,23,60,24.8,0,24.8,78
2/22/07,0.015353,0.025,22,23,46.916667,74,2,72,32.7,0,32.7,94
2/23/07,0.029824,0.031,11,29,11.875,21,19,20,3.6,0,3.6,15
2/24/07,0.022,0.03,7,28,16.875,40,22,38,4.3,0,4.3,18
2/25/07,0.008882,0.017,7,16,23.875,37,16,35,8,0,8,33
2/26/07,0.005143,0.006,13,6,34.583333,44,5,42,16,0,16,59
2/27/07,0.007765,0.013,9,12,34.541667,46,2,43,32.1,0,32.1,93
2/28/07,0.009412,0.017,9,16,28.458333,44,23,42,21,0,21,70
3/1/07,0.022176,0.028,23,26,33.583333,68,6,66,22.9,0,22.9,74
3/2/07,0.013235,0.027,10,25,28.458333,56,23,53,9.2,0,9.2,38
3/3/07,0.024412,0.027,12,25,36.5,73,8,71,17.1,0,17.1,62
3/4/07,0.025882,0.027,8,25,11.208333,18,20,17,6.8,0,6.8,28
3/5/07,0.029647,0.032,20,30,15.166667,29,7,27,9.8,0,9.8,41
3/6/07,0.026882,0.032,8,30,11.285714,22,20,21,4.2,0,4.2,18
3/7/07,0.007235,0.016,9,15,27.541667,47,20,44,NA,NA,NA,NA
3/8/07,0.027647,0.031,10,29,26.375,44,3,42,17.9,0,17.9,63
3/9/07,0.015824,0.022,8,20,24.291667,40,23,38,10.2,0,10.2,43
3/10/07,0.020059,0.027,12,25,31.791667,48,2,45,13.3,0,13.3,54
3/11/07,0.025471,0.036,10,33,17.333333,41,0,39,NA,NA,NA,NA
3/12/07,0.013059,0.021,9,19,33.458333,51,6,48,10,0,10,42
3/13/07,0.017059,0.024,13,22,40.333333,48,18,45,20.4,0,20.4,68
3/14/07,0.022412,0.037,11,34,46.041667,61,7,58,30.1,0,30.1,89
3/15/07,0.025824,0.031,16,29,30.75,62,8,60,23,0,23,74
3/16/07,0.017765,0.027,20,25,21.375,35,17,33,7.2,0,7.2,30
3/17/07,0.029941,0.033,12,31,13.041667,29,23,27,5.8,0,5.8,24
3/18/07,0.023471,0.036,9,33,16.75,36,21,34,4.4,0,4.4,18
3/19/07,0.021941,0.025,10,23,32.916667,55,6,52,10.2,0,10.2,43
3/20/07,0.031353,0.035,9,32,22.227273,48,5,45,NA,NA,NA,NA
3/21/07,0.024765,0.027,9,25,19.708333,35,17,33,6.5,0,6.5,27
3/22/07,0.023706,0.034,11,31,29.083333,47,21,44,15.6,0,15.6,58
3/23/07,0.008824,0.01,21,9,33.541667,46,9,43,22.4,0,22.4,73
3/24/07,0.017412,0.028,9,26,24.166667,41,21,39,8,0,8,33
3/25/07,0.029353,0.034,12,31,14.583333,32,0,30,8.2,0,8.2,34
3/26/07,0.013059,0.024,10,22,24.583333,40,20,38,NA,NA,NA,NA
3/27/07,0.021353,0.034,10,31,37.625,58,9,55,14.8,0,14.8,57
3/28/07,0.036176,0.039,18,36,14,35,6,33,5.2,0,5.2,22
3/29/07,0.032529,0.038,11,35,12.041667,22,6,21,3.4,0,3.4,14
3/30/07,0.018588,0.031,10,29,28.916667,55,20,52,6.9,0,6.9,29
3/31/07,0.032,0.034,20,31,17.666667,49,0,46,5.1,0,5.1,21
4/1/07,0.028412,0.036,12,33,11.333333,18,22,17,7.2,0,7.2,30
4/2/07,0.025941,0.033,14,31,28.166667,49,13,46,21.3,0,21.3,70
4/3/07,0.031588,0.038,20,35,17.818182,29,12,27,15.5,0,15.5,58
4/4/07,0.017118,0.021,7,19,17.625,30,21,28,4.7,0,4.7,20
4/5/07,0.022588,0.024,12,22,12.291667,16,5,15,6.5,0,6.5,27
4/6/07,0.021941,0.027,8,25,17.25,29,22,27,9.7,0,9.7,40
4/7/07,0.025353,0.03,9,28,15.5,30,1,28,NA,NA,NA,NA
4/8/07,0.019941,0.023,10,21,12.666667,21,20,20,NA,NA,NA,NA
4/9/07,0.022,0.029,11,27,17.791667,32,5,30,NA,NA,NA,NA
4/10/07,0.019235,0.034,9,31,24.5,50,21,47,NA,NA,NA,NA
4/11/07,0.037588,0.041,20,38,25.291667,52,5,49,14,0,14,55
4/12/07,0.021118,0.026,8,24,21.458333,41,20,39,10.2,0,10.2,43
4/13/07,0.029353,0.033,14,31,13.416667,21,6,20,8.6,0,8.6,36
4/14/07,0.035882,0.041,10,38,18.125,34,1,32,8.7,0,8.7,36
4/15/07,0.031118,0.035,20,32,13.375,26,16,25,6.5,0,6.5,27
4/16/07,0.030941,0.033,18,31,10.25,16,15,15,2.5,0,2.5,10
4/17/07,0.033529,0.036,15,33,11.772727,25,6,24,3.1,0,3.1,13
4/18/07,0.021588,0.028,8,26,16.166667,30,20,28,4.8,0,4.8,20
4/19/07,0.017824,0.027,11,25,22.875,48,20,45,5.8,0,5.8,24
4/20/07,0.025706,0.048,11,44,23.416667,44,19,42,7.3,0,7.3,30
4/21/07,0.025176,0.049,10,45,32.041667,58,21,55,9.3,0,9.3,39
4/22/07,0.038176,0.058,11,61,26.958333,54,0,51,12.4,0,12.4,52
4/23/07,0.043294,0.056,13,54,35.541667,71,5,69,19.7,0,19.7,67
4/24/07,0.038941,0.045,10,42,22.833333,55,6,52,15.4,0,15.4,58
4/25/07,0.026588,0.03,7,28,19.583333,32,17,30,8,0,8,33
4/26/07,0.035941,0.04,12,37,11.764706,18,5,17,7,0,7,29
4/27/07,0.001588,0.003,7,3,33.166667,49,16,46,19.2,0,19.2,66
4/28/07,0.024353,0.029,11,27,20.375,28,0,26,NA,NA,NA,NA
4/29/07,0.018294,0.036,10,33,18.833333,52,19,49,11.2,0,11.2,47
4/30/07,0.044294,0.056,11,54,23.958333,55,7,52,12.4,0,12.4,52
5/1/07,0.032,0.038,14,35,19.954545,29,6,27,7.2,0,7.2,30
5/2/07,0.032588,0.038,11,35,18.958333,41,6,39,NA,NA,NA,NA
5/3/07,0.031235,0.041,10,38,15.291667,32,23,30,NA,NA,NA,NA
5/4/07,0.027118,0.038,11,35,17.875,30,0,28,NA,NA,NA,NA
5/5/07,0.042235,0.048,11,44,24.166667,44,5,42,10.8,0,10.8,45
5/6/07,0.032059,0.038,10,35,5,7,11,7,4.9,0,4.9,20
5/7/07,0.027882,0.037,12,34,12.875,27,5,25,5.5,0,5.5,23
5/8/07,0.017059,0.024,10,22,22.916667,34,5,32,7.4,0,7.4,31
5/9/07,0.011765,0.017,12,16,23.958333,42,8,40,NA,NA,NA,NA
5/10/07,0.014765,0.018,12,17,16.791667,24,9,23,10.1,0,10.1,42
5/11/07,0.030412,0.042,12,39,23.333333,48,21,45,15.6,0,15.6,58
5/12/07,0.025882,0.036,9,33,11.833333,22,2,21,12.9,0,12.9,53
5/13/07,0.032941,0.037,9,34,8.375,21,20,20,4.5,0,4.5,19
5/14/07,0.033529,0.038,11,35,18.208333,34,5,32,5.8,0,5.8,24
5/15/07,0.045647,0.058,13,61,20.227273,30,6,28,17.5,0,17.5,62
5/16/07,0.027765,0.045,9,42,26.05,47,18,44,22.4,0,22.4,73
5/17/07,0.031647,0.035,18,32,16.041667,33,5,31,8.3,0,8.3,35
5/18/07,0.018706,0.026,11,24,17.708333,42,23,40,6.6,0,6.6,28
5/18/07,0.018706,0.026,11,24,17.708333,42,23,40,6.2,0,6.2,26
5/19/07,0.032353,0.035,9,32,17.166667,33,0,31,7,0,7,29
5/20/07,0.032765,0.043,10,40,16.041667,32,21,30,12,0,12,50
5/21/07,0.023471,0.035,11,32,18.583333,51,20,48,6.2,0,6.2,26
5/22/07,0.033706,0.044,11,41,26.833333,50,0,47,7.9,0,7.9,33
5/23/07,0.038882,0.049,12,45,22.875,47,5,44,7.9,0,7.9,33
5/24/07,0.035412,0.049,12,45,36.541667,57,21,54,14.1,0,14.1,55
5/24/07,0.035412,0.049,12,45,36.541667,57,21,54,14.2,0,14.2,55
5/25/07,0.042765,0.058,12,61,34.875,51,20,48,19.7,0,19.7,67
5/26/07,0.038235,0.057,10,58,24.791667,44,2,42,28.4,0,28.4,85
5/27/07,0.047765,0.063,11,77,22.958333,46,0,43,29.6,0,29.6,88
5/28/07,0.036471,0.042,12,39,17.875,31,20,29,25.6,0,25.6,79
5/29/07,0.033294,0.044,12,41,15.761905,37,20,35,9,0,9,38
5/30/07,0.042294,0.059,12,64,28.625,58,23,55,12.1,0,12.1,51
5/30/07,0.042294,0.059,12,64,28.625,58,23,55,13.4,0,13.4,54
5/31/07,0.052471,0.067,12,90,26.75,38,0,36,24.8,0,24.8,78
6/1/07,0.039176,0.055,12,51,24.25,40,5,38,27.6,0,27.6,84
6/2/07,0.037706,0.052,11,48,19.75,38,0,36,24.1,0,24.1,76
6/3/07,0.023706,0.027,15,25,6.625,10,0,9,7.3,0,7.3,30
6/4/07,0.018059,0.027,15,25,15.208333,31,23,29,10.4,0,10.4,43
6/5/07,0.031353,0.037,10,34,19.041667,37,1,35,15.3,0,15.3,58
6/5/07,0.031353,0.037,10,34,19.041667,37,1,35,13.7,0,13.7,54
6/6/07,0.017412,0.029,10,27,12,34,23,32,NA,NA,NA,NA
6/7/07,0.038,0.052,12,48,20.833333,32,0,30,NA,NA,NA,NA
6/8/07,0.048765,0.07,11,100,24.833333,44,9,42,NA,NA,NA,NA
6/9/07,0.042941,0.046,16,43,7.208333,12,0,11,NA,NA,NA,NA
6/10/07,0.038765,0.049,12,45,6.083333,10,19,9,NA,NA,NA,NA
6/11/07,0.016412,0.031,9,29,21.458333,41,20,39,12.3,0,12.3,51
6/12/07,0.012588,0.026,9,24,18.136364,34,20,32,NA,NA,NA,NA
6/13/07,0.021176,0.023,13,21,11.190476,27,0,25,NA,NA,NA,NA
6/14/07,0.012353,0.017,7,16,15.190476,31,22,29,NA,NA,NA,NA
6/15/07,0.026235,0.032,13,30,16.25,26,18,25,10.5,0,10.5,44
6/16/07,0.038941,0.044,11,41,15.208333,23,4,22,15.3,0,15.3,58
6/17/07,0.045588,0.057,12,58,13.458333,29,22,27,23.3,0,23.3,75
6/17/07,0.045588,0.057,12,58,13.458333,29,22,27,25.5,0,25.5,79
6/18/07,0.039294,0.057,10,58,14.083333,28,5,26,24.4,0,24.4,77
6/19/07,0.049471,0.063,11,77,15.916667,27,8,25,26.7,0,26.7,82
6/20/07,0.025176,0.033,12,31,14.791667,31,21,29,10.7,0,10.7,45
6/21/07,0.041941,0.053,12,49,14.291667,29,5,27,11.9,0,11.9,50
6/22/07,0.027059,0.03,11,28,9.25,14,5,13,NA,NA,NA,NA
6/23/07,0.026706,0.036,11,33,11.666667,34,21,32,6,0,6,25
6/23/07,0.026706,0.036,11,33,11.666667,34,21,32,6.5,0,6.5,27
6/24/07,0.035765,0.042,11,39,10.708333,23,20,22,6.7,0,6.7,28
6/25/07,0.026529,0.04,12,37,20.166667,32,5,30,NA,NA,NA,NA
6/26/07,0.052882,0.082,11,140,22.590909,30,7,28,35.5,0,35.5,101
6/27/07,0.041882,0.053,10,49,23.166667,42,9,40,34.1,0,34.1,97
6/28/07,0.036353,0.05,11,46,16.954545,34,6,32,26.6,0,26.6,81
6/29/07,0.009294,0.014,10,13,20.833333,34,20,32,13.1,0,13.1,53
6/30/07,0.032588,0.042,12,39,16.125,32,23,30,NA,NA,NA,NA
7/1/07,0.021588,0.026,10,24,8.041667,26,0,25,6,0,6,25
7/2/07,0.017941,0.028,12,26,12.5,36,23,34,3.7,0,3.7,15
7/3/07,0.036824,0.043,13,40,15.75,27,0,25,7.8,0,7.8,33
7/4/07,0.028941,0.037,11,34,8.666667,17,20,16,18.2,0,18.2,64
7/5/07,0.025765,0.036,12,33,23.541667,35,6,33,24.1,0,24.1,76
7/5/07,0.025765,0.036,12,33,23.541667,35,6,33,23.4,0,23.4,75
7/6/07,0.028353,0.044,11,41,15.458333,34,21,32,18,0,18,63
7/7/07,0.032412,0.041,11,38,19.708333,46,22,43,15.1,0,15.1,57
7/8/07,0.042647,0.053,10,49,17.166667,34,5,32,29.4,0,29.4,87
7/9/07,0.065294,0.094,13,172,29.041667,50,21,47,40.9,0,40.9,114
7/10/07,0.033765,0.05,10,46,22.363636,38,6,36,36.9,0,36.9,104
7/11/07,0.030176,0.04,10,37,15.833333,29,17,27,24.7,0,24.7,77
7/11/07,0.030176,0.04,10,37,15.833333,29,17,27,23.7,0,23.7,75
7/12/07,0.031176,0.042,12,39,13.291667,44,23,42,8.1,0,8.1,34
7/13/07,0.031,0.041,10,38,23.333333,41,23,39,13.5,0,13.5,54
7/14/07,0.046588,0.057,12,58,16.25,26,1,25,17.7,0,17.7,63
7/15/07,0.041412,0.056,11,54,14.125,28,22,26,26.6,0,26.6,81
7/16/07,0.035529,0.048,13,44,15.666667,27,0,25,21.9,0,21.9,72
7/17/07,0.052647,0.067,14,90,15.5,29,5,27,21.4,0,21.4,71
7/18/07,0.023412,0.039,10,36,22.833333,40,23,38,34.2,0,34.2,97
7/19/07,0.029471,0.042,9,39,28.333333,39,8,37,24.3,0,24.3,77
7/20/07,0.027176,0.036,10,33,11.25,18,0,17,10.1,0,10.1,42
7/21/07,0.015824,0.021,10,19,8.583333,20,20,19,4.5,0,4.5,19
7/22/07,0.028471,0.038,10,35,5.583333,12,23,11,5.3,0,5.3,22
7/23/07,0.018294,0.023,10,21,10.666667,17,21,16,5.7,0,5.7,24
7/23/07,0.018294,0.023,10,21,10.666667,17,21,16,5.8,0,5.8,24
7/24/07,0.039412,0.051,12,47,16.272727,28,7,26,11.2,0,11.2,47
7/25/07,0.03,0.047,10,44,14.75,29,5,27,10.6,0,10.6,44
7/26/07,0.025882,0.042,11,39,10.875,17,6,16,9.2,0,9.2,38
7/27/07,0.027059,0.033,10,31,13.333333,26,21,25,8.9,0,8.9,37
7/28/07,0.046235,0.065,11,84,16.083333,22,22,21,NA,NA,NA,NA
7/29/07,0.036941,0.045,13,42,13.083333,22,0,21,23,0,23,74
7/29/07,0.036941,0.045,13,42,13.083333,22,0,21,21.3,0,21.3,70
7/30/07,0.023118,0.042,8,39,17,32,20,30,15.7,0,15.7,59
7/31/07,0.028882,0.044,11,41,17.583333,41,21,39,12.6,0,12.6,52
8/1/07,0.034588,0.046,11,43,20.708333,40,0,38,16,0,16,59
8/2/07,0.047846,0.079,11,129,26.869565,48,6,45,24.8,0,24.8,78
8/3/07,0.039294,0.057,11,58,20.590909,30,10,28,22.9,0,22.9,74
8/4/07,0.049176,0.064,11,80,14.166667,29,22,27,26.4,0,26.4,81
8/4/07,0.049176,0.064,11,80,14.166667,29,22,27,26.3,0,26.3,81
8/5/07,0.031765,0.039,9,36,6.333333,10,0,9,10,0,10,42
8/6/07,0.035294,0.043,12,40,19.875,30,22,28,35.4,0,35.4,100
8/7/07,0.045,0.056,11,54,17.772727,27,19,25,38.9,0,38.9,109
8/8/07,0.044529,0.055,11,51,15.625,28,20,26,37.6,0,37.6,106
8/9/07,0.028353,0.045,9,42,13.666667,29,15,27,14.4,0,14.4,56
8/10/07,0.021882,0.026,10,24,12.434783,25,9,24,9,0,9,38
8/11/07,0.029176,0.038,11,35,11.416667,44,22,42,NA,NA,NA,NA
8/12/07,0.034529,0.039,13,36,15.041667,37,0,35,10.3,0,10.3,43
8/13/07,0.035765,0.048,9,44,14.782609,32,6,30,15.8,0,15.8,59
8/14/07,0.025,0.041,11,38,17.4,46,23,43,5.4,0,5.4,23
8/15/07,0.048059,0.059,15,64,26.5,50,0,47,17,0,17,61
8/16/07,0.044353,0.054,13,50,29.333333,45,20,42,26.3,0,26.3,81
8/16/07,0.044353,0.054,13,50,29.333333,45,20,42,26,0,26,80
8/17/07,0.044353,0.06,11,67,18,26,15,25,29.7,0,29.7,88
8/18/07,0.018,0.026,10,24,8.541667,28,23,26,3.7,0,3.7,15
8/19/07,0.023824,0.027,20,25,18.666667,28,0,26,10.5,0,10.5,44
8/20/07,0.02,0.021,19,19,12.125,20,6,19,9,0,9,38
8/21/07,0.017294,0.02,13,19,8.772727,16,7,15,3.7,0,3.7,15
8/22/07,0.010059,0.012,11,11,12.375,18,10,17,4.4,0,4.4,18
8/22/07,0.010059,0.012,11,11,12.375,18,10,17,4.7,0,4.7,20
8/23/07,0.012412,0.018,11,17,15.541667,20,5,19,8.1,0,8.1,34
8/24/07,0.021765,0.033,12,31,20.416667,25,11,24,24.7,0,24.7,77
8/25/07,0.041706,0.054,12,50,19,28,21,26,32.4,0,32.4,94
8/26/07,0.028118,0.039,9,36,9.666667,20,0,19,13,0,13,53
8/27/07,0.028706,0.044,11,41,10.708333,18,6,17,7.1,0,7.1,30
8/28/07,0.029412,0.05,11,46,15.833333,29,23,27,8.9,0,8.9,37
8/29/07,0.037647,0.06,11,67,26.166667,37,9,35,15.3,0,15.3,58
8/30/07,0.052235,0.073,11,108,22.25,40,5,38,23.8,0,23.8,76
8/31/07,0.025118,0.03,9,28,18.083333,31,0,29,NA,NA,NA,NA
9/1/07,0.023882,0.032,10,30,10.708333,28,21,26,NA,NA,NA,NA
9/2/07,0.034882,0.046,11,43,8.875,14,23,13,NA,NA,NA,NA
9/3/07,0.045588,0.057,12,58,17.125,27,6,25,19.2,0,19.2,66
9/4/07,0.025412,0.045,10,42,20.045455,45,21,42,16.4,0,16.4,60
9/5/07,0.034176,0.045,12,42,20.541667,47,1,44,10.6,0,10.6,44
9/6/07,0.041353,0.054,10,50,16.625,33,6,31,12.3,0,12.3,51
9/7/07,0.032706,0.046,10,43,16.75,29,6,27,14.5,0,14.5,56
9/8/07,0.031176,0.046,11,43,13.708333,20,7,19,11.4,0,11.4,48
9/9/07,0.019,0.028,9,26,10.791667,22,3,21,5.7,0,5.7,24
9/10/07,0.025941,0.041,11,38,14.083333,23,5,22,13.3,0,13.3,54
9/11/07,0.018882,0.024,20,22,20.333333,29,8,27,14.7,0,14.7,56
9/11/07,0.018882,0.024,20,22,20.333333,29,8,27,19.5,0,19.5,67
9/12/07,0.017059,0.031,9,29,16.833333,38,20,36,7,0,7,29
9/13/07,0.031765,0.042,12,39,18.041667,25,0,24,9,0,9,38
9/14/07,0.035294,0.043,9,40,15,32,6,30,11.3,0,11.3,47
9/15/07,0.016647,0.025,9,23,8.791667,19,6,18,5,0,5,21
9/16/07,0.012941,0.022,10,20,9.25,26,19,25,3.3,0,3.3,14
9/17/07,0.018529,0.027,10,25,14.75,23,23,22,7.7,0,7.7,32
9/18/07,0.020706,0.026,10,24,18.727273,29,0,27,6,0,6,25
9/18/07,0.020706,0.026,10,24,18.727273,29,0,27,7.7,0,7.7,32
9/19/07,0.021294,0.034,11,31,21.125,33,23,31,8.7,0,8.7,36
9/20/07,0.018588,0.033,9,31,34,46,18,43,13.4,0,13.4,54
9/21/07,0.036235,0.063,11,77,32.875,50,10,47,21.2,0,21.2,70
9/21/07,0.036235,0.063,11,77,32.875,50,10,47,20.6,0,20.6,69
9/22/07,0.015765,0.022,12,20,18.208333,28,23,26,13.7,0,13.7,54
9/23/07,0.027647,0.038,10,35,11.75,24,19,23,10.1,0,10.1,42
9/24/07,0.023471,0.034,10,31,18.375,42,18,40,5.5,0,5.5,23
9/25/07,0.032647,0.047,11,44,26.958333,35,9,33,15.8,0,15.8,59
9/26/07,0.037941,0.052,12,48,26.791667,39,10,37,NA,NA,NA,NA
9/27/07,0.017235,0.03,10,28,16.708333,26,0,25,12.6,0,12.6,52
9/27/07,0.017235,0.03,10,28,16.708333,26,0,25,15.1,0,15.1,57
9/28/07,0.027588,0.032,11,30,14.083333,27,6,25,9.5,0,9.5,40
9/29/07,0.019059,0.029,9,27,11.125,27,19,25,5,0,5,21
9/30/07,0.027882,0.038,12,35,10.125,22,1,21,5.9,0,5.9,25
10/1/07,0.018471,0.029,9,27,14.541667,28,6,26,5.8,0,5.8,24
10/2/07,0.019941,0.028,10,26,16.636364,28,7,26,5.7,0,5.7,24
10/3/07,0.014118,0.021,9,19,17.583333,30,18,28,12.1,0,12.1,51
10/3/07,0.014118,0.021,9,19,17.583333,30,18,28,8.1,0,8.1,34
10/4/07,0.014,0.025,10,23,25.75,44,19,42,15.8,0,15.8,59
10/5/07,0.005353,0.012,9,11,27.208333,40,18,38,20.2,0,20.2,68
10/6/07,0.013176,0.021,10,19,23.333333,35,19,33,17.2,0,17.2,62
10/7/07,0.032824,0.036,9,33,11.291667,23,0,22,14.9,0,14.9,57
10/8/07,0.032882,0.041,10,38,17.291667,38,18,36,24.5,0,24.5,77
10/9/07,0.018059,0.022,10,20,19.458333,42,6,40,22.9,0,22.9,74
10/9/07,0.018059,0.022,10,20,19.458333,42,6,40,20.7,0,20.7,69
10/10/07,0.022059,0.03,10,28,17,28,18,26,9.2,0,9.2,38
10/11/07,0.007353,0.013,8,12,14.125,27,7,25,9.1,0,9.1,38
10/12/07,0.015176,0.022,10,20,10.75,22,23,21,3,0,3,13
10/13/07,0.013765,0.023,9,21,20.458333,34,18,32,8.5,0,8.5,35
10/14/07,0.014588,0.029,9,27,16.458333,28,20,26,7.7,0,7.7,32
10/15/07,0.012529,0.023,9,21,27.25,46,19,43,9.9,0,9.9,41
10/15/07,0.012529,0.023,9,21,27.25,46,19,43,9.5,0,9.5,40
10/16/07,0.016824,0.023,9,21,22.454545,45,18,42,NA,NA,NA,NA
10/17/07,0.022353,0.036,11,33,29.208333,43,9,41,26.7,0,26.7,82
10/18/07,0.016235,0.023,12,21,22.625,34,5,32,17.5,0,17.5,62
10/19/07,0.014529,0.023,20,21,13.958333,24,1,23,11.1,0,11.1,46
10/20/07,0.019941,0.029,9,27,16.166667,33,20,31,7.7,0,7.7,32
10/21/07,0.024353,0.033,9,31,21.583333,37,17,35,9.8,0,9.8,41
10/21/07,0.024353,0.033,9,31,21.583333,37,17,35,10.9,0,10.9,45
10/22/07,0.027059,0.033,13,31,26.791667,43,7,41,13,0,13,53
10/23/07,0.027353,0.032,10,30,13.5,25,6,24,10.7,0,10.7,45
10/24/07,0.013647,0.02,23,19,16,35,5,33,4.7,0,4.7,20
10/25/07,0.015647,0.017,19,16,13.041667,21,15,20,4.6,0,4.6,19
10/26/07,0.012059,0.015,17,14,12.263158,20,14,19,4.7,0,4.7,20
10/27/07,0.014059,0.017,13,16,14.083333,23,17,22,7,0,7,29
10/27/07,0.014059,0.017,13,16,14.083333,23,17,22,7.1,0,7.1,30
10/28/07,0.017294,0.027,7,25,11.916667,28,20,26,6.7,0,6.7,28
10/29/07,0.007941,0.018,8,17,20.875,36,20,34,6.9,0,6.9,29
10/30/07,0.007647,0.017,9,16,33.625,46,18,43,14.4,0,14.4,56
10/31/07,0.018917,0.025,12,23,29.5,45,8,42,20.5,0,20.5,69
11/1/07,0.012941,0.019,11,18,25.363636,34,20,32,9.5,0,9.5,40
11/2/07,0.013857,0.019,10,18,19.291667,28,23,26,4.7,0,4.7,20
11/2/07,0.013857,0.019,10,18,19.291667,28,23,26,5.1,0,5.1,21
11/3/07,0.013706,0.024,11,22,17.416667,40,23,38,4.7,0,4.7,20
11/4/07,0.015471,0.024,9,22,24.458333,43,19,41,12.3,0,12.3,51
11/5/07,0.022118,0.028,20,26,25.166667,36,6,34,17.2,0,17.2,62
11/6/07,0.012353,0.019,9,18,18.458333,34,6,32,9.3,0,9.3,39
11/7/07,0.013471,0.02,9,19,18.625,29,6,27,NA,NA,NA,NA
11/8/07,0.009118,0.021,9,19,25.083333,38,18,36,8.1,0,8.1,34
11/8/07,0.009118,0.021,9,19,25.083333,38,18,36,9.5,0,9.5,40
