date,particulate matter,pm2.5,pm5,particulate matter pollution,fine particulates,isPartial,particulate matter,air pollution,fine particles,fine inhalable particles,particle pollution,isPartial,particulate matter,wildfires,power plants,industrial pollution,organic carbon,isPartial,particulate matter,traffic,traffic emission,tailpipe,sulfate,isPartial,particulate matter,black carbon,elemental carbon,soot,smog,isPartial,particulate matter,haze,code orange,code red,air pollution alert,isPartial,particulate matter,grey,blue,pink,asthma,isPartial,particulate matter,respiratory illness,respiratory infection,lung disease,bronchitis,isPartial,particulate matter,chronic obstructive pulmonary disease,COPD,lung cancer,cardiovascular disease,isPartial,particulate matter,premature death,Rapid heart rate,rapid pulse,rapid breathing,isPartial,particulate matter,asthma attack,coughing,arrhythmia,wheezing,isPartial,particulate matter,chest tightness,shortness of breath,throat irritation,inhaler use,isPartial,particulate matter,childhood asthma,pediatric asthma,isPartial
2010-05-12,0,0,0,0,0,False,0,31,0,0,0,False,0,0,25,0,0,False,0,17,0,0,3,False,0,0,0,0,0,False,0,24,0,0,0,False,0,6,75,21,4,False,0,0,17,17,17,False,0,0,29,0,0,False,0,0,0,0,0,False,0,0,0,24,23,False,0,0,31,0,0,False,0,0,0,False
2010-05-13,0,0,0,0,0,False,0,47,0,0,0,False,0,0,38,0,0,False,0,24,0,0,3,False,0,0,0,0,31,False,0,16,0,33,0,False,0,7,63,19,3,False,0,0,17,0,18,False,0,0,22,22,0,False,0,0,62,0,0,False,0,0,24,0,0,False,0,0,0,0,0,False,0,0,0,False
2010-05-14,0,0,0,0,0,False,0,34,0,0,0,False,0,0,27,0,0,False,0,31,0,0,3,False,0,0,0,33,0,False,0,26,17,0,0,False,0,6,71,20,0,False,0,0,0,0,0,False,0,0,16,24,0,False,0,0,0,0,0,False,0,0,39,0,0,False,0,0,0,0,0,False,0,0,0,False
2010-05-15,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,32,0,0,4,False,0,52,0,0,52,False,0,40,0,0,0,False,0,7,61,14,2,False,0,0,0,0,29,False,0,0,0,24,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,52,0,0,0,False,0,0,0,False
2010-05-16,0,0,0,0,0,False,0,0,0,0,0,False,0,0,42,0,0,False,0,20,0,0,9,False,0,0,0,0,0,False,0,27,0,53,0,False,0,8,78,31,0,False,0,0,0,0,0,False,0,0,0,23,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,100,0,0,False,0,0,0,False
2010-05-17,0,0,0,0,0,False,0,30,0,0,0,False,0,0,24,0,0,False,0,34,0,0,5,False,0,30,0,0,0,False,0,16,0,0,0,False,0,6,74,13,3,False,0,0,16,0,16,False,0,0,14,14,0,False,0,0,0,0,0,False,0,0,23,23,0,False,0,0,30,0,0,False,0,0,0,False
2010-05-18,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,28,0,0,4,False,0,0,0,0,0,False,0,16,0,31,0,False,0,5,74,12,2,False,0,0,25,17,33,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,23,23,0,False,0,0,30,0,0,False,0,0,0,False
2010-05-19,0,0,0,0,0,False,0,0,0,0,0,False,0,0,25,0,0,False,0,18,0,0,8,False,0,31,0,31,30,False,0,16,16,48,0,False,0,3,68,17,1,False,0,0,0,17,17,False,0,0,14,44,0,False,0,0,0,0,0,False,0,0,0,0,23,False,0,0,31,0,0,False,0,0,0,False
2010-05-20,0,0,0,0,0,False,0,32,0,0,0,False,0,0,26,0,0,False,0,32,0,0,4,False,0,32,0,0,0,False,0,33,25,16,0,False,0,5,75,21,3,False,0,0,0,17,0,False,0,0,15,15,0,False,0,0,62,0,63,False,0,0,24,24,0,False,0,0,0,0,0,False,0,0,0,False
2010-05-21,0,0,0,0,0,False,0,34,0,0,0,False,0,0,0,0,0,False,0,34,0,0,3,False,0,33,0,0,33,False,0,52,0,17,0,False,0,10,65,16,2,False,0,0,0,18,27,False,0,0,16,24,0,False,0,0,0,0,0,False,0,25,39,0,0,False,0,0,67,0,0,False,0,0,0,False
2010-05-22,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,42,False,0,20,0,0,0,False,0,0,0,0,0,False,0,67,0,0,0,False,0,5,83,21,2,False,0,0,0,28,28,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2010-05-23,0,0,0,0,0,False,0,54,0,0,0,False,0,0,0,0,0,False,0,16,0,0,0,False,0,0,0,0,52,False,0,55,0,0,0,False,0,4,68,22,2,False,0,0,29,0,29,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,81,0,0,False,0,0,0,0,0,False,0,0,0,False
2010-05-24,0,0,0,0,0,False,0,63,0,0,0,False,0,0,51,0,0,False,0,25,0,0,3,False,0,0,0,0,0,False,0,25,0,17,0,False,0,8,70,19,2,False,0,0,0,0,17,False,0,0,15,15,0,False,0,0,0,0,0,False,0,0,0,25,0,False,0,0,32,0,0,False,0,0,0,False
2010-05-25,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,29,0,0,0,False,0,0,0,31,0,False,0,16,0,33,0,False,0,8,63,17,2,False,0,0,0,17,26,False,0,0,15,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2010-05-26,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,14,0,3,6,False,0,0,0,32,32,False,0,25,0,0,0,False,0,7,59,18,1,False,0,0,0,17,35,False,0,0,15,23,15,False,0,0,0,0,0,False,0,0,24,0,0,False,0,0,32,0,0,False,0,0,0,False
2010-05-27,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,29,0,0,0,False,0,0,0,0,0,False,0,0,17,17,0,False,0,5,54,14,2,False,0,0,0,0,18,False,0,15,15,15,0,False,0,0,0,0,0,False,0,0,50,0,0,False,0,0,33,0,0,False,0,0,0,False
2010-05-28,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,71,0,0,3,False,0,0,0,0,0,False,0,56,0,19,0,False,0,4,70,12,2,False,0,0,0,0,20,False,0,0,34,25,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2010-05-29,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,21,0,0,5,False,0,0,0,0,54,False,0,28,0,0,0,False,0,8,60,22,2,False,0,0,0,0,29,False,0,0,25,25,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2010-05-30,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,27,0,0,0,False,0,0,0,0,0,False,0,0,29,29,0,False,0,2,64,27,4,False,0,0,0,0,30,False,0,0,0,26,0,False,0,0,0,0,0,False,0,0,86,0,0,False,0,0,0,0,0,False,0,0,0,False
2010-05-31,0,0,0,0,0,False,0,47,0,0,0,False,0,39,0,0,0,False,0,23,0,0,0,False,0,0,0,0,0,False,0,24,0,0,0,False,0,3,62,13,0,False,0,0,26,0,26,False,0,0,22,0,0,False,0,0,0,0,0,False,0,36,0,0,0,False,0,0,47,0,0,False,0,0,0,False
2010-06-01,0,0,0,0,0,False,0,0,0,0,0,False,0,52,0,0,0,False,0,23,0,0,6,False,0,0,0,0,32,False,0,17,0,0,0,False,0,5,74,18,2,False,0,0,0,18,17,False,0,0,15,0,15,False,0,0,0,0,0,False,0,0,0,0,25,False,0,0,0,0,0,False,0,0,0,False
2010-06-02,0,0,0,0,0,False,0,0,0,0,0,False,0,26,0,0,0,False,0,30,0,0,0,False,0,0,0,0,0,False,0,33,0,0,0,False,0,7,69,12,2,False,0,0,0,18,18,False,0,0,15,30,0,False,0,0,0,0,0,False,0,0,0,25,0,False,0,0,65,0,0,False,0,0,0,False
2010-06-03,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,28,0,3,6,False,0,32,0,33,32,False,0,17,17,17,0,False,0,5,77,13,2,False,0,0,18,18,18,False,0,0,0,15,0,False,0,0,0,0,0,False,0,0,25,0,0,False,0,0,33,0,0,False,0,0,0,False
2010-06-04,0,0,0,0,0,False,0,0,0,0,0,False,0,0,27,0,0,False,0,27,0,0,0,False,0,0,0,0,0,False,0,35,18,18,0,False,0,6,66,14,2,False,0,0,0,19,19,False,0,0,24,16,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,34,0,0,0,False,0,0,0,False
2010-06-05,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,22,0,0,9,False,0,0,0,0,51,False,0,27,0,27,0,False,0,4,89,15,2,False,0,0,0,0,0,False,0,0,0,24,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2010-06-06,0,0,0,0,0,False,0,0,0,0,0,False,0,0,43,0,0,False,0,16,0,0,0,False,0,52,0,0,0,False,0,41,0,27,0,False,0,10,75,21,3,False,0,0,0,0,29,False,0,0,25,25,0,False,0,0,0,0,0,False,0,0,0,41,0,False,0,0,53,0,0,False,0,0,0,False
2010-06-07,0,0,0,0,0,False,0,0,0,0,0,False,0,0,25,0,0,False,0,31,0,0,3,False,0,0,0,0,0,False,0,25,16,0,0,False,0,7,79,21,2,False,0,0,0,17,23,False,0,0,15,22,0,False,0,0,0,0,0,False,0,0,24,0,0,False,0,0,65,0,0,False,0,0,0,False
2010-06-08,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,21,0,0,0,False,0,0,0,0,0,False,0,0,0,16,0,False,0,4,63,15,2,False,0,0,0,17,0,False,0,0,0,44,0,False,0,0,0,0,0,False,0,0,72,24,0,False,0,0,0,0,0,False,0,0,0,False
2010-06-09,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,35,0,0,4,False,0,0,0,0,32,False,0,25,17,17,0,False,0,4,62,10,1,False,0,0,0,18,18,False,0,0,61,15,15,False,0,0,0,0,0,False,0,0,25,25,0,False,0,0,33,0,0,False,0,0,0,False
2010-06-10,0,0,0,0,0,False,0,33,0,0,0,False,0,0,0,0,0,False,0,32,0,0,6,False,0,0,0,0,0,False,0,17,17,17,0,False,0,6,59,16,1,False,0,0,18,18,18,False,0,0,15,23,0,False,0,0,0,0,0,False,0,0,25,0,0,False,0,0,33,0,0,False,0,0,0,False
2010-06-11,0,75,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,43,0,0,6,False,0,0,0,0,70,False,0,18,0,0,0,False,0,4,63,15,2,False,0,0,0,0,40,False,0,0,50,16,0,False,0,0,0,0,0,False,0,0,27,0,0,False,0,0,0,0,0,False,0,0,0,False
2010-06-12,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,16,0,0,0,False,0,0,0,0,52,False,0,0,0,27,0,False,0,7,61,7,0,False,0,0,0,29,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,81,0,0,False,0,0,80,0,0,False,0,0,0,False
2010-06-13,0,0,0,0,0,False,0,54,0,0,0,False,0,0,0,0,0,False,0,21,0,0,0,False,0,0,0,53,53,False,0,42,0,0,0,False,0,4,62,22,0,False,0,0,0,29,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2010-06-14,0,0,0,0,0,False,0,32,0,0,0,False,0,0,26,0,0,False,0,25,0,0,3,False,0,0,0,0,32,False,0,33,17,25,0,False,0,3,59,10,3,False,0,0,0,18,18,False,0,0,23,15,0,False,0,0,0,0,0,False,0,0,24,25,25,False,0,0,0,0,0,False,0,0,0,False
2010-06-15,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,27,0,0,6,False,0,0,0,0,64,False,0,25,0,17,0,False,0,5,77,17,2,False,0,0,0,18,17,False,0,0,0,15,0,False,0,0,0,0,0,False,0,24,25,0,25,False,0,0,0,0,0,False,0,0,0,False
2010-06-16,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,20,0,0,3,False,0,32,0,65,32,False,0,17,0,17,0,False,0,5,65,11,1,False,0,0,0,0,36,False,0,0,15,15,15,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,33,0,0,False,0,0,0,False
2010-06-17,0,0,0,0,0,False,0,33,0,0,0,False,0,27,0,0,0,False,0,33,0,0,3,False,0,0,0,33,0,False,0,0,0,26,0,False,0,5,70,12,2,False,0,0,0,0,37,False,0,0,0,16,16,False,0,0,0,0,0,False,0,0,51,0,0,False,0,0,33,0,0,False,0,0,0,False
2010-06-18,0,0,0,0,0,False,0,36,0,0,0,False,0,0,0,0,0,False,0,31,0,0,6,False,0,35,0,0,0,False,0,18,0,0,0,False,0,4,64,13,3,False,0,0,0,0,20,False,0,0,17,17,0,False,0,0,0,0,0,False,0,0,27,0,0,False,0,0,0,0,0,False,0,0,0,False
2010-06-19,0,0,0,0,0,False,0,0,0,0,0,False,0,0,43,0,0,False,0,28,0,0,5,False,0,0,0,0,53,False,0,27,0,0,0,False,0,10,65,15,0,False,0,0,0,0,0,False,0,0,25,25,0,False,0,0,0,0,0,False,0,0,41,0,0,False,0,53,0,0,0,False,0,0,0,False
2010-06-20,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,5,0,0,0,False,0,0,0,0,56,False,0,29,0,0,0,False,0,4,71,16,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,55,0,0,False,0,0,0,False
2010-06-21,0,0,0,0,0,False,0,32,0,0,0,False,0,26,0,0,0,False,0,20,0,0,9,False,0,0,0,0,0,False,0,0,0,0,0,False,0,9,76,19,1,False,0,0,0,18,35,False,0,0,0,15,30,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2010-06-22,0,0,0,0,0,False,0,63,0,0,0,False,0,25,50,0,0,False,0,22,0,0,4,False,0,0,0,0,0,False,0,16,16,16,0,False,0,4,69,15,2,False,0,0,17,17,25,False,0,0,15,44,15,False,0,0,0,0,0,False,0,24,48,24,0,False,0,0,62,0,0,False,0,0,0,False
2010-06-23,0,0,0,0,0,False,0,32,0,0,0,False,0,0,0,0,25,False,0,29,0,0,3,False,0,0,0,0,0,False,0,33,0,17,0,False,0,2,54,14,1,False,0,0,0,0,0,False,0,0,15,0,0,False,0,0,0,0,0,False,0,0,37,0,0,False,0,0,0,0,0,False,0,0,0,False
2010-06-24,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,38,0,0,6,False,0,0,0,0,0,False,0,0,17,0,0,False,0,5,70,16,1,False,0,17,0,0,18,False,0,0,0,15,15,False,0,0,0,0,0,False,0,0,25,0,0,False,0,0,0,0,0,False,0,0,0,False
2010-06-25,0,0,0,0,0,False,0,0,0,0,0,False,0,28,28,0,0,False,0,29,0,0,0,False,0,0,0,0,35,False,0,0,0,0,0,False,0,7,74,13,2,False,0,0,19,0,19,False,0,16,16,16,0,False,0,0,0,0,0,False,0,0,27,0,0,False,0,0,0,0,0,False,0,0,0,False
2010-06-26,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,22,0,0,9,False,0,0,0,0,0,False,0,26,0,0,0,False,0,4,80,20,2,False,0,0,28,0,0,False,0,0,24,36,24,False,0,0,0,0,0,False,0,0,39,39,0,False,0,0,0,0,0,False,0,0,0,False
2010-06-27,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,14,0,0,5,False,0,51,0,52,0,False,0,27,0,0,0,False,0,5,75,24,2,False,0,0,0,0,29,False,0,0,24,25,0,False,0,0,0,0,0,False,0,0,40,0,0,False,0,0,0,0,0,False,0,0,0,False
2010-06-28,0,0,0,0,0,False,0,0,0,0,0,False,0,0,25,0,0,False,0,35,0,0,4,False,0,31,0,0,31,False,0,16,0,0,0,False,0,4,69,20,2,False,0,0,0,17,17,False,0,0,29,0,15,False,0,0,0,0,0,False,0,0,24,0,0,False,0,0,0,0,0,False,0,0,0,False
2010-06-29,0,0,0,0,0,False,0,31,0,0,0,False,0,0,0,0,0,False,0,20,0,0,3,False,0,0,0,31,31,False,0,32,0,16,0,False,0,4,64,14,2,False,0,0,17,0,17,False,0,0,14,15,0,False,0,0,0,0,0,False,0,0,24,0,0,False,0,0,31,0,0,False,0,0,0,False
2010-06-30,0,0,0,0,0,False,0,32,0,0,0,False,0,0,0,0,0,False,0,19,0,0,3,False,0,31,0,32,31,False,0,33,0,16,0,False,0,4,73,15,0,False,0,0,0,17,23,False,0,0,15,15,0,False,0,0,0,0,0,False,0,0,24,24,0,False,0,0,31,0,0,False,0,0,0,False
2010-07-01,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,19,0,0,0,False,0,0,0,0,0,False,0,79,0,26,0,False,0,5,87,10,3,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,82,False,0,0,25,0,0,False,0,50,100,0,0,False,0,0,0,False
2010-07-02,0,0,0,0,0,False,0,0,0,0,0,False,0,0,58,0,0,False,0,16,0,0,5,False,0,0,0,56,0,False,0,27,0,28,0,False,0,7,74,19,3,False,0,0,0,0,0,False,0,0,27,27,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2010-07-03,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,15,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,7,76,31,2,False,0,0,0,0,0,False,0,0,0,37,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,71,0,0,False,0,0,0,False
2010-07-04,0,0,0,0,0,False,0,0,0,0,0,False,0,0,86,0,0,False,0,14,0,0,0,False,0,0,0,0,0,False,0,41,0,0,0,False,0,4,70,16,2,False,0,0,0,0,44,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,38,0,0,False,0,0,0,0,0,False,0,0,0,False
2010-07-05,0,0,0,0,0,False,0,0,0,0,0,False,0,0,70,0,0,False,0,13,0,0,0,False,0,0,0,0,0,False,0,83,0,0,0,False,0,6,76,17,2,False,0,0,0,0,35,False,0,0,0,33,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2010-07-06,0,0,0,0,0,False,0,0,0,0,0,False,0,0,49,0,0,False,0,11,0,0,3,False,0,47,0,95,0,False,0,0,0,0,0,False,0,10,85,19,3,False,0,0,25,25,25,False,0,0,23,0,0,False,0,0,0,0,0,False,0,0,22,0,22,False,0,44,67,0,0,False,0,0,0,False
2010-07-07,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,15,0,0,1,False,0,0,0,0,47,False,0,23,0,0,0,False,0,6,83,18,1,False,0,0,0,0,0,False,0,0,69,35,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2010-07-08,0,0,0,0,0,False,0,0,0,0,0,False,0,0,50,0,0,False,0,18,0,0,1,False,0,0,0,0,0,False,0,24,71,24,0,False,0,7,83,17,4,False,0,0,0,0,38,False,0,0,23,24,0,False,0,0,0,0,0,False,0,0,0,22,0,False,0,45,0,0,0,False,0,0,0,False
2010-07-09,0,0,0,0,0,False,0,0,0,0,0,False,0,0,52,0,0,False,0,18,0,1,1,False,0,0,0,0,100,False,0,25,0,0,0,False,0,7,68,19,2,False,0,26,26,26,26,False,0,0,49,25,0,False,0,0,0,0,0,False,0,0,23,0,0,False,0,0,0,0,0,False,0,0,0,False
2010-07-10,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,9,0,0,2,False,0,0,0,0,0,False,0,36,0,0,0,False,0,7,93,20,2,False,0,0,38,0,0,False,0,0,36,36,0,False,0,0,0,0,0,False,0,0,33,0,0,False,0,0,0,0,0,False,0,0,0,False
2010-07-11,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,4,0,0,0,False,0,0,0,0,0,False,0,74,0,56,0,False,0,8,70,27,2,False,0,0,0,0,39,False,0,0,74,37,0,False,0,0,0,0,0,False,0,0,35,0,35,False,0,0,71,0,0,False,0,0,0,False
2010-07-12,0,0,0,0,0,False,0,38,0,0,0,False,0,0,48,0,0,False,0,23,0,0,1,False,0,0,0,0,47,False,0,46,0,0,0,False,0,7,75,19,1,False,0,0,0,0,0,False,0,0,23,0,23,False,0,0,0,0,0,False,0,0,43,0,0,False,0,0,44,0,0,False,0,0,0,False
2010-07-13,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,16,0,1,1,False,0,0,0,0,0,False,0,23,0,22,0,False,0,8,74,21,3,False,0,0,24,24,24,False,0,0,0,45,22,False,0,0,0,0,0,False,0,0,0,0,0,False,0,44,43,0,0,False,0,0,0,False
2010-07-14,0,0,0,0,0,False,0,38,0,0,0,False,0,0,0,0,0,False,0,13,0,0,1,False,0,0,0,0,46,False,0,68,23,0,0,False,0,5,79,14,3,False,0,0,24,0,24,False,0,0,0,34,0,False,0,0,0,0,0,False,0,0,21,0,21,False,0,0,0,0,0,False,0,0,0,False
2010-07-15,0,0,0,0,0,False,0,38,0,0,0,False,0,0,50,0,0,False,0,9,0,0,1,False,0,0,0,0,48,False,0,35,0,0,0,False,0,6,88,19,3,False,0,0,24,24,49,False,0,0,35,23,0,False,0,0,0,0,0,False,0,0,0,22,0,False,0,44,0,0,0,False,0,0,0,False
2010-07-16,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,19,0,0,0,False,0,0,0,0,0,False,0,49,0,0,0,False,0,5,73,25,0,False,0,0,0,0,0,False,0,0,24,0,0,False,0,0,0,0,0,False,0,0,23,23,23,False,0,0,0,0,0,False,0,0,0,False
2010-07-17,0,0,0,0,0,False,0,0,0,0,0,False,0,72,0,0,0,False,0,14,0,0,0,False,0,0,0,70,0,False,0,34,0,34,0,False,0,8,84,30,3,False,0,0,36,0,0,False,0,0,68,0,0,False,0,0,0,0,0,False,0,32,32,0,0,False,0,0,0,0,0,False,0,0,0,False
2010-07-18,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,15,0,0,0,False,0,0,0,0,0,False,0,35,34,35,0,False,0,5,87,30,0,False,0,0,0,0,0,False,0,0,69,34,0,False,0,0,0,0,0,False,0,32,33,0,0,False,0,0,0,0,0,False,0,0,0,False
2010-07-19,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,13,0,0,1,False,0,0,0,46,46,False,0,45,22,0,0,False,0,4,79,18,3,False,0,0,24,0,0,False,0,0,0,22,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2010-07-20,0,0,0,0,0,False,0,0,0,0,0,False,0,0,47,0,0,False,0,19,0,0,1,False,0,0,0,0,45,False,0,22,0,44,0,False,0,8,65,18,3,False,0,0,23,0,23,False,0,0,0,44,0,False,0,0,68,0,0,False,0,0,21,21,0,False,0,0,85,0,0,False,0,0,0,False
2010-07-21,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,47,False,0,14,0,1,1,False,0,0,0,0,46,False,0,45,22,0,0,False,0,6,70,21,1,False,0,0,24,0,32,False,0,0,33,0,22,False,0,0,0,0,0,False,0,0,21,21,21,False,0,0,0,0,0,False,0,0,0,False
2010-07-22,0,0,0,0,0,False,0,0,0,0,0,False,0,0,48,0,0,False,0,18,0,0,1,False,0,0,0,0,0,False,0,46,0,23,0,False,0,7,64,22,2,False,0,0,0,0,24,False,0,0,0,45,0,False,0,0,0,0,0,False,0,0,21,0,0,False,0,0,44,0,0,False,0,0,0,False
2010-07-23,0,0,0,0,0,False,0,0,0,0,0,False,0,0,51,0,0,False,0,10,0,0,1,False,0,0,0,49,49,False,0,48,0,0,0,False,0,7,64,20,1,False,0,0,25,0,39,False,0,0,47,48,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2010-07-24,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,9,0,0,0,False,0,0,0,0,0,False,0,34,34,34,0,False,0,8,93,22,0,False,0,0,0,0,35,False,0,0,68,68,0,False,0,0,0,0,0,False,0,0,0,32,31,False,0,0,0,0,0,False,0,0,0,False
2010-07-25,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,8,0,0,2,False,0,0,0,0,0,False,0,52,0,35,0,False,0,3,81,34,0,False,0,0,0,0,0,False,0,0,0,70,0,False,0,0,0,0,0,False,0,0,32,0,0,False,0,66,0,0,0,False,0,0,0,False
2010-07-26,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,19,0,0,1,False,0,0,0,0,0,False,0,45,22,0,0,False,0,5,83,14,2,False,0,0,24,0,25,False,0,0,0,45,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,43,0,0,False,0,0,0,False
2010-07-27,0,0,0,0,0,False,0,37,0,0,0,False,0,0,47,0,0,False,0,14,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,8,67,23,1,False,0,0,23,23,24,False,0,0,22,44,22,False,0,0,0,0,0,False,0,0,41,0,0,False,0,0,0,0,0,False,0,0,0,False
2010-07-28,0,0,0,0,0,False,0,0,0,0,0,False,0,0,47,0,0,False,0,10,0,0,3,False,0,45,0,0,0,False,0,100,0,22,0,False,0,8,82,15,3,False,0,0,0,0,49,False,0,0,22,22,0,False,0,0,0,0,0,False,0,0,21,21,0,False,0,42,64,0,0,False,0,0,0,False
2010-07-29,0,0,0,0,0,False,0,0,0,0,0,False,0,95,48,0,0,False,0,11,0,0,0,False,0,0,0,0,0,False,0,45,0,23,0,False,0,10,72,19,3,False,0,0,0,0,24,False,0,0,22,23,23,False,0,0,0,0,0,False,0,0,0,0,0,False,0,43,0,0,0,False,0,0,0,False
2010-07-30,0,0,0,0,0,False,0,0,0,0,0,False,0,51,51,0,0,False,0,18,0,0,2,False,0,0,0,0,49,False,0,24,0,0,0,False,0,7,84,14,1,False,0,0,0,0,26,False,0,0,0,24,0,False,0,0,0,0,0,False,0,0,34,0,23,False,0,0,0,0,0,False,0,0,0,False
2010-07-31,0,0,0,0,0,False,0,0,0,0,0,False,0,0,72,0,0,False,0,16,0,0,2,False,0,0,0,0,0,False,0,0,0,0,0,False,0,5,100,24,2,False,0,0,0,0,0,False,0,0,0,0,67,False,0,0,0,0,0,False,0,0,32,0,0,False,0,0,0,0,0,False,0,0,0,False
2010-08-01,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,11,0,0,2,False,0,0,0,0,0,False,0,34,0,69,0,False,0,8,88,21,2,False,0,0,0,0,36,False,0,0,0,34,0,False,0,0,0,0,0,False,0,0,65,0,0,False,0,0,65,0,0,False,0,0,0,False
2010-08-02,0,0,0,0,0,False,0,0,0,0,0,False,0,48,0,0,0,False,0,18,0,0,1,False,0,46,0,0,46,False,0,23,0,34,0,False,0,12,81,18,3,False,0,0,24,0,24,False,0,0,0,22,0,False,0,0,0,0,0,False,0,0,21,0,0,False,0,0,0,0,0,False,0,0,0,False
2010-08-03,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,20,0,0,0,False,0,0,0,0,44,False,0,0,0,0,0,False,0,13,83,19,2,False,0,0,0,0,0,False,0,0,22,33,0,False,0,0,0,0,0,False,0,0,21,0,0,False,0,0,0,0,0,False,0,0,0,False
2010-08-04,0,0,0,0,0,False,0,0,0,0,0,False,0,47,0,0,0,False,0,14,0,1,2,False,0,0,0,0,46,False,0,0,22,0,0,False,0,9,69,18,0,False,0,0,0,0,48,False,0,0,44,22,22,False,0,0,0,0,0,False,0,0,42,0,0,False,0,0,0,0,0,False,0,0,0,False
